 	tu	le	hai	cucinati	le	verdure	</S>
e	0.28316978	0.0389074	0.0007322482	0.00044422672	0.018320994	0.008984625	0.64944077
s	0.6845956	0.30134577	0.0012554947	0.0041733943	0.0024840997	0.00028050458	0.005865149
ù	0.003240916	0.12119705	0.008168817	0.6876649	0.06682121	0.0017292015	0.11117791
t	0.009359185	0.8463217	0.13628137	0.004410768	0.0012009789	3.9501854e-05	0.002386346
a	0.06372811	0.8176186	0.07062407	0.03617958	0.010692275	0.00031535124	0.0008421012
m	0.0017696817	0.43584287	0.50975484	0.0452677	0.0071223015	5.192333e-06	0.00023739
à	0.004951106	0.37359002	0.083873264	0.5067059	0.029960392	2.2570053e-05	0.00089674967
r	0.000746847	0.007907913	0.63717395	0.26300263	0.07138904	0.0018869669	0.017892571
e	0.0008153255	0.10502283	0.7302835	0.1568249	0.0056075067	0.0013176687	0.00012823573
t	0.000449302	0.00047156887	0.31984937	0.5279335	0.14808506	0.0007007999	0.0025104377
s	0.00010450048	0.007489161	0.5495636	0.38494247	0.054195844	0.0031355799	0.00056881964
e	0.03144477	0.013874055	0.6750596	0.13500394	0.11038047	0.00053539313	0.033701733
t	2.7971735e-05	7.899277e-06	0.032610733	0.19728006	0.6290353	0.040464777	0.10057324
a	1.9138748e-05	0.00081510865	0.04943525	0.15015267	0.6847937	0.037550118	0.07723394
l	0.00017561979	7.7064695e-05	0.021906247	0.24848907	0.6646872	0.03464935	0.030015444
à	2.33239e-05	0.0017127504	0.05752813	0.035260454	0.7962695	0.08578043	0.023425441
c	0.00051721424	4.8798324e-06	0.00016813698	0.017842067	0.05880792	0.83403015	0.08862952
h	9.64352e-08	2.2983453e-07	0.00046325795	0.015078424	0.050387383	0.9311798	0.0028907699
a	2.9668815e-06	2.49182e-05	0.0052616578	0.03501842	0.6484516	0.27107581	0.040164616
n	3.4894613e-06	2.3222112e-06	5.3789274e-05	0.0039770734	0.21428815	0.6401326	0.14154261
a	3.0948024e-05	0.009932268	0.037490603	0.02260079	0.36354643	0.5337425	0.03265645
</S>	1.7919832e-05	7.260613e-05	0.0011291555	0.018152816	0.46118012	0.26939082	0.25005654
