 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.1275767	0.20093234	0.015987877	0.0057222717	0.021767428	0.014872958	0.06915755	0.4789272	0.065055765
ò	0.98842174	0.011442413	4.7258076e-05	1.3123719e-05	1.1816913e-06	1.4847171e-07	6.01725e-06	3.843958e-06	6.417922e-05
t	0.9411467	0.035507146	0.021174645	0.002015581	1.8276793e-05	3.1599393e-06	1.7098217e-05	3.6006993e-06	0.0001138199
t	0.7002965	0.29947588	0.00012652704	1.3785946e-05	5.6392346e-05	9.243097e-06	9.413502e-07	9.07797e-06	1.1629907e-05
e	0.1049935	0.8587924	0.0057334783	0.013058816	0.009679984	0.0033235275	0.00023581355	0.0010206911	0.0031617892
è	0.12404255	0.86592585	0.00861869	0.0007834011	6.661151e-05	1.4160702e-05	6.023983e-06	1.4850418e-06	0.00054120464
s	0.00941303	0.26212922	0.6847747	0.04321749	4.4985733e-05	1.8942093e-05	1.4122319e-06	1.6120681e-07	0.0004000692
t	0.0042452505	0.92313105	0.00495196	0.00073886896	0.060471293	0.006437975	3.2155692e-06	5.93808e-06	1.4442192e-05
a	0.70767385	0.17417875	0.084432	0.010144856	0.00041284092	0.00068912515	1.1361915e-05	7.961512e-06	0.022449218
s	0.0005212115	0.5333649	0.38749844	0.058464553	0.006616982	0.002673269	6.411698e-05	2.6029984e-06	0.010793997
e	0.0077353423	0.903511	0.017516097	0.0027390623	0.040550284	0.021583308	5.1510207e-05	0.00033800185	0.005975315
o	0.007945139	0.21934555	0.5616323	0.17229024	0.021223586	0.0074255606	0.00074332865	5.98483e-05	0.009334453
G	3.787705e-05	0.0137157	0.72870183	0.23085786	0.011406447	0.0025764906	0.00070093735	0.00028446325	0.011718314
i	0.03244043	0.09256125	0.18675227	0.13462566	0.039875824	0.008649929	0.023673458	0.47686702	0.0045541716
u	0.00030338918	0.018416664	0.6544741	0.23389305	0.034514956	0.01425891	0.004369729	0.0010715321	0.038697675
v	0.000105384395	0.0042617763	0.39288834	0.5559441	0.020401979	0.006309408	0.008692365	0.001421437	0.009975255
à	0.03402856	0.009976903	0.33935788	0.44222128	0.0240493	0.0056574717	0.036465604	0.07847942	0.029763633
n	9.5203336e-07	0.0003294248	0.106285036	0.7915498	0.057222743	0.04299885	0.0008756795	5.4821307e-05	0.0006826527
n	0.00015787037	0.0009344331	0.0026536626	0.008384056	0.8692462	0.11760092	0.00052642904	0.00016409722	0.0003323392
i	0.08604576	0.03693126	0.013343287	0.15882166	0.2524529	0.42259535	0.0067661535	0.0018842366	0.021159394
t	3.4663517e-06	0.0002706359	0.021365624	0.23702449	0.38844395	0.32091364	0.017023593	0.0027215898	0.012232992
i	0.00090384245	0.0029496183	0.0011166921	0.0042438284	0.6189299	0.36398193	0.00029950665	0.000517547	0.007057126
n	2.264734e-05	0.0013693739	0.007945872	0.07003178	0.41077733	0.3544325	0.101929314	0.026484529	0.027006714
A	0.00032265243	0.004741901	0.0005670857	0.003014357	0.4965789	0.49030492	0.00018792492	0.00012584483	0.0041562677
n	1.6600843e-07	3.0801817e-05	0.0016899393	0.16128664	0.45335543	0.36845955	0.01231016	0.0013002681	0.0015670578
n	3.4945366e-05	0.00055493583	0.00015078722	0.0022145945	0.85740894	0.1330099	0.0051385034	0.00071007636	0.00077733764
a	0.043026324	0.05017112	0.008347252	0.071534015	0.22365074	0.548086	0.030924318	0.015905386	0.008354807
ì	6.606592e-07	3.4999222e-05	0.0018973469	0.037041254	0.3256962	0.53177434	0.068518385	0.01107117	0.023965564
s	2.7503832e-08	2.9047056e-05	0.0002105816	0.039105743	0.5077384	0.38776967	0.05771798	0.0025257468	0.004902736
t	4.071276e-05	0.0022274707	0.00023379161	0.0031992802	0.7918318	0.19961604	0.0018861791	0.00047067425	0.00049409474
i	0.022518955	0.03299588	0.0032375753	0.013833893	0.11902696	0.6528392	0.08545204	0.02850636	0.041589152
n	8.792356e-07	2.0748961e-05	0.0015186493	0.008857315	0.17925084	0.5007045	0.18890432	0.04012895	0.08061373
e	1.2187762e-05	0.0011704036	1.9898338e-05	9.899509e-05	0.3527062	0.6390982	0.0046208124	0.0012813756	0.0009919559
a	3.4544057e-06	0.0007464976	0.009073422	0.012078167	0.09039864	0.33805132	0.2602386	0.08067497	0.20873494
n	9.2196935e-08	0.0001910375	0.0019488827	0.0026749966	0.23381944	0.24482208	0.26572466	0.13307308	0.11774568
k	0.03716876	0.1738522	0.03626198	0.015143777	0.14250642	0.2500658	0.042343803	0.11126477	0.1913925
ò	0.65172875	0.0889874	0.043296322	0.04233517	0.031119263	0.12690537	0.0032491726	0.0038430584	0.008535464
r	2.2594818e-06	8.651375e-06	0.00012197747	0.0016459714	0.076855205	0.21569271	0.4109756	0.23950353	0.055194113
a	1.8370565e-05	0.00070977927	0.00030398843	0.000313895	0.24594483	0.13743243	0.37589815	0.036601238	0.20277734
m	2.0190669e-06	0.00016716655	0.004285735	0.0122318175	0.07091173	0.1286822	0.2780085	0.106886595	0.39882427
a	1.4793968e-06	0.00012965871	0.0007841384	0.0006950991	0.04054819	0.026087668	0.30666974	0.27923036	0.34585375
r	1.1397435e-07	1.3417076e-06	0.00016874804	0.00016460344	0.00586849	0.008786083	0.32716867	0.47412938	0.18371257
è	0.00022636453	0.0049264412	0.00039992045	0.0001707957	0.37498656	0.40853167	0.06099828	0.058929812	0.090830125
o	2.7919782e-06	1.2934155e-05	5.08931e-05	0.00042528764	0.013886584	0.03136021	0.34398812	0.5485158	0.061757468
n	1.0405568e-06	0.0001601749	0.013106225	0.0077242563	0.029805375	0.02749178	0.2862114	0.23788679	0.39761293
t	0.0036661346	0.15475275	0.012308229	0.003184136	0.37038815	0.2715674	0.016797855	0.111889	0.05544638
a	0.22952026	0.27268744	0.13228574	0.07097969	0.012473776	0.02754555	0.01430944	0.09629758	0.14390054
</S>	1.0875227e-06	1.12511925e-05	0.00041791494	0.0005710757	0.006829842	0.021351838	0.05687981	0.19587727	0.7180599
