 	perché	aveva	lavorato	molto	</S>
j	0.90098304	0.004292129	0.0011590108	0.004486477	0.089079395
a	0.5832131	0.08184423	0.14600106	0.0014209119	0.18752062
t	0.046999667	0.13564202	0.46479478	0.030441264	0.32212228
ì	0.00016793891	0.016275039	0.8333472	0.078012906	0.072196834
ì	0.0437013	0.9401367	0.010066282	0.00019551159	0.005900199
c	0.23718582	0.67194736	0.07343243	0.0009823707	0.01645203
h	0.29103294	0.45796835	0.24272944	0.007979899	0.00028931585
e	0.13355185	0.68725103	0.022573147	0.008289023	0.14833492
p	0.0076795244	0.49389645	0.3069901	0.03416241	0.15727155
o	0.018003678	0.6403507	0.30848056	0.02240979	0.010755176
l	0.0011471167	0.060003817	0.8156986	0.067636594	0.055513844
e	0.012779574	0.17926271	0.6051614	0.19483973	0.007956524
m	0.0005599898	0.0049728854	0.8470255	0.105424404	0.042017236
ì	0.0038807795	0.0028586418	0.8770014	0.077975415	0.038283758
s	0.00028463197	0.0004143741	0.070253454	0.57655054	0.352497
o	0.0047835293	0.029136818	0.27664196	0.68098307	0.008454688
n	6.241057e-05	0.00026740902	0.1352706	0.6366883	0.22771132
t	0.006333921	0.018307446	0.1294539	0.8417127	0.0041919737
a	0.005586768	0.0018428266	0.15536508	0.63478434	0.20242098
p	5.9278314e-06	3.7957623e-06	0.0017337753	0.616609	0.38164756
o	0.017520187	0.018473012	0.014344634	0.9302488	0.019413369
d	1.4844478e-05	8.881944e-05	0.013221092	0.64247614	0.34419906
d	0.01574039	0.018512916	0.019935744	0.9378428	0.007968162
h	0.20618272	0.044515975	0.20908807	0.35420898	0.18600424
ì	0.00087665854	0.0028021494	0.007781188	0.084948644	0.9035914
</S>	0.019364662	2.6571808e-05	0.0009506157	0.28806752	0.69159067
