 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.96545136	0.0059808786	0.00018021013	5.2067287e-05	0.00013608762	0.0031255826	0.004531539	0.020542396
à	0.15801325	0.7868514	0.0024306008	0.05000001	0.0008518556	0.0011989363	2.593971e-05	0.00062794914
o	0.33925107	0.64670897	0.0044057705	0.0058023874	0.00026050516	6.6857654e-05	6.543536e-06	0.0034979158
c	0.644565	0.31462222	0.004251349	0.026884971	0.0024820184	0.0059235655	0.0005471046	0.00072374794
e	0.4210754	0.48642233	0.008032022	0.07942692	0.00163225	0.0033390466	4.6471298e-05	2.5588566e-05
r	0.37309095	0.4614081	0.14141676	0.011285979	0.0054130107	0.0001696918	1.6891548e-06	0.0072137997
k	0.0033323283	0.31870222	0.44438398	0.23254964	0.000929582	6.8990375e-05	1.3951432e-05	1.9359377e-05
è	0.32267848	0.32708812	0.33490834	0.004128315	0.0045127226	6.068305e-05	1.3990658e-05	0.006609321
o	0.0012129188	0.5945145	0.351539	0.02893527	0.015556026	0.0013007978	2.8415747e-05	0.006913102
n	0.00020761607	0.016306067	0.51216614	0.19826388	0.23433726	0.030200386	0.0015442355	0.006974349
t	0.0016799392	0.015505419	0.56792307	0.4096385	0.0045656823	0.00034409814	0.0002585573	8.477626e-05
a	0.17574435	0.012283216	0.6672595	0.00527889	0.113700025	0.00096894486	5.8375226e-05	0.024706699
è	0.00018705345	0.012387736	0.6618975	0.064401165	0.23555294	0.009422769	0.00034116398	0.01580962
n	5.6735884e-05	0.055202615	0.46311077	0.46014357	0.017471885	0.0014082197	0.0006793165	0.0019268771
a	0.011682732	0.0007597601	0.86849666	0.06379684	0.02702552	0.006426186	0.018199828	0.0036124485
f	0.0006125472	0.0014070728	0.22266077	0.55083346	0.16172992	0.042150013	0.013427374	0.00717886
ù	0.034049638	0.0013571242	0.6905942	0.23801363	0.024364099	0.0013394431	0.010064676	0.00021725752
r	0.00024619338	0.0020758538	0.062489923	0.3867076	0.08872656	0.2681138	0.1604128	0.031227386
n	0.030403228	0.00027728916	0.41347048	0.19627815	0.24738285	0.009809199	0.10025572	0.0021231128
o	0.77737164	0.04057166	0.015256767	0.014633617	0.028391179	0.084998496	0.030227127	0.008549547
k	9.1803406e-05	0.0013397267	0.007239998	0.028723124	0.072906144	0.5317919	0.12792145	0.22998586
a	0.02123588	0.00023504875	0.18174335	0.020174386	0.51333964	0.049408954	0.18584971	0.028013028
k	0.00013971912	0.0018220855	0.013958842	0.025450872	0.08684132	0.35400897	0.3799889	0.13778931
à	0.01731331	0.0006457148	0.12903629	0.018770946	0.18720546	0.040587626	0.5985944	0.00784621
n	0.00016323556	0.00026732642	0.00029756335	0.0033073572	0.002056904	0.16209449	0.7348866	0.09692643
n	0.015010609	0.0002163033	0.008216268	0.0042366954	0.03469832	0.016030606	0.91909534	0.0024958844
i	0.1383658	0.02294951	0.0054159397	0.0026062452	0.0053764884	0.16852717	0.6004609	0.056297988
r	2.1998356e-05	0.00028103506	0.00010122207	0.00033151085	0.00074025744	0.14575529	0.5199273	0.33284146
ù	0.0027809064	3.8878083e-05	0.004028153	0.0011034193	0.00741772	0.0077412114	0.9735743	0.0033154788
s	0.00015416967	0.00016084815	2.2293261e-05	0.00016714686	5.783254e-05	0.03815356	0.80861264	0.15267155
t	0.0016489653	3.1797885e-05	0.0010096336	0.0005496346	0.0043259477	0.006203753	0.9823354	0.0038949293
i	0.03939915	0.0071218815	0.0023541232	0.0006629479	0.002590678	0.07552436	0.6566979	0.21564898
k	1.7417724e-05	0.00015386348	1.5222741e-05	4.0637395e-05	4.120788e-05	0.024102414	0.50963235	0.46599686
u	0.0007237712	5.5460743e-05	0.00344404	0.00034743373	0.008499862	0.03425314	0.91256464	0.040111642
</S>	2.7240997e-06	9.8556346e-05	0.00019884376	0.00017190663	0.0005019212	0.016417233	0.59336305	0.38924575
