 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.6323737	0.18283942	0.0020824969	0.00061156845	0.0006357996	0.0015644688	0.011560257	0.16833234
v	0.95772195	0.034518618	0.00019295122	0.0002718849	0.0004581724	0.0004092783	0.00018092724	0.006246182
ò	0.99796695	0.0019036734	3.6394144e-05	2.1796592e-05	1.7225495e-05	1.3496201e-05	1.4340691e-05	2.6136535e-05
s	0.037619863	0.85821885	0.033564303	0.06925799	0.0011036801	0.00013467288	1.9024768e-06	9.870918e-05
t	0.014339668	0.94703984	0.02383658	0.010758126	0.0032207766	0.0007616158	3.5033623e-05	8.4329795e-06
i	0.049903527	0.9176277	0.0013983179	0.0053751864	0.00026447352	1.931122e-05	4.7624184e-07	0.025411036
z	0.04449369	0.5492409	0.122954	0.20093279	0.03677771	0.00853427	0.00016425521	0.036902346
o	0.0006843067	0.6102438	0.26034105	0.09431863	0.030536495	0.0033507745	0.00028929437	0.00023564503
ì	0.0006547069	0.15715152	0.2848808	0.54056925	0.010893208	0.0008471871	5.2965706e-06	0.0049980343
m	0.00011959379	0.007888725	0.68588847	0.24138	0.038601138	0.017547812	0.0005127476	0.008061573
m	7.037468e-05	0.14538677	0.44476026	0.14010523	0.2229152	0.032644775	0.014026991	9.03976e-05
u	0.017096486	0.3369805	0.3026518	0.28073323	0.018888472	0.0026179398	0.00013516226	0.04089641
ì	7.9742225e-05	0.0005788325	0.3284804	0.40215054	0.15581849	0.024148628	0.0019983791	0.08674498
m	4.1167183e-05	0.0002574774	0.32741934	0.18311259	0.21997927	0.17275093	0.04056202	0.055877298
e	7.6491386e-05	0.027551422	0.65357465	0.11472591	0.15848978	0.02962018	0.014978331	0.000983309
p	5.0689843e-05	7.704433e-05	0.065715395	0.066367015	0.26991415	0.35606614	0.10485454	0.13695507
à	0.0064216224	0.014736267	0.80704427	0.054794718	0.06973229	0.040318765	0.0048908247	0.0020612448
n	3.339904e-05	6.0684647e-06	0.0010373261	0.0007796985	0.04094605	0.107526764	0.7451108	0.104559906
t	0.00026989746	0.06392367	0.13752128	0.026139023	0.23188125	0.28095385	0.2566487	0.0026622787
a	0.016261613	0.003774493	0.019653182	0.006646539	0.09306799	0.589303	0.19740283	0.07389031
p	6.4250585e-06	8.4598116e-07	0.00012651015	0.00014987405	0.011185344	0.08984772	0.5534885	0.34519482
o	0.00016795966	0.006272807	0.14911264	0.022746993	0.17118791	0.34415463	0.29454622	0.01181087
l	6.7641035e-06	9.061493e-06	0.0010330244	0.0016651511	0.012867807	0.2423603	0.55348635	0.18857165
e	0.000964235	0.015012299	0.06268711	0.014770575	0.04321765	0.33458194	0.5253258	0.003440357
m	9.802682e-06	1.9919868e-05	0.000963601	0.0015604895	0.0065433625	0.18808913	0.58698815	0.21582553
i	0.0062574614	0.000978938	0.0042377627	0.00026536052	0.00489078	0.04421889	0.78376424	0.15538661
m	2.0144432e-06	2.6540768e-06	0.0003402904	0.0005381838	0.0074147144	0.12551834	0.5593604	0.3068234
m	0.0023161266	0.00044777332	0.002234433	0.00020041577	0.0025136257	0.039396066	0.5117901	0.44110146
è	4.958808e-07	4.763646e-06	0.0014663222	0.00075625494	0.0094889235	0.015638974	0.0059484257	0.9666959
n	4.8533548e-06	2.770377e-07	2.1179496e-06	1.8315696e-06	0.00012735718	0.0043016556	0.47199452	0.5235674
a	0.00060480024	0.02079085	0.032311026	0.004823884	0.015616896	0.28898406	0.6032715	0.033596985
</S>	1.5618987e-06	5.289641e-07	6.499783e-05	0.00012174897	0.001007818	0.016764525	0.440651	0.54138786
