 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.112201735	0.0010068269	0.00011557592	9.27061e-05	0.00015615216	0.81943417	0.026278315	0.0022969325	0.038417578
e	0.2922887	0.47540912	0.010610753	0.0058388216	0.017423067	0.034450196	0.00041634342	0.0087341955	0.1548289
t	0.21466531	0.6688302	0.015271127	0.0036410426	0.004538069	0.0030090443	3.6430134e-05	2.4991548e-05	0.089983776
i	0.00024933915	0.4369356	0.06395	0.06132011	0.2026269	0.07799338	0.0004087456	0.1221791	0.034336712
p	0.026047045	0.8898085	0.035262536	0.039687164	0.008539175	0.00028981076	2.9058192e-05	4.3454784e-06	0.0003324164
à	8.838331e-05	0.57454896	0.34794703	0.06879136	0.0061681587	0.0002582045	0.00014364715	0.0009155462	0.0011387483
s	0.00047222257	0.068803	0.26002282	0.59076345	0.07379053	0.0022667667	0.0010898862	1.6022672e-05	0.0027751867
t	0.0014272168	0.25746953	0.2816771	0.41485906	0.034948405	0.009088734	0.00034503307	0.00017993795	4.9854275e-06
a	0.47651294	0.30054313	0.17957112	0.007270695	0.00010029588	0.0001465022	0.00036544466	5.210847e-06	0.035484675
ì	0.0032913585	0.017810816	0.5162431	0.42590675	0.012445988	0.004179205	0.0007975475	5.553635e-06	0.019319685
t	2.0598853e-05	0.0003555599	0.0706557	0.83980316	0.08091239	0.003088261	0.0029360661	0.00013034069	0.0020978986
e	4.2191892e-05	0.0027517544	0.115665846	0.82058096	0.047085725	0.00983101	0.0016932714	0.0023361433	1.3044512e-05
l	0.00039828275	0.00024268159	0.09312764	0.72038174	0.14364818	0.026852546	0.010284693	0.00062673166	0.0044375756
e	0.00027910457	0.010010053	0.7165573	0.21727316	0.03865236	0.0045946166	0.0064823832	0.000996319	0.0051546507
à	0.0006267517	0.00056714413	0.117027774	0.32916182	0.25463468	0.25735924	0.0265311	0.0027383142	0.011353215
l	8.2154185e-07	1.1550702e-06	0.0062961574	0.27401724	0.5379615	0.1307412	0.03496117	0.013617566	0.0024032053
a	2.8899944e-05	0.0004285883	0.10380812	0.5888874	0.1949037	0.08541802	0.0130883055	0.013302101	0.00013494247
t	2.81219e-05	9.120028e-06	0.002569169	0.03420688	0.20169793	0.5442976	0.11647069	0.08189101	0.018829491
o	0.00014708041	0.02050442	0.093896516	0.24663281	0.15345058	0.033996202	0.34551677	0.100941285	0.0049143205
n	1.6819431e-05	0.000105226565	0.0020191635	0.016603975	0.042307183	0.42769098	0.26699114	0.21644019	0.027825253
ì	2.6210904e-05	0.008082988	0.007836632	0.03176903	0.04002561	0.039518923	0.38263577	0.48869473	0.0014100833
c	3.0971569e-06	2.3755231e-07	1.1957795e-05	0.00045337572	0.012510076	0.6133925	0.07733177	0.27342036	0.02287669
h	6.1877273e-07	1.5860209e-05	0.011750763	0.073000066	0.042272028	0.46593708	0.23362412	0.07574352	0.097655915
a	1.1459035e-06	2.3999182e-05	0.0003051154	0.00080483814	0.002252588	0.07133965	0.7842673	0.110456064	0.030549252
v	4.99191e-07	7.412948e-07	9.185395e-06	0.00037704752	0.0016979375	0.09580413	0.21325196	0.57431126	0.11454725
à	1.0356168e-05	0.0036180418	0.0013184216	0.0150188	0.0043261917	0.015832897	0.35899973	0.5994798	0.0013958494
l	2.0109146e-06	3.0246665e-07	8.4439347e-07	3.9517057e-05	0.00031870013	0.07092448	0.1019086	0.7076028	0.11920275
o	3.5808363e-05	0.00075345	0.0001748428	0.0014083027	0.000852126	0.03760234	0.66359055	0.2891249	0.006457686
n	5.018708e-06	3.9848655e-06	2.6039635e-05	0.0014958447	0.0008182748	0.037084974	0.16961284	0.5422621	0.24869102
t	3.118306e-06	0.001661432	0.0006524358	0.008934029	0.0034656192	0.115209006	0.15956219	0.70560515	0.004907064
a	0.00032541726	0.004944776	0.0019142439	0.0023500163	0.0013788767	0.03936299	0.3275357	0.17348026	0.44870767
</S>	8.139691e-07	3.0672462e-07	3.4215188e-07	1.5859516e-05	2.2774911e-05	0.0013113677	0.044209205	0.054213304	0.90022606
