 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.40096852	0.0081361225	0.01576116	0.005919737	0.008697569	0.010209031	0.010365411	0.029197408	0.024714045	0.058775723	0.04115628	0.03456733	0.015764164	0.020217445	0.010108554	0.008759636	0.01831648	0.0030556193	0.001228396	0.0022823848	0.0013187969	0.00069335377	0.0018799021	0.0018228508	0.16462786	0.008130286	0.005868409	0.0039023939	0.028139457	0.00011410966	0.00027975725	0.0003862486	0.0011203157	0.00049696193	0.053018276
m	0.88753384	0.11106902	0.0007906723	3.296605e-05	2.6956577e-05	1.4115268e-06	2.8456848e-06	9.714757e-06	3.1947374e-07	7.1469176e-06	1.4820857e-06	3.918745e-07	1.2114528e-07	3.0961548e-08	1.2435326e-08	9.338287e-08	3.1734737e-06	4.5189813e-07	3.3578215e-07	4.6989658e-07	1.0390257e-07	9.9224266e-08	2.0086333e-07	1.2623085e-08	7.12045e-07	4.4421142e-08	7.95321e-08	1.337614e-08	6.6017446e-07	5.4700255e-08	1.27901165e-08	1.0511857e-08	2.8830246e-07	1.6559781e-07	0.000516096
ì	0.9535308	0.046350062	7.6058066e-05	2.4589557e-05	4.1758913e-06	5.2418383e-08	5.8255534e-07	5.092393e-07	5.2324086e-08	4.538196e-07	1.7479044e-07	5.3825868e-08	4.6510212e-07	4.2152628e-08	7.555118e-08	7.641988e-08	5.4375425e-07	1.5800484e-06	4.7901535e-06	4.0752857e-07	1.2294486e-06	4.5625933e-07	1.3997452e-06	5.5613352e-08	1.6219381e-07	3.0892682e-08	2.6947558e-07	2.7160294e-08	2.0553553e-07	1.436026e-07	7.8001776e-08	2.788213e-08	3.2436677e-07	2.6707866e-08	6.6952e-08
d	0.069180466	0.90832496	0.019433511	0.0015966437	0.0010140815	5.4854037e-05	0.000121194724	9.778268e-05	4.5131105e-06	5.223901e-05	3.4071636e-05	5.6045537e-06	4.6793957e-06	3.6737984e-07	9.907773e-08	4.2444182e-07	2.0622001e-05	1.755155e-06	1.0385867e-06	1.6376281e-06	4.2845014e-07	2.8134323e-07	5.2625734e-07	5.1001624e-08	9.764838e-07	9.5870575e-08	4.8882477e-08	4.2524626e-08	5.789234e-07	1.1566526e-07	1.6080484e-08	1.1975054e-08	2.3202274e-08	3.0725225e-09	4.635466e-05
e	0.06974567	0.82658964	0.08971471	0.010553143	0.00334558	7.183504e-06	1.4767028e-05	8.727141e-06	7.114667e-07	1.1082456e-06	1.8033913e-06	7.759789e-07	9.2823194e-07	1.0803593e-07	6.810619e-07	1.6494246e-07	6.912298e-07	3.2173282e-06	4.049366e-06	6.0583936e-08	2.4990352e-06	3.7497026e-07	2.874392e-06	4.7384386e-08	3.306208e-09	7.15864e-09	2.163143e-08	3.0119693e-08	7.653135e-09	2.430171e-07	6.1644776e-08	3.4044003e-08	4.3952366e-09	2.9222462e-09	6.720833e-08
c	0.0018990557	0.8954675	0.08677997	0.013099317	0.0022036124	0.00025744503	6.703633e-05	0.00012105625	3.8220182e-06	2.622498e-05	2.2430859e-05	5.1831435e-06	2.2178485e-06	3.830533e-07	2.5223275e-07	1.598251e-07	5.1656302e-06	6.8422224e-07	1.0002968e-06	3.7033124e-07	5.8927026e-07	2.0737258e-07	5.2751216e-07	1.3776484e-07	1.9097645e-07	5.876946e-08	2.922525e-08	4.458308e-08	9.063931e-08	1.2735177e-07	2.2310074e-08	1.2588841e-08	4.059233e-09	1.016349e-09	3.501411e-05
i	0.39122918	0.6026083	0.004920194	0.0007180751	0.00043845555	3.1051962e-07	1.5316873e-05	1.9232213e-05	5.157592e-07	2.145082e-06	2.3009595e-06	5.898733e-07	2.545058e-06	8.941754e-08	2.8914477e-07	2.0380656e-07	5.709046e-06	5.7554903e-06	2.0782887e-05	2.425464e-07	4.975844e-06	6.826043e-07	2.6042073e-06	4.7847063e-08	1.3128657e-07	1.6121465e-08	2.1820257e-07	3.029233e-08	1.1835104e-07	1.9123792e-07	1.4608132e-07	3.7403037e-08	1.1329402e-07	8.94134e-09	3.4511774e-07
d	0.00039139876	0.80404615	0.1545865	0.035128605	0.003206626	7.555432e-05	0.00016090731	0.0007420063	3.2023214e-05	6.8650246e-05	9.2794886e-05	3.153606e-05	1.9386714e-05	7.5969588e-06	7.887753e-06	1.701457e-05	0.00025163742	0.00021598866	0.00028459798	1.6570937e-05	0.00010677275	5.9725764e-05	0.00015689491	3.853161e-06	7.7597014e-07	8.7834314e-07	1.1141154e-06	8.9740934e-07	6.1536093e-07	1.3081784e-06	4.681388e-07	6.3744454e-07	2.4122554e-07	7.2785156e-08	0.0002823963
è	0.055553902	0.5426728	0.27923983	0.098612204	0.021315321	6.215638e-06	0.0011703542	9.928949e-05	2.9397288e-05	2.575754e-06	1.7592987e-05	1.1413093e-05	0.0002961496	4.4379544e-06	3.1895364e-05	1.4173134e-05	9.15154e-05	0.00014516141	0.00017280201	4.031905e-07	0.00010444671	2.4463443e-05	0.00013015585	2.0754837e-06	4.432305e-07	2.8472263e-07	3.1287504e-06	2.1877158e-06	7.9288696e-07	1.9729254e-05	0.00020351414	1.924655e-05	1.0172688e-06	6.386611e-07	3.8454368e-07
t	4.6381007e-05	0.2991044	0.54032505	0.065908045	0.08269102	0.0073416177	0.0018776088	0.0009790047	0.0002985918	0.00015578487	0.000480688	0.00036314246	3.6457193e-05	1.2169997e-05	2.0252934e-05	6.012532e-06	2.1817532e-05	8.861464e-06	2.7246051e-05	1.9830345e-06	1.932108e-05	1.1042692e-06	3.6899587e-06	1.4507956e-06	2.1804146e-06	1.6631931e-06	1.11839206e-07	8.9593163e-07	1.4731223e-06	9.598359e-07	3.162032e-07	2.3466627e-07	4.5055447e-08	1.3818329e-08	0.000260293
