 	vuole	vuole	mangiato	caldo	</S>
t	0.9798933	0.003665491	0.0002533494	0.0031783334	0.013009473
è	0.25630817	0.0802109	0.4509694	0.10299607	0.109515436
l	0.82141507	0.1580824	0.0010581306	0.00060546235	0.018838976
i	0.67455643	0.3169081	0.00847078	5.8464015e-05	6.283783e-06
t	0.02024004	0.9739051	0.0047471924	0.00025263245	0.0008550298
è	0.12283713	0.69796175	0.17311491	0.005121567	0.00096466707
l	0.0021660007	0.9079954	0.050433096	0.007262252	0.03214332
i	0.009437777	0.92376333	0.06667852	8.25647e-05	3.7811074e-05
f	0.0049861376	0.4049879	0.48251298	0.037056457	0.07045646
a	0.06420184	0.73122615	0.20332117	0.00054138247	0.0007094214
m	0.0018037804	0.02954387	0.86599886	0.059465148	0.0431883
è	0.007224765	0.02496674	0.8653087	0.06349374	0.039006043
n	0.0014147572	0.003922754	0.07274741	0.16046834	0.7614468
o	0.2618659	0.40268728	0.32468373	0.0077060955	0.0030569513
t	0.000196174	0.0014127013	0.19190636	0.5090869	0.29739782
r	0.12528951	0.26518774	0.46314856	0.12589286	0.020481355
e	0.10295031	0.008934505	0.37818235	0.40490016	0.105032645
m	9.9742865e-06	1.1241118e-05	0.0029456073	0.27618095	0.72085226
m	0.009986785	0.0036396626	0.018634051	0.54728293	0.42045665
ò	5.0620423e-07	2.787398e-05	0.0052856696	0.08136577	0.9133201
</S>	0.0001271467	7.1622712e-06	0.0004776829	0.08526951	0.9141185
