 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.72625697	0.0035358535	0.00012580275	0.00046549574	0.00023381386	0.02895578	0.097202174	0.064629324	0.07859475
n	0.89759916	0.083753735	0.008118619	0.0029639225	0.00016224227	9.152799e-05	0.00014812051	0.004394722	0.0027679142
e	0.032475635	0.124057144	0.11125182	0.19785295	0.16557017	0.0054638027	0.012690186	0.023057308	0.327581
s	0.099839635	0.7330975	0.1517026	0.010526243	0.0023065833	0.00052479695	7.046794e-05	0.0006604125	0.0012718238
p	0.00048699256	0.28641143	0.14487962	0.14574297	0.40101883	0.0035090644	0.0051858635	0.0019607588	0.010804528
ì	0.0010094527	0.034689825	0.95489216	0.0066228653	0.0008009989	6.472779e-05	1.4801248e-05	4.010247e-06	0.0019010945
c	0.0013521661	0.07232279	0.31018868	0.4188306	0.113654494	0.059631053	0.006870101	0.0010407894	0.0161093
c	0.0064972537	0.087878324	0.055109307	0.6045743	0.104026735	0.07164798	0.04510302	0.018130504	0.0070325835
e	0.0059087807	0.02502002	0.016590616	0.6402362	0.016188314	0.029586254	0.07197035	0.1291264	0.065373175
t	0.0006986906	0.008460634	0.28439927	0.556823	0.03666639	0.07980666	0.006705479	0.0007046696	0.025735121
s	0.00011865112	0.008094005	0.41841644	0.20747554	0.3525656	0.007494725	0.0028579177	0.00014632907	0.002830799
a	0.00777824	0.009918765	0.8548398	0.11804627	0.00052074547	0.003439507	0.0006451552	1.5684622e-05	0.0047957697
o	7.2831026e-05	6.626036e-05	0.055506274	0.38396353	0.055183783	0.2892881	0.04131292	0.0085913325	0.16601494
s	1.1870812e-05	6.219001e-05	0.0064859553	0.39910582	0.040679935	0.376009	0.0764543	0.06714441	0.034046568
ò	1.9385611e-06	0.00042291282	0.033389293	0.053286448	0.8212418	0.021838805	0.020095749	0.020218475	0.029504629
z	2.8720635e-05	1.0946869e-05	0.001368655	0.30057675	0.3853486	0.20486495	0.10305542	0.00044461252	0.0043013715
o	0.01079099	0.04969055	0.050642345	0.48617148	0.24733205	0.11302486	0.0356124	0.0033951583	0.0033402764
s	0.00027342828	8.853615e-06	0.0001491549	0.0392115	0.2826551	0.45157766	0.20969738	0.00083473383	0.015592177
p	0.00021944815	0.020745242	0.0072563663	0.1696657	0.50598145	0.14583832	0.14139827	0.0007288463	0.008166426
i	0.0036237775	0.0021833354	0.0027161138	0.024259774	0.02856774	0.5078862	0.38420144	0.00043668164	0.04612495
c	1.2147706e-06	2.5333026e-07	3.318084e-06	0.0009023557	0.018294252	0.39429054	0.40249977	0.015538547	0.16846976
c	3.4468636e-07	1.0373823e-06	2.3527716e-06	0.00035932	0.00081618316	0.001989466	0.019085186	0.87821054	0.09953562
è	4.7399868e-07	1.0852493e-06	2.6613625e-05	0.030538177	0.010146773	0.020643946	0.070160754	0.32661727	0.5418649
t	0.00036542822	1.3795102e-07	1.078529e-06	8.455886e-05	0.1483967	0.00918846	0.047094055	0.6627519	0.13211772
s	0.00017549221	0.0471279	0.0016417883	0.022635415	0.07525452	0.3711515	0.45025712	0.01171961	0.020036705
i	0.00085988746	0.0005594106	0.00030825633	0.0014810336	0.002743467	0.30800444	0.5210669	0.0011789561	0.16379762
t	9.872338e-07	5.8608723e-08	1.8131644e-07	2.103137e-05	0.0020895107	0.08923305	0.32069752	0.022136679	0.56582105
s	1.0162969e-05	0.023385892	0.00077938836	0.0067229113	0.021008492	0.33532345	0.5679727	0.002524974	0.042272057
e	0.00034210194	0.0021372864	0.00037321297	0.0023325456	0.0006129749	0.3246528	0.54037076	0.001369705	0.12780857
g	2.375616e-07	7.535136e-08	9.233043e-08	1.3053851e-05	0.00036800525	0.04306962	0.25492227	0.04185907	0.65976757
r	2.7378435e-06	0.00036437524	1.4978536e-05	0.0011311872	0.0010712286	0.02549751	0.279086	0.47145706	0.22137502
à	0.00019437053	0.0078070373	0.0010253391	0.006849269	0.0011794971	0.15003897	0.703948	0.001317192	0.1276403
t	0.0015637894	2.4091516e-06	2.1298993e-07	2.2899362e-06	0.0004830056	0.00024643505	0.005912341	0.93706745	0.054722056
s	3.32348e-05	0.003371646	0.00040512683	0.0037023171	0.0046072127	0.11201129	0.3547161	0.120218515	0.40093452
i	0.0007055758	0.001684344	0.0004800616	0.0030578778	0.0006786278	0.020520773	0.16198157	0.004102016	0.80678916
</S>	8.056665e-06	9.363688e-07	2.372669e-07	6.1015608e-06	0.0010466671	0.0006097268	0.017557172	0.10583744	0.8749336
