 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.8791261	0.0898431	0.00020034333	0.0019162646	0.0015509914	0.00013869372	0.001331329	0.025893189
ì	0.825322	0.16556099	0.00013747108	0.004960177	0.0037531487	6.59103e-05	6.6651087e-06	0.00019372928
n	0.21158493	0.6264312	0.104242876	0.030806517	0.020117043	0.003574574	4.8376936e-05	0.0031944483
i	0.9796435	0.0007479802	0.019483557	8.915566e-06	3.4500204e-05	7.714164e-05	5.510347e-07	3.93531e-06
e	0.021321282	0.73371017	0.21828121	0.020050868	0.0028631187	0.0003171714	4.0875573e-05	0.0034152688
n	0.12567893	0.13589594	0.054456078	0.23627494	0.17211089	0.062019717	0.06090279	0.15266074
è	0.45916176	0.03433452	0.12661345	0.081024684	0.12894602	0.027933475	0.017647136	0.12433898
r	0.0006985236	0.059793007	0.8509752	0.058311053	0.013849835	0.011351606	0.0014219187	0.0035987687
k	0.020112695	0.355178	0.5426064	0.014884269	0.021811502	0.04492175	0.00032036487	0.00016501572
o	0.94823724	0.009782469	0.037644565	0.0013079558	0.0013481395	0.0002721372	2.1643797e-05	0.001385968
t	3.1331234e-05	0.014651986	0.08728892	0.82717985	0.057060864	0.0054495786	0.00060581515	0.0077315834
t	0.06787697	0.000502946	0.8557864	0.005221503	0.019050214	0.03856097	0.0011342404	0.011866797
e	0.3106439	0.041908894	0.045483623	0.02401421	0.049807105	0.012263678	0.0028342737	0.5130443
e	4.346539e-05	0.0019168386	0.12345268	0.50311226	0.10794196	0.038396135	0.040267304	0.18486929
t	1.2086394e-05	0.00011557002	0.0072684474	0.4743107	0.087269105	0.022110868	0.2857397	0.12317362
u	0.06383495	1.7177255e-05	0.072129056	0.06301189	0.13362168	0.17174676	0.18369338	0.3119451
s	0.0001670517	0.0004286028	0.007479283	0.2817111	0.4076074	0.25036559	0.03418281	0.018058164
m	0.07147224	8.577569e-06	0.20274192	0.017350148	0.07359204	0.38125607	0.1952299	0.058349073
è	0.054295454	0.0065979236	0.1064088	0.15381563	0.16211042	0.043989304	0.0042767003	0.46850583
n	0.0028075809	0.0003786132	0.0074063535	0.4847224	0.028123878	0.045294195	0.13989435	0.29137257
o	0.09226979	0.0012623755	0.35847315	0.040596355	0.108034275	0.36410734	0.02483727	0.010419327
m	3.1919873e-05	3.7634516e-05	0.0015230218	0.12787963	0.14096044	0.27020174	0.2155591	0.24380647
e	0.000106897845	3.788349e-05	0.0030815864	0.3276605	0.05940956	0.04283623	0.085664086	0.48120323
t	9.764926e-07	4.268009e-06	0.00021201954	0.0912449	0.08548132	0.09225555	0.35768032	0.3731206
r	0.033527665	3.6135345e-05	0.11939366	0.0063341116	0.08368868	0.41720843	0.24153887	0.09827249
ò	0.21033047	0.0006866544	0.017440664	0.0042646388	0.22550526	0.45828158	0.03026671	0.053224053
m	0.007981683	0.0004647503	0.00059530005	0.04263384	0.020053275	0.035834853	0.37253812	0.5198982
e	2.2379829e-05	2.7543601e-05	0.0011508894	0.027688956	0.08074042	0.02538704	0.6614264	0.20355645
</S>	1.2309779e-05	1.2835582e-05	0.00020571018	0.004634237	0.003654403	0.027703676	0.2955468	0.66823
