 	qui	dentro	vuole	un	tappeto	</S>
e	0.41620758	0.31992394	0.021382619	0.0019832335	0.014006997	0.22649562
t	0.98314303	0.015363647	0.00028821346	0.0002286953	0.00011808138	0.000858413
t	0.98573595	0.014140997	6.0128466e-05	3.750312e-05	2.3118668e-05	2.2230747e-06
ù	0.9927858	0.006468262	0.00021827345	0.00022371448	4.5512203e-05	0.0002584222
m	0.00565728	0.98971564	0.0041683824	0.00015157073	1.0304509e-05	0.000296799
è	0.0042643277	0.21267594	0.7433348	0.03508298	0.0046328986	9.061225e-06
s	0.00011220185	0.9386921	0.058703654	0.0015746308	0.000111160116	0.0008062525
a	3.3219818e-05	0.0045582782	0.88428605	0.098965846	0.012153374	3.3162792e-06
t	0.00029059133	0.21791692	0.71994346	0.05280808	0.0016112977	0.0074295662
è	0.000226213	0.0013128369	0.6469675	0.25035647	0.10060396	0.0005330759
l	1.866329e-05	0.035959825	0.75070393	0.18101326	0.022010926	0.01029343
i	4.42608e-05	0.0003408322	0.6691358	0.28127074	0.048400015	0.00080829574
è	1.2718454e-05	0.0034559094	0.09141859	0.74499226	0.13227865	0.027841808
n	9.608591e-08	1.30498265e-05	0.07901238	0.20610034	0.70860106	0.006273087
a	1.3725464e-06	0.0001712574	0.10236192	0.27157104	0.6188872	0.007007171
t	6.723387e-07	0.00058280583	0.033806026	0.3454952	0.49982655	0.12028872
a	0.0019498963	0.020442916	0.16399275	0.34305957	0.4404787	0.030076118
p	1.6696948e-06	0.00044458223	0.0037692506	0.1564995	0.7185976	0.12068736
p	8.23481e-05	0.00058193866	0.07072747	0.11045467	0.81535876	0.0027948737
è	0.12557106	0.36370483	0.020245861	0.1037463	0.29466644	0.09206555
t	0.00017354093	6.0126247e-05	1.4450171e-05	0.0005697021	0.8978098	0.10137233
o	6.7408604e-05	0.0007707557	0.05622906	0.07019971	0.83416057	0.03857258
</S>	1.9296476e-06	0.00019718478	0.0010850455	0.009777115	0.49104995	0.49788868
