 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.8699165	0.032777227	0.0019207853	0.00048827304	0.0011243209	0.0015953024	0.09217761
ì	0.97183347	0.020162068	0.0078394385	1.6644162e-05	5.3452135e-05	9.111446e-07	9.400531e-05
s	0.8692522	0.099062145	0.027871773	0.003392579	0.00022464032	1.7527526e-07	0.00019641257
i	0.99996805	1.2010016e-05	3.1548993e-06	6.895003e-06	9.30856e-06	2.2437277e-07	4.1110556e-07
f	0.16419317	0.7871944	0.042213276	0.005402445	0.00030223778	5.634731e-07	0.0006938513
a	0.99777347	0.00029313748	0.00023468785	0.00038387242	0.00067894155	4.087055e-05	0.0005949798
m	0.0074137743	0.79537433	0.15439968	0.03929906	0.003132921	9.625915e-06	0.00037066962
ì	0.9098459	0.033073235	0.041522227	0.001294962	0.009908037	0.0026083272	0.0017474645
g	5.5219913e-05	0.9021512	0.076620825	0.019051816	0.0016817658	3.2610864e-05	0.00040665639
l	0.95612514	0.0095137125	0.0043057213	0.01775572	0.009951077	0.0022828304	6.573877e-05
i	0.56184244	0.37542206	0.035214543	0.0048824283	0.007323776	9.737995e-05	0.0152173415
a	4.587211e-05	0.6129207	0.32767063	0.042330828	0.008323011	9.1026144e-05	0.0086179115
e	0.0029867238	0.20610003	0.58219963	0.15255918	0.031120965	0.0020712297	0.022962179
n	0.0045851963	0.09096321	0.49005875	0.25614727	0.14172669	0.009987286	0.006531621
è	0.026529199	0.0029587126	0.04098273	0.31927606	0.46176222	0.054033373	0.09445764
c	7.983974e-06	0.05400302	0.09548257	0.6236125	0.14146021	0.07986182	0.0055718767
h	0.0069176485	0.06584988	0.59861356	0.18489902	0.07307218	0.06377708	0.0068706786
i	0.0061299256	0.027562799	0.043177593	0.3854966	0.3546808	0.04289093	0.14006138
n	1.8456398e-06	0.01877681	0.3055112	0.40134665	0.15862572	0.074008435	0.041729387
a	0.00035408096	0.00011652217	0.00072404	0.30924523	0.44206256	0.24561083	0.0018866693
f	5.020556e-06	0.0023965375	0.023249082	0.34086007	0.2859804	0.30846602	0.03904289
à	0.0007397893	0.0002610293	0.0007685244	0.09043968	0.16997002	0.7360894	0.0017315149
i	5.1846478e-06	0.0009810316	0.001076757	0.009220577	0.0031117753	0.9510929	0.034511793
</S>	1.0107557e-06	0.0014090887	0.048342757	0.07539285	0.08980731	0.62974197	0.15530506
