 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.9900198	0.003544746	8.4900166e-05	6.810142e-05	4.6710928e-05	0.0002932467	0.0007592243	0.0022069216	0.0029762844
a	0.05856488	0.74071133	0.08406587	0.019491114	0.0130551495	0.008509472	0.0016535	0.00067858986	0.0732701
m	0.01813769	0.71839595	0.056468368	0.012646493	0.0034233518	0.0018609919	0.0006717347	0.00052586716	0.1878695
à	0.16349086	0.7776335	0.045580164	0.0072951023	0.0030427948	0.0023126493	0.00030653045	5.7820558e-05	0.00028046794
t	0.0009882268	0.43078175	0.53212	0.027024249	0.004106034	0.0016439595	0.00019558152	2.1041045e-05	0.003119159
i	0.02206072	0.8292631	0.1422142	0.005080433	0.0011253726	0.00021850377	3.5252146e-05	2.0803557e-06	3.929519e-07
è	0.0010070918	0.4179071	0.46216658	0.10847753	0.006795631	0.002237681	0.00010416017	1.5324671e-05	0.0012889011
n	0.00013181847	0.014618999	0.68235385	0.2483013	0.02797341	0.019628892	0.0031209316	0.00025800732	0.0036127407
a	0.03321854	0.06374554	0.6749437	0.14174633	0.056279097	0.022536539	0.0055533703	0.00077370054	0.0012031265
p	0.00010608781	0.0015970306	0.638667	0.2842575	0.048181705	0.020258287	0.0026591753	0.00040128213	0.0038718972
r	0.003199354	0.016553925	0.8654802	0.08337158	0.024842797	0.0055251606	0.0006814531	5.714694e-05	0.00028838307
à	0.13691579	0.016247315	0.39079985	0.33178204	0.10233565	0.017685605	0.00066954346	8.303949e-05	0.00348112
m	0.004506824	3.686506e-05	0.049083553	0.05867612	0.22440839	0.35460296	0.20809479	0.026183706	0.07440674
a	0.012544094	0.0014212774	0.15859066	0.43812618	0.27309132	0.07484755	0.022173887	0.018156257	0.0010487746
n	0.0003425214	9.205696e-05	0.0503	0.16824417	0.25725332	0.37034816	0.09999309	0.016418412	0.037008263
a	0.005329994	0.04347137	0.3403378	0.2877016	0.23318854	0.050151102	0.034734067	0.004157727	0.00092777266
s	1.387815e-05	9.016653e-05	0.013959854	0.05162542	0.22082877	0.5542358	0.119194716	0.02338029	0.016671095
t	0.0038355456	0.061483927	0.28013536	0.2438891	0.2433846	0.07192048	0.08025343	0.013530018	0.0015675052
u	0.04076689	0.010145962	0.01787475	0.12958892	0.30973196	0.4314116	0.04558012	0.0053356974	0.009564071
d	3.1300654e-06	8.4553164e-07	0.0001820304	0.0017824025	0.068479285	0.51817656	0.18763398	0.094369635	0.12937213
i	0.0045674983	0.005401455	0.01741757	0.069457255	0.17412147	0.22204006	0.30372134	0.12083963	0.08243376
è	4.4391604e-06	3.5344092e-05	0.0018022608	0.006083463	0.056476917	0.56535155	0.217903	0.08648853	0.06585448
t	4.6764257e-05	6.804227e-06	0.00036369625	0.0031784882	0.020782737	0.27374205	0.50873834	0.1385068	0.054634273
s	0.021434152	0.048574444	0.1803633	0.39375857	0.19809005	0.04438055	0.090290405	0.022303144	0.00080541015
i	0.06441573	0.011261988	0.002724718	0.008382468	0.026971856	0.32128358	0.33671167	0.14454879	0.08369922
è	4.9000205e-06	1.0907991e-06	2.6523941e-05	8.0440994e-05	0.0032527398	0.14319904	0.3464122	0.322898	0.18412504
n	1.5915699e-05	8.359315e-06	7.564905e-05	9.352338e-05	0.0014193093	0.09962415	0.4489493	0.30737033	0.1424434
a	0.001463551	0.010266157	0.086867146	0.08287573	0.10598421	0.09779947	0.37329772	0.23388322	0.0075628837
p	2.0006757e-06	6.936074e-06	0.00013057386	8.024182e-05	0.0006858157	0.044998504	0.26700804	0.3314493	0.35563862
r	0.00033935034	0.064464055	0.1240021	0.030143727	0.031996585	0.08677919	0.41676688	0.23012668	0.0153813725
à	0.006011384	0.023344567	0.006326063	0.004908811	0.009842641	0.13988972	0.46813676	0.22099553	0.12054454
m	0.1138573	0.0004854408	7.5369215e-05	1.3552679e-05	4.014209e-05	0.0012798312	0.031839315	0.3565109	0.4958982
a	1.3135003e-06	4.3341147e-06	0.00012748718	0.00030837528	0.0004043434	0.0011553508	0.006966694	0.9314762	0.05955591
</S>	1.8637513e-06	1.9302736e-06	1.571811e-05	9.47883e-06	0.00012666012	0.0051483028	0.08737065	0.26933062	0.63799477
