 	dove	aveva	per	stare	non	aveva	</S>
p	0.99418455	0.0015446906	3.114715e-05	1.065083e-05	0.00015220765	0.00033416777	0.003742491
u	0.8835656	0.05696064	0.021111375	0.003735943	0.033341113	1.2286979e-05	0.0012729873
ì	0.016351422	0.37186086	0.08703599	0.40578032	0.056106944	1.5095736e-05	0.0628494
c	9.073515e-05	0.84425867	0.02387741	0.11559713	0.015234934	0.00013307459	0.0008080964
h	8.6981556e-05	0.7184036	0.16434932	0.00974948	0.10513515	0.0020621233	0.00021338435
e	0.053165592	0.91742903	0.01524842	0.011688382	0.00010284412	4.691409e-06	0.0023609581
n	0.00017128882	0.30250555	0.30480415	0.080113195	0.29841524	7.030966e-05	0.013920215
a	0.2505863	0.52508944	0.2181207	0.003089122	0.00085499475	4.6259054e-05	0.0022132106
s	0.00019557108	0.015084729	0.24839735	0.37643427	0.3452719	0.0012660963	0.013350058
t	0.002273216	0.035852183	0.780086	0.16301414	0.002551526	0.010826884	0.0053960765
a	0.048235405	0.30028522	0.5580485	0.03934727	0.0019795292	0.0012659716	0.05083819
s	1.6653967e-05	0.00012786826	0.05121808	0.4543887	0.36070746	0.012169892	0.12137129
ì	0.0011369322	0.0018350396	0.04618945	0.89960057	0.006488453	0.013663974	0.031085582
e	0.002052495	2.1001817e-05	0.011564817	0.013347729	0.79242885	0.11816352	0.062421583
n	1.2595862e-06	5.828357e-06	0.0009763389	0.017841812	0.84794706	0.12723142	0.005996221
ì	0.0031858936	0.0010360383	0.009369557	0.03945882	0.02924064	0.91406834	0.003640777
c	1.1996949e-05	2.085662e-06	0.0007822453	0.05420768	0.22766216	0.6863363	0.030997528
h	1.2401608e-06	4.0778163e-05	0.0014406996	0.08097647	0.5269091	0.35337856	0.03725312
e	3.4018262e-07	8.230607e-06	0.002405031	0.05873037	0.0027413568	0.9001037	0.03601096
</S>	2.58693e-06	7.2790925e-08	4.458496e-05	0.01967057	0.09097048	0.630854	0.25845772
