 	ora	che	loro	non	vengono	più	</S>
à	0.8834036	0.027132403	0.00061009947	0.0069252765	7.4575924e-05	0.0011392833	0.08071487
r	0.9760184	0.015581729	0.006445682	0.0017815336	8.524373e-05	1.0261734e-06	8.62187e-05
t	0.02264796	0.88499975	0.009199206	0.07756244	0.0050395834	0.00019485976	0.00035629552
e	0.00042314385	0.66365355	0.32963115	0.000365723	0.00012222296	5.0051713e-06	0.005799172
k	0.007213764	0.70286703	0.27155796	0.016924571	0.0012435005	8.5203465e-06	0.00018462515
a	0.0010345033	0.7130358	0.25683802	0.014859531	0.012847845	0.00074261386	0.00064155716
c	0.0022733873	0.40613446	0.51221615	0.07114233	0.007937607	5.7400663e-05	0.00023866307
ì	0.14994723	0.03460748	0.012007308	0.7804659	0.015974812	0.0056375586	0.0013596374
n	0.0027584652	0.06641877	0.066409744	0.77697575	0.051841516	0.01834072	0.017255016
i	0.0006125986	0.042289827	0.9156408	0.0033975127	0.023426423	0.014320435	0.00031248468
e	0.001510399	0.0026792155	0.07105582	0.74898714	0.16912885	0.0043911985	0.0022474604
n	0.0001600044	0.00030252713	0.024943013	0.79270506	0.13066787	0.044767328	0.0064542196
è	0.028750261	0.00010579666	0.06315324	0.020292899	0.5253027	0.27572894	0.08666612
r	8.101794e-05	1.5974769e-05	0.010217629	0.07261925	0.84435886	0.0679517	0.004755673
k	0.00033064716	0.08204905	0.23800406	0.339037	0.13766903	0.18712392	0.015786266
o	0.06744402	0.00094422774	0.008905532	0.03508826	0.50127697	0.34643725	0.039903715
t	9.3590475e-05	1.1014467e-05	5.571179e-05	0.08318297	0.13124791	0.52535063	0.26005813
t	0.000313247	0.0019945914	0.011619812	0.0019341472	0.22315767	0.7484749	0.012505628
e	0.003995078	0.011778285	0.061883252	0.017089883	0.3744364	0.11081899	0.41999814
p	9.90744e-06	1.2762689e-06	1.084568e-05	0.003435304	0.031886373	0.34493017	0.6197261
l	9.7107455e-05	0.0009857011	0.0021760988	0.001017316	0.07406731	0.82771564	0.09394093
è	0.013541852	0.0084516	0.094002694	0.0018737135	0.44425872	0.16145726	0.27641422
o	0.010693404	3.271421e-05	6.393454e-06	0.005969773	0.0060322564	0.8688438	0.10842166
</S>	2.3078926e-05	7.969849e-06	5.9672773e-05	0.0134628285	0.08072256	0.51374674	0.3919771
