 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.97785646	4.7452828e-05	0.0020010183	0.0012830029	0.00030536964	0.00023968989	0.0027809844	0.00818351	0.007302447
a	0.8620894	0.0042319414	0.003661773	0.026062889	0.006231075	0.0007854628	0.009110151	0.0075329463	0.08029437
p	0.9163949	0.042114932	0.0118717095	0.0034572901	0.0015028551	0.00067783927	0.0010109793	0.00076130667	0.022208259
e	0.16623081	0.06313272	0.015008812	0.11394208	0.0785023	0.019177908	0.19691087	0.058338948	0.28875557
d	0.08740581	0.874091	0.03188694	0.003679362	0.0017745774	0.0007849836	0.00021172852	1.5265256e-05	0.0001503135
ì	0.010282251	0.96661556	0.0014874637	0.002559518	0.004407365	0.0062177433	0.0036879298	2.653398e-05	0.004715571
a	0.024135238	0.06309177	0.8516452	0.03884531	0.016851714	0.002974913	0.0022013076	2.2394024e-05	0.0002320577
m	0.03429238	0.016865263	0.30643672	0.27607784	0.2995572	0.03728319	0.015540467	0.00043358712	0.01351335
i	0.08392931	0.43487746	0.03114046	0.16864361	0.10623694	0.022842284	0.109128445	0.03415385	0.009047632
n	0.07907854	0.27866766	0.49808317	0.117586836	0.020106226	0.002926808	0.0024215188	0.00029371114	0.0008355881
c	0.0003855637	0.3876574	0.005028783	0.0032603517	0.021970052	0.35075548	0.036098976	0.001177058	0.19366634
i	0.2522158	0.30450794	0.10745614	0.13003278	0.06980565	0.010082335	0.04499635	0.0057192896	0.075183585
à	0.024898173	0.34887928	0.30066702	0.050846945	0.050130334	0.13488191	0.013920451	0.0028534841	0.072922446
e	0.00017991888	0.0010698322	0.8122514	0.16660619	0.01498759	0.0016399111	0.0026779943	5.6981724e-05	0.00053026236
n	0.001779838	0.002750413	0.47062102	0.1806451	0.17676465	0.11699748	0.02094819	0.0021181933	0.027375128
i	0.0005611393	0.02779345	0.005256609	0.0013600775	0.052436437	0.7881862	0.11124233	0.0010397723	0.012124031
n	0.033267617	0.06469424	0.29637748	0.1818914	0.2668923	0.10045592	0.051729016	0.00037745983	0.0043145455
d	0.0004460447	0.027329825	0.009506708	0.0024082062	0.034068525	0.74888563	0.092335485	0.0007338263	0.08428577
ì	0.0016775854	0.10837268	0.009366807	0.00811927	0.18354867	0.37754786	0.30292654	0.000672661	0.007768007
n	0.0009122134	8.570057e-06	0.79301244	0.10766003	0.023163674	0.00884676	0.010520526	0.050703585	0.0051721954
n	0.0726204	0.009087022	0.09931914	0.013534409	0.18255202	0.45734385	0.10511457	0.005163017	0.05526559
u	0.85024893	0.0050084093	0.023105219	0.012094008	0.011180266	0.024185456	0.06941102	0.0022893623	0.002477239
t	4.3305034e-05	6.172565e-06	0.44221526	0.17302191	0.09303609	0.096537404	0.10236252	0.036852844	0.055924468
t	0.0009206877	0.0008263175	0.005353764	0.0012865254	0.081385024	0.76611936	0.10934088	0.0021447593	0.03262263
e	0.0038050087	0.004602585	0.012842054	0.015146606	0.09316246	0.38696414	0.43876147	0.0018447592	0.042870957
m	7.9305055e-06	1.4955484e-05	0.02298727	0.012700087	0.05547736	0.4258967	0.1885917	0.082566895	0.21175705
a	0.0012120577	1.3541727e-05	0.010510223	0.037851095	0.06365593	0.010962672	0.1031841	0.6502466	0.12236377
n	0.0002806161	2.5809306e-05	0.060442746	0.045695376	0.09535515	0.43290818	0.0932858	0.07805653	0.1939499
i	0.00018905413	0.0010902022	0.00028670538	0.00016470207	0.007890484	0.49341217	0.47623712	0.00383522	0.01689437
c	0.00015584502	0.0003727984	0.009081067	0.00980744	0.027107859	0.44121805	0.30724075	0.014663821	0.19035229
h	0.00021030343	4.1115336e-06	0.0058557736	0.032206796	0.03139345	0.0033944556	0.04266821	0.8107023	0.073564634
ò	0.00015536656	0.00027375293	0.0024101266	0.0016132274	0.06141789	0.6501285	0.26820397	0.0055408967	0.010256184
t	0.002855066	4.86228e-07	0.008179274	0.0022936924	0.0004537279	0.0017233061	0.0033035374	0.9432557	0.037935268
t	0.21712352	0.0009532269	0.056723855	0.008266542	0.03180905	0.1668951	0.3578433	0.094058685	0.06632663
o	0.00725486	0.0013181783	0.0018371266	0.0018212748	0.0031461064	0.11837001	0.5793351	0.029897979	0.25701937
</S>	4.8201064e-06	1.3221709e-06	0.0015630004	0.00051415816	0.00085869036	0.020419516	0.03167034	0.13790959	0.8070586
