 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.06296382	0.7049574	0.002392153	0.0680179	0.0008473869	0.0011666531	0.008778819	0.0029650463	0.009152389	0.008284894	0.13047345
t	0.99752885	0.0017342372	5.7989673e-05	0.00016308446	1.7376475e-05	5.4281445e-06	3.389402e-05	9.053679e-06	1.3070786e-05	0.00017269513	0.00026431592
t	0.9996327	0.0002242551	2.2318884e-05	4.9130187e-05	6.1172113e-06	2.3167067e-06	1.9456482e-05	2.3131522e-06	4.8566994e-06	2.2435679e-05	1.4063073e-05
ù	0.98773044	0.007931385	0.0026359614	0.0006529878	0.000255924	8.3044935e-05	9.87702e-05	1.6786747e-05	1.8464892e-05	2.4499889e-06	0.00057368824
a	0.045799363	0.6713009	0.2592314	0.007441402	0.008236237	0.002509947	0.00044197985	0.00053520204	0.000108899505	0.00033303394	0.004061742
n	0.014895161	0.63752615	0.008190354	0.25568816	0.011777234	0.0050346567	0.035701778	0.010056617	0.0040186993	0.009768518	0.007342753
k	0.16429994	0.061045676	0.6466355	0.0139019955	0.07064876	0.018941956	0.006104707	0.008639271	0.0040167244	0.00018423739	0.005581173
ò	0.49607962	0.12322852	0.36001542	0.017371338	0.0022174884	0.0007125603	8.666472e-05	3.176635e-05	6.3574585e-06	8.457308e-08	0.00025017228
r	6.7918677e-06	0.05377875	0.54282403	0.081456386	0.16224065	0.14296259	0.008649654	0.004521649	0.0016208498	0.00024719274	0.0016913989
a	1.625384e-05	0.38286123	0.31997788	0.14016269	0.09056972	0.047368564	0.01553402	0.00220205	0.0012767706	5.760539e-06	2.5106396e-05
s	4.612523e-06	0.03994527	0.28517067	0.28793898	0.26507053	0.102883466	0.01219727	0.0052052564	0.001246125	2.3072029e-05	0.00031479404
t	0.00044076983	0.0020926145	0.7983649	0.009225289	0.12950265	0.042741716	0.0059338883	0.007497533	0.0038515367	1.781401e-05	0.0003314058
è	0.04977768	0.021118216	0.74864006	0.1211625	0.011193366	0.009420214	0.0017408802	0.0022948605	0.00017652006	7.926478e-06	0.03446775
o	2.3377568e-06	0.0017280458	0.17062669	0.07781679	0.27151245	0.3997902	0.04153516	0.023652095	0.008335337	0.000754399	0.0042464803
n	1.0819163e-05	0.00038094845	0.100528896	0.23431368	0.1296146	0.08965967	0.078974135	0.10305433	0.0136449495	0.1170211	0.13279691
m	0.0056314236	0.0001504049	0.42727286	0.0048475447	0.33062455	0.1634088	0.010139053	0.0345043	0.01650776	0.00088899926	0.006024338
o	0.007600908	0.030848822	0.6244245	0.20926464	0.036400255	0.015649792	0.008117813	0.0009984666	0.0006117035	0.00016909311	0.06591395
l	8.870275e-07	0.00010398875	0.046228006	0.041224405	0.31109732	0.36086056	0.07556252	0.13052937	0.017484855	0.0020276755	0.014880364
ì	0.004879832	0.00026201038	0.20128979	0.01776498	0.32468534	0.21906269	0.06884949	0.059808187	0.025393927	0.0064473115	0.07155639
