 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.87535506	0.012714889	0.0064653917	0.0005513137	8.1712045e-05	0.0034265404	0.0003968862	0.011849354	0.0073294146	0.08182942
t	0.99590755	0.0029090059	0.0007907192	0.00021080545	3.997652e-05	8.4713545e-05	2.559029e-05	6.1647074e-06	1.018427e-07	2.5249883e-05
s	0.9539347	0.04184916	0.0029362275	0.0010260802	0.00013216563	7.099878e-05	2.2631606e-05	1.8675697e-05	2.574539e-07	9.1245965e-06
e	0.5611305	0.40409836	0.014500336	0.00695292	0.011285622	5.381938e-05	0.00014712312	1.1137217e-05	1.2304924e-06	0.0018189404
r	0.15224501	0.7565584	0.05624659	0.026418786	0.0073695267	0.00068152294	0.00040032202	1.9838755e-05	9.785779e-08	5.982495e-05
e	0.36462817	0.59376985	0.028875161	0.011169244	0.0014510158	2.8128756e-05	3.1915453e-05	4.0432387e-05	1.9248876e-06	4.130676e-06
k	0.011093349	0.5589349	0.22773431	0.15066624	0.045690235	0.004690733	0.0010768163	7.80787e-05	1.2123914e-07	3.5252586e-05
a	0.1279894	0.763291	0.057679243	0.039795488	0.01057915	0.00015214636	0.00025938268	0.00018822683	2.1839889e-05	4.409621e-05
k	0.02040309	0.15670994	0.41572818	0.30051386	0.09050364	0.012981102	0.0027048104	0.00030928932	5.795293e-07	0.00014547694
à	0.0748108	0.5363828	0.15407412	0.1653521	0.064206764	0.0010434751	0.0023629477	0.0011175153	0.0003734988	0.00027598572
n	0.00028323728	0.003718469	0.50319475	0.39506078	0.056948572	0.031226425	0.0065074004	0.002551502	3.0085608e-05	0.00047877704
n	0.019008335	0.05666019	0.49150082	0.38207605	0.045718137	0.00018339501	0.0031003933	0.0007410722	0.00093751	7.416919e-05
i	0.96214664	0.0016901044	0.016256528	0.012741072	0.0064316574	0.0005841669	3.4549055e-05	7.453777e-05	2.5293882e-06	3.8297792e-05
t	0.00040032045	0.00069735374	0.17561215	0.52317977	0.22911999	0.036958046	0.02820052	0.00348573	2.009921e-05	0.0023259816
s	0.0033867287	0.029206594	0.116963215	0.4624785	0.3396764	0.0015253162	0.03601877	0.00548581	0.0041518877	0.0011066516
ì	0.037052087	0.025692249	0.11613871	0.17325667	0.6004554	0.0020525213	0.010385748	0.0009109077	0.0002873114	0.033768415
c	0.00038661095	9.186196e-05	0.2116945	0.5324443	0.08910461	0.066623405	0.071281254	0.018736437	0.001727827	0.007909169
h	0.002772049	0.0020167737	0.23229353	0.12904383	0.016736774	0.36769873	0.10026086	0.10051175	0.045456354	0.0032093371
r	0.022391787	0.0020781283	0.09188071	0.2673366	0.47924963	0.032687563	0.08288082	0.010126698	0.00073056936	0.010637505
a	0.08517377	0.023048636	0.059995495	0.36746913	0.3659086	0.0382381	0.026700594	0.026307711	0.0022375018	0.0049204417
c	0.00068644516	0.00017076153	0.032104436	0.32014495	0.23322114	0.19250134	0.16582933	0.04721426	0.002043602	0.006083702
e	0.019031964	0.00019614512	0.030293236	0.025079373	0.005014921	0.5176195	0.020103756	0.27968755	0.040249053	0.06272446
e	3.0148085e-05	1.8937195e-05	0.02923522	0.1427803	0.1366265	0.19429389	0.4119639	0.046401326	0.005335736	0.033314053
n	2.4496398e-05	0.0001921816	0.0034435042	0.02981411	0.025631681	0.33855093	0.37768784	0.1384393	0.075088434	0.0111275725
ì	0.023878587	0.01486556	0.000698943	0.018646026	0.18397284	0.003487811	0.41086742	0.116945796	0.21312916	0.013507878
c	0.00032563627	3.892076e-05	0.00544312	0.07806005	0.117283165	0.10837058	0.42398158	0.1942935	0.06498342	0.0072199977
h	0.00015274156	6.6812216e-05	0.0057686986	0.03890973	0.020195313	0.29090214	0.15647398	0.08441902	0.376616	0.026495492
e	6.422466e-05	4.8715727e-05	0.001110376	0.034180313	0.1299496	0.01237917	0.5847868	0.09740276	0.09420435	0.045873743
n	2.32955e-05	1.786719e-05	0.0012544283	0.0052580107	0.01168117	0.21738644	0.19172205	0.283408	0.19910859	0.090140186
a	0.00056428666	0.008593401	0.001859531	0.011892002	0.05194409	0.00071423664	0.19419165	0.10122219	0.62738836	0.0016302846
n	0.0003736333	0.00024197689	0.0026101263	0.0054570655	0.018978158	0.025415909	0.22342922	0.35748094	0.28357863	0.08243433
a	0.001033527	0.005734345	0.0047591915	0.0044459673	0.0050025024	0.00019270719	0.030662745	0.043315727	0.9039761	0.00087720074
t	0.00027014356	0.00021600316	0.0030105468	0.003947715	0.008651055	0.0210039	0.13746685	0.39203405	0.30677035	0.12662941
è	0.0056592976	0.00850658	0.0042460524	0.0023050394	0.0019025039	0.00014352672	0.010722758	0.030710813	0.93474114	0.0010622913
t	2.2812867e-05	1.9653048e-06	6.0301805e-05	5.332538e-05	3.8329283e-05	0.002929842	0.006153964	0.02889549	0.90771765	0.054126337
s	2.5995458e-05	0.00020776037	0.0053806086	0.00095721555	0.00042112623	0.0002348849	0.01269104	0.008913649	0.96814483	0.003022887
i	0.02816426	0.0055190627	0.0018280145	0.0019604196	0.0034263835	0.00069707	0.012853087	0.30971518	0.39579028	0.24004617
</S>	3.909858e-05	2.3753655e-06	3.87311e-05	2.010585e-05	1.1783267e-05	0.0011193196	0.0023411792	0.018426793	0.52033025	0.4576704
