 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.98058045	0.0009635595	0.00037200074	7.7623125e-05	0.00059688825	0.017409496
c	0.9354074	0.059784066	0.0034381237	0.00074483384	1.620867e-05	0.0006092622
h	0.66848534	0.07456248	0.22882679	0.027633976	0.00046790167	2.3390608e-05
e	0.9832486	0.016381562	0.0002589139	1.6423708e-05	2.6965938e-07	9.424029e-05
p	0.23142622	0.71436447	0.045253985	0.0055675628	0.00011386828	0.0032738238
o	0.44860226	0.49146065	0.053721238	0.0055934037	4.7519246e-05	0.0005748313
l	0.0074545112	0.9506138	0.03152234	0.008164731	0.00012247352	0.002122065
e	0.0052870726	0.85984707	0.10048059	0.031381197	0.0027354718	0.00026856808
m	0.006239442	0.47520012	0.4278743	0.08465836	0.0010204219	0.0050072544
ì	0.019508904	0.13184458	0.7823204	0.06344121	0.0006346147	0.002250248
s	0.003851564	0.042031348	0.20271567	0.41013882	0.17698762	0.16427499
o	0.026136007	0.72139543	0.17068517	0.038217183	0.04327464	0.0002915475
n	0.001108758	0.017879719	0.5365699	0.39711106	0.030029556	0.017301058
t	0.018807404	0.12566435	0.042303767	0.1937959	0.616118	0.0033105311
a	0.24061804	0.019604778	0.41064772	0.25098646	0.019628748	0.058514196
ò	4.493622e-05	0.00015460482	0.054605726	0.67279685	0.15651885	0.115879096
l	3.664023e-05	0.0005628646	0.030509474	0.2605242	0.6604785	0.0478883
i	0.029667025	0.022596266	0.052976195	0.20487736	0.67653245	0.013350731
t	8.0629616e-05	0.00020187878	0.009535119	0.41138405	0.48558855	0.09320981
i	0.010345505	0.022137342	0.011721333	0.07516446	0.8771274	0.0035039834
n	3.485227e-05	0.00027714972	0.0067355516	0.28086442	0.62066054	0.091427505
a	0.0052680746	0.03256961	0.0043795994	0.050715126	0.9046136	0.0024539332
d	2.8103628e-05	0.00027843882	0.0030752576	0.14725696	0.7129472	0.13641399
d	0.012054955	0.04398916	0.0068449294	0.03787582	0.89452493	0.0047101616
o	0.12686728	0.048914272	0.06061998	0.22091427	0.36834824	0.174336
m	5.049237e-05	2.757864e-06	1.3815962e-05	0.0017311475	0.33276686	0.66543496
à	0.008644833	0.00064164074	0.0021711509	0.007915423	0.42090127	0.55972564
d	0.00036250948	1.0379594e-06	5.13393e-06	0.0010609523	0.88449097	0.11407935
a	7.965406e-05	0.002109039	0.0007509311	0.004214365	0.9620658	0.03078024
</S>	2.2800543e-06	9.481093e-06	0.00012733415	0.008886771	0.39675042	0.59422374
