 	non	aveva	dove	aveva	per	stare	</S>
e	0.90004265	0.0011842225	0.00040598208	0.00019052265	0.00035227742	0.008437192	0.08938713
n	0.8062878	0.16266571	0.017709106	0.0024372675	0.00029394947	0.004233089	0.006373178
ì	0.010616372	0.054215603	0.08315447	0.024839265	0.018870804	0.39745286	0.4108506
c	0.0006324842	0.86593467	0.04884179	0.06438082	0.0004766339	0.0164017	0.0033319788
h	0.0033541217	0.5475148	0.24458598	0.12007025	0.0803629	0.0036729511	0.00043898492
e	0.051664274	0.83038944	0.094811425	0.010704714	0.0015352245	0.0047452436	0.0061496743
p	0.0064103124	0.04786803	0.6987075	0.18808122	0.023041109	0.015180156	0.020711696
u	0.006217818	0.17582884	0.7177173	0.05348981	0.026178947	0.0076059937	0.012961233
ì	0.00046108197	0.0020313172	0.15119204	0.56650186	0.14369991	0.11763277	0.018481025
c	0.0004169645	0.0001359578	0.092791915	0.5295291	0.2244526	0.073545456	0.079128034
h	4.0342326e-05	0.00050595915	0.04705536	0.3559974	0.31605613	0.24468468	0.03566012
e	0.0017600236	0.0014062099	0.07930711	0.57076675	0.22914934	0.07784358	0.03976693
n	0.000846494	3.026779e-06	0.0022756814	0.14196141	0.48573712	0.15901649	0.21015981
a	0.0005583201	0.0050129914	0.1076903	0.260409	0.5401981	0.030739501	0.05539187
s	8.542058e-05	1.016128e-05	0.00059481495	0.06592746	0.2645329	0.5713784	0.09747078
t	0.00010359408	0.009468305	0.07917447	0.23778977	0.5400234	0.08137677	0.052063797
a	0.035158318	0.0015349042	0.009978359	0.080957316	0.5361644	0.037248652	0.29895806
t	6.6289585e-06	1.742319e-07	4.7442445e-06	0.0056249616	0.03834807	0.6775113	0.27850416
ì	1.9165966e-06	0.003719559	0.0011534377	0.04465849	0.011222951	0.9061872	0.033056434
</S>	0.01553653	1.0646148e-06	2.9105895e-05	0.002770216	0.061711222	0.16915298	0.7507989
