 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.28310856	0.44274557	0.00125074	0.13737725	0.00085008267	0.00019223918	0.00037508586	0.003933514	0.05365571	0.07651128
v	0.9722544	0.015584201	0.0005636055	0.0020920325	0.00019597642	6.064978e-05	0.0003771693	0.00031308702	0.00021602004	0.008342838
ò	0.9992675	0.00030483186	3.0331943e-05	5.843569e-05	8.080249e-06	2.8775728e-06	0.00011705147	0.00013454618	1.3963256e-05	6.2438405e-05
e	0.040567074	0.09936645	0.8473401	0.002802818	0.00872048	0.0010968276	3.545384e-05	4.9826112e-06	3.6475785e-06	6.225756e-05
n	0.08074514	0.5668612	0.072031595	0.14743933	0.048206422	0.04013528	0.01733054	0.0056789117	0.001724717	0.019846791
ì	0.37298563	0.014116338	0.47258207	0.011978039	0.044469565	0.028943088	0.023093797	0.005792903	0.00064370123	0.025394911
m	0.005745121	0.046869855	0.9025415	0.008792134	0.028619453	0.006742147	0.00030412924	7.578556e-05	5.1796127e-05	0.00025809478
e	0.004674397	0.21948063	0.3342759	0.15878028	0.12801556	0.06852825	0.032518413	0.043985456	0.008849064	0.00089203153
a	0.00020299747	0.12157445	0.15292498	0.48478943	0.22440307	0.010162736	0.0046450365	0.0004352808	6.1086015e-05	0.0008009746
n	9.594048e-05	0.0031984781	0.10383471	0.536275	0.0887994	0.21970554	0.011381491	0.010348437	0.00799925	0.018361684
k	0.072935514	0.00019191409	0.2911372	0.044575807	0.1009535	0.18985589	0.043181952	0.020730866	0.010931702	0.22550564
ò	0.16617209	0.00013380025	0.67818445	0.0017572681	0.050706647	0.09957504	0.0017558142	0.00075376034	3.993031e-05	0.00092127844
r	1.5034712e-05	9.790671e-05	0.02426385	0.43231338	0.30638343	0.13078135	0.048660703	0.040493798	0.0074009136	0.009589594
a	5.3844004e-05	0.0027174966	0.13837002	0.37624362	0.35121572	0.076960094	0.022343084	0.021352237	0.00856393	0.0021799589
p	5.8609394e-06	0.00014022859	0.0019166509	0.28451115	0.56390107	0.023314208	0.1110825	0.012787828	0.0009177666	0.0014226981
r	0.00040274198	0.00010301815	0.084830284	0.0507974	0.7772801	0.046479788	0.031043345	0.0064447783	0.0015518566	0.0010667942
ò	0.17155144	0.0007240854	0.07403073	0.019654509	0.42805603	0.2382732	0.041696202	0.01845692	0.0014043162	0.006152548
n	0.00012978919	5.040305e-05	0.00030278985	0.42594472	0.09912884	0.04062368	0.09806889	0.1931389	0.058290184	0.084321894
t	0.00025588548	0.0003113366	0.02258679	0.056463722	0.39457253	0.4221467	0.026094336	0.031735428	0.038830504	0.0070027458
a	0.0067693572	0.0014420622	0.007770297	0.04504822	0.11848503	0.6645045	0.023699332	0.051265635	0.025785258	0.055230327
n	6.4091546e-06	4.432905e-06	0.0002645561	0.038118705	0.07869792	0.22397277	0.12314172	0.26898226	0.10434695	0.16246428
g	0.00013493939	1.0908852e-05	0.0026783042	0.00040394603	0.046060476	0.8223954	0.017777555	0.06994946	0.0326693	0.007919737
h	0.016166287	0.00016542936	0.0103082005	0.0008410556	0.1185748	0.45920122	0.22729562	0.1536147	0.004939221	0.008893508
ì	6.9069065e-05	0.00030182098	0.0005938466	0.0014285392	0.007786779	0.85701483	0.005763652	0.022422642	0.005499681	0.09911915
z	0.0003999479	4.3385146e-05	5.060472e-05	0.026906705	0.02242768	0.009002562	0.04919079	0.2305561	0.31996146	0.34146076
i	8.975417e-05	0.0007607424	0.0026483443	0.02201378	0.07939691	0.20299356	0.0204023	0.102594025	0.5211976	0.04790304
n	1.7091897e-06	1.8901197e-05	0.00018028125	0.007202209	0.021943564	0.060740646	0.15080972	0.4144429	0.22153774	0.123122334
a	7.259624e-05	0.0002099919	0.0013655217	0.0024161034	0.027311372	0.04278191	0.061238255	0.5819004	0.26981056	0.012893254
r	2.364922e-06	1.4621538e-05	0.00024227925	0.0031683405	0.014037331	0.021397628	0.15179522	0.4743636	0.23340173	0.10157684
t	0.00061772263	0.00032233435	0.0030882233	0.0020083764	0.033839405	0.012879797	0.08128272	0.60235673	0.25107127	0.012533486
i	0.055807784	0.0037302943	0.0030592962	0.00577306	0.025981225	0.020852443	0.09743712	0.46642515	0.2452933	0.075640365
s	1.0651541e-05	8.4389967e-07	3.0131912e-06	0.00014057654	7.606641e-05	0.00063374295	0.002156646	0.08669911	0.3609379	0.54934144
t	0.0002686871	7.479237e-05	0.0016187901	0.0003788954	0.0020345058	0.0559224	0.005384553	0.15963593	0.6317201	0.14296132
e	0.028403273	0.00083870324	0.027706636	0.0011000023	0.022282869	0.13738175	0.05132832	0.48852527	0.119380936	0.123052284
s	2.6354295e-05	5.955502e-07	1.7722052e-06	3.1576576e-05	1.4563083e-05	0.00016509792	0.00029796138	0.020510396	0.24579088	0.7331608
e	6.108835e-05	0.00013659576	0.00070619746	0.00044967025	0.0010186491	0.030362634	0.0027290182	0.08436452	0.62642497	0.2537466
t	6.791588e-07	1.3866287e-06	2.7370923e-05	0.0005338589	0.00061285344	0.009602331	0.017292567	0.18187481	0.42027852	0.36977562
t	7.2818984e-05	3.9154347e-05	0.0044825785	0.00020136613	0.015431605	0.05840937	0.01652999	0.1849847	0.6877861	0.032062273
ò	0.046112742	0.0015626344	0.013826578	0.0028945827	0.03321175	0.026137581	0.07677064	0.4574496	0.23568632	0.106347606
</S>	0.005856325	0.00040738384	3.7663107e-05	0.0010872536	0.00018466578	2.1941518e-05	0.00048791978	0.012240413	0.3258432	0.65383327
