 	non	so	cosa	stai	scrivendo	</S>
e	0.6399533	0.003592943	0.0012461953	0.0009220166	0.015851693	0.33843392
n	0.8557513	0.13264659	0.0037973658	0.0064635547	0.00020431353	0.0011368112
e	0.012509081	0.19768657	0.08089099	0.124801196	0.019707112	0.5644051
t	0.06589936	0.8780366	0.04522798	0.0089373	6.138779e-05	0.0018374516
s	0.00073035085	0.45759407	0.27690798	0.19687435	0.050586842	0.017306346
è	0.0032321897	0.7801443	0.07375748	0.008260481	0.0002495459	0.13435604
r	0.006850359	0.25218764	0.33343762	0.19128719	0.011777273	0.20445997
o	0.0060129194	0.7617029	0.087470256	0.13229382	0.011971874	0.0005483026
e	0.011114729	0.031822167	0.59409314	0.32264027	0.008469986	0.03185967
s	0.00024790177	0.000549033	0.62014115	0.3447641	0.029501487	0.0047962605
ù	0.0002463137	0.0048493445	0.15431775	0.79192185	0.030248992	0.018415768
t	5.672624e-05	0.0005563338	0.07225056	0.8555448	0.048724152	0.022867393
i	0.0022011811	0.04002866	0.18280867	0.6544146	0.11392147	0.0066254577
s	0.0029371986	7.4862175e-05	0.012739637	0.6513947	0.20094626	0.13190737
t	0.00017524745	0.008395593	0.052192174	0.7304015	0.19015114	0.018684275
e	0.018327266	0.0024159595	0.04192845	0.23935916	0.24651416	0.451455
g	1.4148225e-06	3.7781618e-07	0.00019879131	0.0069293496	0.69194514	0.3009249
r	3.964194e-05	0.0004332623	0.01047984	0.10336383	0.7513277	0.13435572
à	0.00269459	0.018249203	0.012949518	0.4405353	0.2988243	0.22674707
f	0.03516721	1.262807e-05	1.8532362e-05	0.00589801	0.8454305	0.11347316
i	0.00054767245	0.008033012	0.005806818	0.09564348	0.80279815	0.08717092
</S>	4.6844252e-05	2.725326e-06	1.7127048e-05	0.0029109707	0.16980891	0.82721347
