 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.98187166	7.9834725e-05	0.00050371425	7.778552e-06	6.241537e-05	0.00414851	0.0074209203	0.0020174433	0.0038877572
g	0.95498717	0.016404843	0.013578243	0.00042867317	0.00066900003	0.0026719698	0.0021532718	5.8586164e-05	0.009048218
e	0.034750324	0.05981521	0.2050079	0.062589556	0.068619125	0.12774394	0.083354585	0.006428121	0.35169125
n	0.49444064	0.48744875	0.010290731	0.0026433514	0.001578586	0.00024285041	0.00012468584	2.3192017e-06	0.0032281775
i	0.021153431	0.5829879	0.03729514	0.1024279	0.057721857	0.04137109	0.04185877	0.00269645	0.11248748
t	0.08296034	0.85814995	0.036913197	0.01569613	0.0042684493	0.0008733279	0.0005036864	3.7936827e-06	0.00063119514
ò	0.003048694	0.88109356	0.0073583093	0.045568854	0.015712291	0.015151864	0.023430316	0.0007411266	0.007895021
r	0.0019710052	0.6212741	0.17020637	0.19525845	0.007672512	0.0028575961	0.0005221785	2.3394203e-05	0.00021448912
u	0.9769802	0.018684922	0.00055075256	0.0036263333	0.00011159623	3.7225982e-05	5.0891126e-06	2.5004224e-06	1.3801284e-06
e	0.00081981195	0.042509567	0.7310417	0.17450178	0.028364817	0.018746229	0.0032457465	1.7490085e-05	0.0007527337
n	0.016508043	0.025211316	0.2562039	0.20296265	0.26401535	0.066843845	0.1068692	0.0117427735	0.049642976
è	0.0038660397	0.078655146	0.017367084	0.18664499	0.1083015	0.07290632	0.13855767	0.0050646304	0.3886366
n	0.00069992186	0.07698464	0.036855225	0.74837977	0.1008019	0.015315328	0.011500665	0.004701664	0.004760857
u	0.77283096	0.030669466	0.014428055	0.12210199	0.03663866	0.0084435595	0.0020983003	0.011098082	0.0016910455
s	0.0018235244	0.00075405726	0.2104796	0.54244125	0.07622339	0.14286517	0.019028403	0.0017520247	0.004632614
a	0.0058937483	0.042351834	0.00064970116	0.87628865	0.049746826	0.005807564	0.005122511	0.012905563	0.0012337213
l	0.0065118573	0.0019534677	0.038255796	0.6160075	0.09042602	0.18670917	0.04176986	0.008064405	0.010301869
l	0.007042274	0.030271634	0.00052540214	0.83264196	0.08692746	0.01223049	0.015844293	0.011964942	0.0025515254
i	0.039259337	0.018251017	0.002212055	0.23853076	0.38766447	0.20780534	0.079712376	0.0029191526	0.023645509
m	7.126677e-05	6.181398e-05	0.0017079698	0.025357336	0.32150567	0.18753792	0.035685293	0.024677442	0.40339527
o	0.00062025373	4.4527245e-05	0.00060059293	0.0031521835	0.017809965	0.29547596	0.65465367	0.0069602462	0.020682596
n	0.0047570225	0.00037099738	0.007917418	0.08884991	0.26230213	0.2790309	0.11969171	0.018266836	0.21881308
ì	0.00037599303	0.028942805	9.5090676e-05	0.3682893	0.16300622	0.070212804	0.22176225	0.11859908	0.028716391
s	0.003478694	1.3557349e-05	0.0008590146	0.013061242	0.021656979	0.091945805	0.005261781	0.7588485	0.1048744
o	0.3092422	0.0016712925	0.00056621165	0.07329493	0.048286945	0.019102383	0.010460496	0.53560704	0.0017684607
m	0.00040897157	0.00010640069	0.0018847602	0.011634794	0.009705727	0.23454723	0.09530316	0.44228536	0.2041236
e	0.00030665795	7.3615105e-05	0.0030150274	0.03842482	0.10562911	0.07082294	0.069798976	0.125159	0.5867699
m	1.8518109e-05	7.673417e-06	0.0001560148	0.0019505004	0.026207145	0.13530728	0.06639764	0.33301026	0.43694493
a	0.00011717496	2.6753443e-05	0.0021460894	0.008286322	0.04051584	0.11120104	0.17606556	0.04409125	0.61755
i	1.3365897e-05	6.5432496e-06	0.0001932647	0.0035651098	0.044805046	0.1545808	0.06912884	0.273931	0.45377597
</S>	6.810646e-07	3.9311676e-06	0.0002492418	0.00024443152	0.0031551046	0.124128394	0.46389377	0.28415504	0.12416939
