 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.8712258	0.0037862929	0.0008133346	0.013511192	0.0005421395	0.0009393005	0.013169633	0.04968118	0.01201228	0.03431889
n	0.5449336	0.42593154	0.018697914	0.008515192	0.00013258685	3.353337e-05	4.2520976e-05	0.00020759218	1.6832126e-05	0.0014887273
ì	0.0041997014	0.068960406	0.75227493	0.064500034	0.0046708826	0.0012779565	0.0012373887	0.0030796784	0.00044064634	0.09935836
c	0.0002578642	0.95987743	0.03769984	0.0006100819	0.0012706362	4.8803315e-05	4.791436e-05	5.269336e-06	4.368818e-07	0.0001815897
h	0.004955352	0.64922696	0.011257761	0.2326485	0.017859455	0.059832953	0.008439468	0.015311754	0.00041015504	5.7517493e-05
a	0.06090255	0.9172527	0.021041881	0.0006197623	8.1408274e-05	2.3813775e-05	2.6281481e-05	2.384369e-06	6.311087e-08	4.916043e-05
d	0.0009623302	0.7788043	0.11898133	0.0655381	0.03298052	0.0011754851	0.00038711992	7.271712e-05	1.0177466e-06	0.0010971316
ò	0.0007652423	0.74229914	0.22289678	0.022781966	0.007726923	0.002286295	0.00081193633	0.00026215098	1.0310593e-05	0.00015920495
n	2.8066985e-05	0.017742557	0.029375315	0.51537794	0.35688174	0.05931381	0.017977027	0.00050522765	3.2572403e-05	0.0027657475
t	0.0012142512	0.41664347	0.21928972	0.15137137	0.16544287	0.044770513	0.00087045797	0.00019444997	0.00018297954	1.9839552e-05
a	0.57659656	0.28342363	0.06467591	0.015794817	0.0015072204	0.00062796456	0.001534417	0.00028052807	1.199251e-05	0.055546902
t	5.5064036e-05	0.00585467	0.046379916	0.76017946	0.1167208	0.04104141	0.017863711	0.0019645467	1.7371522e-05	0.009923008
a	5.1736064e-05	0.03597698	0.03270837	0.5009686	0.19240251	0.15640487	0.036248863	0.03444819	0.004410382	0.006379529
s	8.505117e-05	0.0010564141	0.056078173	0.75366837	0.10310521	0.06740336	0.014733614	0.0025018714	0.00015453184	0.0012133236
ì	1.2119191e-05	0.021283794	0.0025643716	0.115586594	0.49784544	0.2699671	0.038359582	0.041571498	0.006446114	0.006363412
n	3.342976e-06	1.4612106e-05	0.0017224349	0.6496739	0.13905461	0.1835452	0.020869622	0.0028867866	0.00176112	0.00046833334
n	0.0037655844	0.008077757	0.010018954	0.54985905	0.2449259	0.17288327	0.0062580025	0.0006981512	0.003210211	0.0003030241
e	0.3253697	0.0023260403	0.024690827	0.3748056	0.08954528	0.022419196	0.09727179	0.048072275	0.004353113	0.011146131
f	3.3748106e-06	2.2541583e-06	0.000109659406	0.22639447	0.11860937	0.42858064	0.17524105	0.040307965	0.0039579473	0.0067933314
a	0.00011669404	0.008400809	0.0024733606	0.1144032	0.29499307	0.54087764	0.023888884	0.006052131	0.0064803073	0.0023139964
ì	1.3454761e-05	6.7304674e-05	0.0012657034	0.24641567	0.17189561	0.25632584	0.193747	0.1027559	0.018600408	0.008913094
c	5.269262e-07	1.4591801e-07	1.0867672e-05	0.36481127	0.247785	0.23114678	0.05245289	0.0369632	0.05297293	0.013856378
h	4.8115896e-07	0.00017809821	0.0002534101	0.37081918	0.097551495	0.4292839	0.01868714	0.075219706	0.006055732	0.0019509413
a	4.9087553e-06	9.649647e-05	0.00017989556	0.066428274	0.07010212	0.35575092	0.3353991	0.12728849	0.027933063	0.016816728
a	1.4989854e-06	1.1261218e-06	6.1736755e-05	0.043741245	0.04482894	0.20386086	0.28549525	0.19351089	0.16383488	0.064663514
n	4.4076533e-08	6.5645663e-06	4.799285e-05	0.03022494	0.02695673	0.11530541	0.13392687	0.51382077	0.1491386	0.030572
o	2.344012e-06	0.0019434443	0.011690597	0.0060930555	0.7436242	0.13311057	0.013778525	0.01673416	0.07215197	0.00087117654
ì	8.124793e-07	2.5818583e-05	0.00056927215	0.011684421	0.018068785	0.06297392	0.19088158	0.37765542	0.29792634	0.0402136
s	1.9256981e-07	6.6573705e-08	1.8674842e-06	0.017236745	0.016356139	0.022965038	0.036201682	0.12459689	0.7296267	0.053014617
o	4.183352e-05	0.0028038088	0.0043084123	0.5765131	0.1463838	0.12169593	0.010660988	0.0034084462	0.13325939	0.00092422694
n	3.0457293e-06	3.3019785e-07	1.0538421e-05	0.0013617092	0.00073511404	0.0057267365	0.036037516	0.16848731	0.6674578	0.12017982
t	5.083961e-07	0.0018918912	0.005609526	0.025430808	0.023126634	0.050816406	0.013291493	0.03439554	0.84278864	0.00264856
a	0.0005459508	0.00037477535	0.0003790076	0.00094739476	0.0030550505	0.0020804845	0.06397157	0.44244292	0.3263289	0.15987395
k	2.108305e-07	8.126627e-08	8.8796224e-07	3.1360465e-05	4.4641332e-05	0.0061282087	0.06727914	0.1760766	0.49062923	0.2598096
a	1.2870483e-06	0.0015843208	0.0001743683	0.0029397472	0.003982765	0.08804489	0.025497003	0.18817787	0.6702045	0.019393198
v	2.8248678e-07	1.112256e-06	1.34226075e-05	0.00028634584	0.00019302517	0.006221307	0.021225149	0.14908181	0.6833043	0.13967323
r	1.857323e-06	0.0013746303	0.0012790535	0.0007844443	0.0026972976	0.041954685	0.0024596478	0.016377758	0.9316195	0.0014510823
è	0.0011833656	0.005809144	0.019930394	0.00988591	0.005905269	0.0066207824	0.03235608	0.34042376	0.4126008	0.16528453
c	0.00044851625	7.9670923e-07	1.837429e-05	4.953664e-05	1.1931353e-05	7.550296e-05	0.00228967	0.0031276667	0.59186935	0.40210867
h	1.8844717e-07	4.0547366e-05	1.04625615e-05	0.00033989453	0.0073048566	0.004417378	0.011759796	0.14692311	0.4348713	0.3943325
i	3.5536214e-08	1.2868683e-06	8.616594e-07	0.00015926555	3.512504e-05	0.0049057663	0.06854179	0.5247024	0.2506017	0.15105173
</S>	6.4303646e-07	5.878877e-07	1.6461865e-05	7.441761e-05	0.00021977923	0.0054082344	0.009042887	0.037488032	0.29423895	0.65351
