 	io	voglio	che	Maria	venga	qui	</S>
e	0.5590156	0.013563198	0.001426345	0.00077259104	0.0013261889	0.0021669753	0.42172903
v	0.8998449	0.045767393	0.010896075	0.02785599	0.00519192	0.00046965198	0.00997402
ò	0.98208445	0.0031013135	0.0009126388	0.006035808	0.007218018	0.0003595837	0.00028818578
t	0.083487816	0.9086259	0.0050667073	0.002359154	0.00042461953	1.22621905e-05	2.3575703e-05
è	0.11425368	0.83530766	0.025390841	0.008911498	0.015712334	0.0003767812	4.715857e-05
l	0.046332877	0.8867385	0.04055462	0.014390365	0.01099231	8.697465e-05	0.0009043506
o	0.00036556346	0.88754195	0.07189724	0.018147431	0.02197141	2.9062865e-05	4.7244823e-05
n	0.0012029198	0.40892404	0.48884264	0.06704141	0.03288129	6.239281e-05	0.0010452892
a	0.00040738826	0.7956542	0.007598001	0.011243487	0.18403864	0.001025601	3.283814e-05
r	0.0064749545	0.2614456	0.20482378	0.47415355	0.0524484	0.00018950357	0.0004641702
t	0.0006804715	0.4531714	0.014304127	0.027402898	0.5006993	0.0035890094	0.00015282242
i	0.11893265	0.471431	0.35000122	0.052138418	0.0022711693	0.00031938535	0.0049060513
e	0.0001400194	0.005386242	0.25993362	0.36273706	0.31642562	0.00072062924	0.054656785
M	3.3501674e-05	0.001314737	0.071048126	0.027596232	0.828445	0.035120092	0.036442358
a	0.00019825646	0.0005458095	0.006057854	0.15168734	0.73668206	0.08652832	0.01830042
r	0.0039713304	0.005352494	0.023338167	0.83204526	0.08196867	0.020130571	0.03319347
ì	0.020022772	0.004668296	0.003858798	0.019598613	0.48212308	0.368584	0.10114454
a	1.9584517e-05	2.486194e-05	0.0025616137	0.17821829	0.7441563	0.056149166	0.018870205
e	4.2449215e-06	8.565185e-06	0.0006315756	0.0056832023	0.5929156	0.37497115	0.025785677
t	4.8987273e-05	6.7887995e-05	0.0028160524	0.033780035	0.23585519	0.716924	0.010507893
t	0.011804034	0.002024158	0.00085552305	0.009918521	0.08098955	0.8922461	0.0021620153
ù	0.8463861	0.0070918924	0.002973881	0.052435286	0.033721305	0.046924103	0.010467493
</S>	1.7292106e-05	2.3489258e-06	6.887223e-05	0.048081014	0.23010664	0.61273235	0.1089915
