 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.9759473	0.0042166673	0.001834097	2.6692009e-05	8.1332815e-05	0.0004417666	0.011642403	0.0011003276	0.0047094454
ù	0.9732948	0.015554475	0.00051418564	0.0008572091	0.0020915228	7.7458964e-05	0.00026266504	0.0002670677	0.007080532
o	0.78405774	0.20707564	0.0059659686	0.00045598042	5.5690132e-05	9.967072e-06	3.114676e-05	2.3435623e-06	0.0023454207
o	0.85107994	0.12841655	0.011586038	0.000906893	0.0019588713	0.0007915857	0.0036016994	0.0006101376	0.0010483556
f	0.4101497	0.5006355	0.05446089	0.0044523235	0.0030537373	0.0007317313	0.002427196	0.0005856282	0.0235033
r	0.57218707	0.35497788	0.043122724	0.020462768	0.008211528	0.00031539932	8.1437014e-05	0.00018966029	0.00045152658
a	0.16925114	0.81718004	0.009312014	0.0040733763	0.0001714207	2.2946567e-06	3.1647904e-08	1.9214657e-08	9.656324e-06
b	0.008286476	0.7723455	0.08210307	0.121073745	0.009725617	3.4611658e-05	5.0315837e-05	2.2439767e-06	0.006378432
b	0.09695828	0.6694285	0.112021044	0.06409653	0.048143253	0.0026092331	0.0012286159	0.002501073	0.003013382
i	0.5731573	0.28265887	0.04619423	0.06415361	0.006697249	0.0014149332	4.019315e-05	0.0001453137	0.025538238
k	4.540837e-05	0.00815351	0.006037846	0.4007386	0.25492355	0.0016959198	0.0004990129	9.716258e-06	0.3278965
è	0.022788445	0.15053561	0.10998063	0.35025847	0.30567947	0.019621892	0.0020119417	0.00951279	0.029610816
s	0.0008181651	0.0413829	0.09933004	0.38142326	0.35473365	0.041595224	0.029965637	0.00015840265	0.05059268
s	0.0014036496	0.01845038	0.7827869	0.1560618	0.020837162	0.020319602	1.274707e-05	0.000113860275	1.3893658e-05
a	0.08919814	0.071872704	0.08207209	0.44842446	0.09575979	0.0014753415	0.00012339582	5.3391657e-05	0.21102066
n	8.116387e-05	0.0027516456	0.13139369	0.473227	0.3521573	0.0056410665	0.0028828555	8.794741e-05	0.031777356
o	0.005151245	0.004777488	0.09941807	0.82825875	0.057154704	0.00194986	3.0819167e-05	0.0002096153	0.0030493394
m	0.00046427175	0.001814824	0.34924448	0.27699006	0.19178244	0.16785131	0.007429821	0.0009437265	0.0034790165
a	0.04211037	0.0050282944	0.19913454	0.113904424	0.3361035	0.01993203	0.1895815	0.012850988	0.08135435
s	4.2357042e-05	0.0004900498	0.13360476	0.3512202	0.38439554	0.029466389	0.02279777	0.000835764	0.07714708
t	0.0050294627	0.0025690394	0.0567922	0.8112262	0.10150281	0.011807493	0.0009970029	0.0018489006	0.008226856
ò	0.021677893	0.003123549	0.014127641	0.57845074	0.36915952	0.0030417035	0.00042117393	0.00043514682	0.009562559
r	2.6942533e-05	8.904876e-06	0.0030764705	0.015744954	0.0907725	0.7369801	0.09345571	0.0352576	0.02467681
i	0.0024013387	0.0021972433	0.23004843	0.34653407	0.2482964	0.16049817	0.0026590005	0.0042041736	0.0031611694
k	6.8480476e-06	2.7135331e-05	0.0029619266	0.0069446573	0.029900579	0.9453133	0.004648608	0.006355894	0.0038410095
a	0.003792915	0.0032776895	0.14726807	0.38606906	0.23867029	0.20648436	0.002393218	0.008011114	0.0040332554
ì	6.336091e-06	4.9989965e-05	0.0037125202	0.0067029097	0.032578815	0.9110334	0.012689972	0.024359198	0.008866843
a	3.38408e-07	9.394128e-07	0.0004699222	0.0026515333	0.015768236	0.9111966	0.058020778	0.009708512	0.0021830811
n	7.609071e-07	1.4945545e-05	0.0018072613	0.038855694	0.21619147	0.32774088	0.37027785	0.019416224	0.025694933
e	0.02564526	0.015231541	0.06339288	0.112153605	0.0894136	0.24619114	0.020052353	0.42117244	0.0067472314
e	6.9874263e-06	7.33622e-05	0.0023436476	0.0014486794	0.0065642903	0.8733665	0.013195226	0.08719614	0.015805185
f	4.410088e-07	2.5848523e-05	0.0008281354	0.0019594945	0.017226763	0.14361055	0.5618513	0.23526503	0.03923243
r	0.095952116	0.013408358	0.020649724	0.02490714	0.018426113	0.015598108	0.24040616	0.49466836	0.07598398
a	0.41217163	0.041213647	0.15627298	0.06758585	0.09445323	0.19579576	0.007946041	0.017918417	0.0066423942
b	2.2943095e-06	1.1161414e-06	1.0179233e-05	3.3902605e-05	0.0008590044	0.043048516	0.34548602	0.14973359	0.46082532
b	0.031054791	0.007984776	0.0050039655	0.013206085	0.014928257	0.005854545	0.2265271	0.54694784	0.1484927
i	0.45984474	0.10052759	0.05652095	0.07571822	0.06926722	0.02448896	0.030634476	0.05485027	0.12814762
k	1.1726559e-05	1.3964952e-06	2.5465379e-06	3.4963311e-06	4.3980872e-05	0.0013712595	0.20028664	0.024025466	0.77425355
a	0.0061293812	0.0058802734	0.0040519442	0.010004662	0.02616483	0.0022767812	0.43025947	0.33427778	0.18095489
t	6.5515046e-06	5.3902444e-05	0.0009449291	0.00074533036	0.0031394174	0.12554783	0.05252141	0.33491486	0.48212573
ò	0.0050715315	0.0153752705	0.035489213	0.07665336	0.031465393	0.11567117	0.011202464	0.69667226	0.012399217
r	1.7143324e-05	1.5933737e-06	1.06749185e-05	6.548663e-06	0.00012846291	0.15155485	0.26208913	0.5132046	0.07298703
i	0.002137576	0.006958193	0.07770899	0.0039012649	0.023564572	0.25300276	0.11377063	0.5007633	0.018192729
</S>	3.5598991e-06	1.8806166e-05	0.00048061094	0.00034411208	0.0013902537	0.18772501	0.029103668	0.43853942	0.34239465
