 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.9726176	0.013707579	0.000684725	0.00014264573	0.00011386047	3.1857566e-05	0.0008129721	0.00042552495	0.0002608923	0.0028453176	0.004234097	0.0016122521	0.0025106813
s	0.024958136	0.96451	0.005169705	0.00018789856	0.00020531616	2.916007e-05	0.000494661	4.3903092e-05	1.3597289e-05	5.6895176e-05	3.276264e-05	0.0001844334	0.0041134865
t	0.13863716	0.74471956	0.054198723	0.0040846	0.0146267135	0.0051806993	0.008700225	0.00077697664	0.00030893795	0.0004808378	0.00068828114	0.006375679	0.021221666
è	0.009053321	0.9888399	0.0013700823	0.00034504093	0.00012300162	5.554654e-05	3.517523e-06	8.390554e-06	1.0496297e-05	1.9755616e-06	8.1645555e-07	1.7046939e-07	0.00018778595
o	1.3533279e-05	0.73340243	0.2335645	0.018150244	0.009264905	0.0022695754	8.3788895e-05	8.068665e-05	0.00016815499	1.8414212e-05	3.019346e-06	1.3890421e-05	0.002966901
s	0.0013493514	0.5762237	0.040665362	0.030805033	0.10649693	0.0075631645	0.16527653	0.012860004	0.0023793732	0.01019332	0.00749921	0.00865538	0.030032692
t	0.024316024	0.71654296	0.18867818	0.024142077	0.031473245	0.007872439	0.00074621843	0.0016705514	0.002041748	0.00045218522	0.0003263631	0.00029080882	0.0014471376
o	0.0019797545	0.99477804	0.0025158774	0.00062967546	2.2459553e-05	1.2947756e-05	5.212606e-06	9.2636253e-07	1.4674016e-06	3.2529582e-07	5.919542e-08	9.042783e-08	5.315687e-05
t	6.5092686e-06	0.64229053	0.27239576	0.028028224	0.02816837	0.0035744025	0.0015910371	0.000427844	0.00090429146	0.0002189638	4.710036e-05	0.0003508381	0.021996118
e	0.02484316	0.20590976	0.3358374	0.19452783	0.16990396	0.03680244	0.0033007697	0.004475579	0.010778481	0.0013856714	0.0010972566	0.0012941376	0.009843622
l	2.2606344e-05	0.077291235	0.47461212	0.26716048	0.13833204	0.03748281	0.0024512585	0.001386042	0.00090644305	0.00012345405	1.4267994e-05	2.0384563e-05	0.00019691794
è	0.007926441	0.028188733	0.40335488	0.38308662	0.12663603	0.042403903	0.000298492	0.0011891035	0.005594607	0.00022383517	0.000121900455	9.636924e-05	0.00087906304
f	2.1467217e-06	6.540884e-05	0.05878864	0.26127884	0.5141786	0.118855596	0.021416109	0.00994877	0.010718693	0.002873419	0.00036676187	0.00015144158	0.0013555149
o	0.0074749277	0.028707555	0.15176494	0.3738753	0.39621076	0.025494553	0.00094366365	0.0055851787	0.008598721	0.0010706634	0.00023627243	6.037002e-06	3.144554e-05
n	1.9205481e-06	3.1654417e-05	0.023118509	0.20916416	0.37336496	0.2242222	0.13244154	0.030846728	0.0044727717	0.0015057984	0.00026161762	0.00013514227	0.00043299256
o	0.0010761141	0.0028404251	0.42930862	0.29842427	0.18638238	0.06480781	7.7998986e-05	0.0021007452	0.014482887	0.00026843176	6.776411e-05	4.3515443e-05	0.00011900369
e	1.2621806e-06	1.6018128e-05	0.022124937	0.18201683	0.3473375	0.38395786	0.026549723	0.028222445	0.0065096407	0.0019376375	0.0007530442	0.00026614036	0.00030694006
a	3.0838467e-07	1.6299406e-05	0.013734655	0.25457093	0.20849939	0.04079514	0.119076796	0.06010824	0.08210799	0.08133371	0.041387748	0.07708445	0.021284305
d	1.9172412e-06	0.00015215689	0.01687154	0.06458523	0.11582325	0.035302535	0.30694887	0.120734476	0.035272516	0.12048107	0.080453515	0.09186532	0.0115076685
r	0.00058906147	0.009749673	0.31251916	0.098756015	0.20630398	0.06120472	0.06456506	0.047794513	0.03121105	0.03093133	0.027443731	0.055934727	0.05299701
e	0.017620895	0.006437923	0.106838435	0.19098203	0.1909035	0.44109848	0.004990384	0.020665113	0.01728189	0.0020546776	0.0006762874	0.00014333139	0.00030700225
f	6.099413e-07	1.0935332e-07	0.002162532	0.03594776	0.24608901	0.32496595	0.05934911	0.06640622	0.15352127	0.0539915	0.026896365	0.012977933	0.017691603
f	0.0003659266	0.0026656254	0.018266918	0.032006353	0.15863106	0.08363545	0.0092333825	0.030909412	0.23405468	0.025097836	0.013816476	0.090305984	0.30101094
