 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.94909966	0.002126308	0.023387091	0.0009482866	0.00016206077	0.00080576004	0.0049774502	0.00057127024	0.01792207
d	0.19720131	0.4599883	0.052407462	0.0775117	0.0012634752	0.021826647	0.010528343	0.00047544358	0.17879732
ì	0.005407113	0.9932209	0.00010968441	0.0005204338	0.00014483868	4.0433577e-05	5.053433e-06	5.8265036e-06	0.0005457214
s	0.0013351325	0.93329626	0.014210765	0.013995973	0.03523243	0.00034786027	0.0003266061	6.187146e-07	0.0012543588
o	0.80354756	0.18483038	0.0021062433	0.008402285	0.00096675457	8.434302e-05	4.9533366e-05	1.0123233e-05	2.9028313e-06
n	0.0011971449	0.78718096	0.12029375	0.04967345	0.037029944	0.003311544	0.00088835676	9.5014536e-07	0.00042384386
t	0.013432638	0.92208457	0.0033558863	0.028297178	0.032120243	0.000117521995	0.00014311081	0.0003752859	7.360885e-05
a	0.015400337	0.9768837	0.0025343301	0.0022101733	0.00064425456	0.0002717375	1.93139e-05	1.3715531e-06	0.0020348376
t	0.00065413816	0.090597704	0.37901995	0.3865687	0.10807781	0.015231587	0.006697059	1.6210359e-05	0.013136843
i	0.0046232888	0.11966609	0.052580796	0.5932988	0.032708205	0.05841362	0.017467627	0.096567586	0.024673935
k	0.005171688	0.012402845	0.5903832	0.35745957	0.027086008	0.0061096116	0.0009833068	6.854467e-06	0.0003968736
i	0.0026676774	0.034314062	0.03406611	0.50387615	0.29997945	0.032932892	0.023630273	0.04291926	0.025614118
a	0.00288144	0.0016620836	0.4968337	0.4646474	0.02469251	0.0075042546	0.0014228267	1.6740742e-05	0.00033897936
t	3.4223672e-06	0.00015163848	0.2917411	0.3120647	0.30411118	0.015333191	0.04950462	0.008468431	0.018621687
è	0.0005303644	0.0025532816	0.019235814	0.27043626	0.16270703	0.04976252	0.08058931	0.30209818	0.112087265
r	5.2486325e-06	3.096996e-05	0.1306633	0.66816384	0.17211337	0.012960721	0.011292961	0.0039186794	0.0008509133
a	0.089274526	0.00085875124	0.34345514	0.37660187	0.15414776	0.027750906	0.004287248	0.0024781274	0.001145669
t	0.00010787908	1.0180798e-06	0.21468426	0.59652567	0.05708961	0.090736635	0.034771305	0.0050748433	0.0010087715
i	0.016457286	0.0058984566	0.0075571304	0.11253344	0.7116967	0.0019818684	0.004183135	0.13918984	0.0005021741
n	0.0003857262	2.1371401e-05	0.18226027	0.62524784	0.12615521	0.020665376	0.034822624	0.0075709736	0.0028706058
ì	0.0067158644	0.0024010043	0.000859177	0.021775687	0.5029821	0.0013200677	0.018866811	0.44354987	0.0015294874
c	3.3910434e-05	1.3713485e-07	0.033435825	0.61090094	0.075641885	0.20977642	0.036090396	0.0323862	0.0017343045
h	9.226052e-06	2.033051e-05	0.04138663	0.25346	0.39965236	0.20095533	0.030568242	0.061086684	0.012861251
a	0.00033928372	6.9650436e-05	0.0702991	0.14203042	0.42603552	0.03121298	0.24662454	0.021757118	0.06163137
p	6.083482e-06	3.8551556e-07	0.04471356	0.2435733	0.11623091	0.09307826	0.3358675	0.09715958	0.06937045
à	0.0042148004	0.0025136694	0.0003942665	0.008987823	0.4595289	0.0013619412	0.026179502	0.49348032	0.0033387044
r	0.00016930857	1.01541545e-07	0.0014288975	0.025178328	0.018668031	0.5811769	0.13189526	0.22274727	0.018735962
o	0.13126616	0.0007977772	0.071134664	0.06743099	0.093263075	0.016646983	0.047725663	0.5599009	0.011833776
n	7.8359044e-05	1.008445e-06	0.01786338	0.06239017	0.03132001	0.011793691	0.48246342	0.28551167	0.10857832
t	0.016773025	0.0011811772	0.0069504185	0.029209444	0.016738148	0.0017213938	0.00953416	0.91667694	0.0012152476
a	0.024467967	0.005739623	0.0061804326	0.008904365	0.036324408	0.0039029957	0.5368711	0.0971719	0.2804372
s	9.213214e-06	3.1189163e-07	0.00022367603	0.0022453426	0.0043105064	0.03089494	0.41468102	0.03663222	0.5110028
t	0.007127624	0.0018728467	0.00037004438	0.0035652514	0.13571247	0.0013192565	0.16120173	0.6254784	0.06335243
i	0.016846247	0.07987448	0.0068059955	0.06025546	0.10816812	0.010112834	0.36086285	0.0054633263	0.35161072
n	1.8673138e-05	5.554221e-07	5.3909964e-05	0.00039441203	0.0011912228	0.027928408	0.24341147	0.026031332	0.70097005
a	0.0016045112	0.00091757835	0.0005357858	0.0023624382	0.04295545	0.0025856805	0.2800108	0.23004687	0.43898085
g	5.4631064e-06	7.9797275e-07	0.0015722234	0.007020142	0.006626003	0.0041151126	0.2702669	0.15959752	0.55079585
l	0.0012621897	0.00023162623	0.0003383819	0.0019766116	0.0066004125	0.0014921342	0.060371865	0.8811468	0.04657993
i	0.051221244	0.24388911	0.018992124	0.12262137	0.09806581	0.008359787	0.088465035	0.011439775	0.35694572
s	4.359617e-05	1.317632e-06	3.5418936e-05	0.00013644615	0.0002000137	0.014399819	0.07563939	0.035787098	0.8737569
ì	0.0024402735	0.00051981997	0.0007740041	0.002784177	0.004593327	0.0018169342	0.03837844	0.19509175	0.7536013
a	0.000531572	2.1038268e-07	0.00011399112	0.00018901283	0.00034972516	0.025537647	0.05834278	0.8379927	0.07694236
</S>	1.0025479e-05	1.3621947e-06	0.00067602907	0.0032673008	0.0017718509	0.0084750485	0.04206248	0.52468884	0.41904706
