 	lo	ho	finito	di	fare	</S>
t	0.97577125	0.0025786008	6.26401e-05	6.786471e-05	0.00055436254	0.020965178
o	0.9111574	0.047372892	0.0013679689	0.016474605	0.00091187406	0.02271541
s	0.45136365	0.4749331	0.01760305	0.009011256	0.00012929818	0.04695957
p	0.08069077	0.34738815	0.039304916	0.3257993	0.17474289	0.032074038
ì	0.03175495	0.34008408	0.6124067	0.0023271926	0.00011402657	0.01331308
c	0.000800445	0.767174	0.21885882	0.010015482	0.00022108867	0.0029301632
c	0.06895771	0.65047365	0.03006495	0.18167195	0.068636484	0.00019525293
e	0.040827785	0.49289107	0.009648816	0.4288969	0.013277919	0.014457483
t	0.0011098051	0.29780984	0.5277016	0.059723888	0.0023186377	0.111336164
s	0.0022206714	0.059514333	0.8326419	0.08756451	0.015354624	0.0027040082
a	0.017325696	0.044978973	0.84659976	0.00892327	0.0003440258	0.08182832
a	8.7174056e-05	0.006904729	0.37437716	0.1316056	0.018888742	0.46813664
t	2.5902847e-05	0.0013876648	0.23447227	0.59101623	0.14954521	0.02355271
s	0.00020778517	0.00072758447	0.39675587	0.15128562	0.44307303	0.007950083
è	0.0042287167	0.0047002034	0.72719246	0.21327296	0.0064388304	0.044166844
k	0.0004293787	0.00010400383	0.006050653	0.08220423	0.71438617	0.19682562
à	0.004697587	0.0026156795	0.027299743	0.059783142	0.8922683	0.013335558
m	0.0013111081	2.2315166e-05	0.0006292788	0.028889379	0.7753941	0.19375381
i	0.00010077437	0.00018215472	0.005612588	0.016516825	0.95842904	0.01915866
</S>	2.0202517e-05	1.3353404e-05	0.0008928857	0.015761385	0.61565477	0.3676574
