 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.15164389	0.28136206	0.033248205	0.022629626	0.028137626	0.0047808494	0.027131626	0.009779224	0.0051799156	0.0016619693	0.021632645	0.008538157	0.4042742
ò	0.9858795	0.01303759	0.0010046758	6.8519366e-05	2.4927137e-06	2.0620926e-06	4.797114e-07	5.4698046e-07	8.5634093e-07	4.3070494e-07	6.8847066e-07	2.1563575e-07	1.9140552e-06
t	0.8892674	0.057287566	0.049361218	0.0039679366	5.5504497e-05	1.0535418e-05	2.4203168e-06	5.8126676e-07	3.4757448e-07	9.433977e-08	2.3298712e-07	7.856562e-09	4.6209963e-05
t	0.65950304	0.3397094	0.0006387823	2.8910996e-05	9.423737e-05	9.631114e-06	5.0333488e-06	2.2032543e-06	1.6031631e-06	7.697139e-07	7.834309e-07	2.2576746e-06	3.319529e-06
e	0.1429507	0.49175388	0.03238977	0.057891976	0.04616657	0.15161371	0.018384824	0.01971156	0.009564414	0.0035091883	0.004303338	0.019524014	0.002235965
j	0.048250206	0.9132194	0.036954317	0.0010233021	0.00031492472	7.833383e-06	3.4046545e-06	1.2591001e-06	4.0357364e-07	9.285195e-08	7.6344136e-08	2.3053504e-08	0.00022475833
è	0.72790354	0.2590799	0.010713437	0.0020562834	5.2958123e-05	0.00016892738	8.8959105e-06	8.523475e-06	3.4414675e-06	1.5990854e-06	6.93707e-07	5.63918e-07	1.2077727e-06
n	0.0072438596	0.68436676	0.29753724	0.00996092	0.00022586502	2.2134805e-05	4.0190557e-06	9.349313e-07	2.6091473e-07	1.1046824e-07	8.946801e-08	2.169336e-08	0.0006378266
o	0.08093111	0.85505503	0.054671302	0.0054916404	0.0031499632	0.00049014116	0.00016447276	1.31516545e-05	3.049413e-06	7.6470915e-06	1.1054042e-06	9.468581e-06	1.1926996e-05
m	0.011049352	0.13310175	0.6231321	0.22658306	0.0046990383	0.00069124205	4.407128e-05	8.378886e-06	1.9880144e-06	8.6320546e-07	4.3336158e-07	5.7622618e-08	0.0006876839
e	0.14000005	0.7356831	0.11080964	0.011851449	0.001142405	0.00046060947	2.6406631e-05	1.1316267e-05	4.0375717e-06	8.586859e-07	1.4681191e-06	4.7334433e-07	8.146923e-06
v	0.00024603656	0.15374629	0.76356816	0.07230745	0.0035485113	0.00024972312	4.1416406e-05	9.751215e-06	3.0021263e-06	2.4466144e-06	7.7206124e-07	2.3489055e-07	0.006276123
è	0.059314292	0.14726806	0.42102244	0.09473963	0.24675915	0.019452782	0.0088949455	0.0015595668	0.00017260107	0.00022819417	3.7949932e-05	0.00051939895	3.1006934e-05
k	4.9093806e-06	0.0107193105	0.43285304	0.54876876	0.0025329802	0.004718202	0.00010269905	1.1779956e-05	2.4900987e-06	2.0143907e-06	7.503533e-07	8.330813e-08	0.00028297442
k	0.0004276822	0.008140074	0.0057139182	0.011739885	0.81195205	0.002400035	0.14600113	0.010049225	0.0019715761	0.001166163	0.00013442744	0.00025189598	5.1903706e-05
i	0.6468233	0.13649942	0.08968861	0.10040107	0.008006404	0.009278614	0.00096385344	0.00047719435	0.00028357745	0.0003516695	2.7986525e-05	3.3111315e-05	0.007165149
o	2.3926572e-05	0.0020822787	0.24100283	0.6687821	0.05676205	0.0059431875	0.0010658363	0.00016947405	4.777428e-05	6.051307e-05	6.358099e-06	3.9142956e-06	0.024049697
p	1.4716757e-06	0.0005652663	0.08549827	0.87152845	0.024772586	0.014522378	0.00074003014	6.814139e-05	1.4923066e-05	1.5114476e-05	4.792949e-06	5.7400996e-07	0.0022679826
u	0.09231475	0.060496937	0.21962698	0.39216998	0.19462137	0.033397675	0.005636989	0.00054458855	6.110732e-05	3.53424e-05	7.585159e-06	1.9948642e-05	0.001066723
l	4.750148e-05	0.0020060963	0.066510886	0.7779504	0.12349721	0.017654968	0.0026048408	0.0008577958	0.00026194463	0.000117144235	5.5269258e-05	1.2802908e-05	0.008423116
ò	0.020492319	0.03168233	0.01455444	0.032185964	0.8373474	0.023227263	0.03125895	0.005461774	0.0006651083	0.000733339	0.00014886286	0.0012597109	0.0009825315
t	1.6666796e-07	9.236929e-06	0.0026162404	0.45521647	0.25459477	0.26064137	0.022208225	0.0032952977	0.0003691206	7.952019e-05	8.316464e-05	5.6089493e-06	0.00088076084
o	0.00028345236	0.0007895076	0.00019167861	0.005900557	0.61709946	0.014318926	0.29040307	0.058124345	0.010230516	0.0015520728	0.00029594766	0.00027972274	0.0005307097
s	8.117992e-06	0.00038180652	0.0047654635	0.35390642	0.2853123	0.29081094	0.051003583	0.0068418686	0.0010130416	0.0003400255	0.00023140338	2.0684185e-05	0.005364354
p	0.023649238	0.029013962	0.0037123172	0.019622859	0.73584974	0.03165105	0.14069681	0.011070626	0.0010693957	0.0016553815	0.00010523063	0.0007157778	0.001187617
ì	0.34749642	0.27434886	0.01052475	0.013542474	0.013903035	0.2355554	0.032299124	0.021772653	0.012864837	0.024526123	0.0047343997	0.0049418574	0.0034900585
t	2.9937219e-06	7.932963e-06	0.003340906	0.40636516	0.25389305	0.18119493	0.067592	0.02563123	0.008540106	0.0038575612	0.0027043666	0.0007112073	0.046158593
i	8.1458515e-05	0.0007612457	0.0001315393	0.00064904545	0.20962769	0.005295304	0.53174776	0.11800606	0.04852519	0.05870457	0.0034074818	0.008960711	0.0141019
m	3.186009e-06	0.0001673489	0.0030679125	0.066307865	0.25102636	0.2693234	0.31355548	0.05834107	0.009527271	0.0031307454	0.0026050077	0.00033882755	0.02260558
u	0.00018864877	0.0024362393	0.0035858995	0.035804156	0.7303023	0.06907305	0.08245117	0.026275778	0.0052905693	0.00032757057	0.0012361659	0.000422235	0.04260628
