 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.9571984	0.000650906	0.00024168078	1.2433098e-05	8.710536e-05	5.1785017e-05	0.00031906154	0.041438665
è	0.0722877	0.03716507	0.06341726	0.0820281	0.14761052	0.27507374	0.29209226	0.030325307
l	0.9840428	0.012393829	0.002045761	0.000608232	7.861515e-05	0.0005046526	0.00013942068	0.0001865975
o	0.9630952	0.03135883	0.002890582	0.00070933765	6.345994e-05	6.8602194e-06	0.00186906	6.6492858e-06
k	0.032403573	0.8998509	0.059576508	0.00765088	0.0002867927	9.767676e-05	7.635784e-05	5.7249843e-05
a	0.45772925	0.36194345	0.10127786	0.016599793	0.003355567	0.0003377951	0.0586705	8.5721156e-05
i	0.02443	0.659157	0.2784393	0.034737434	0.0020691527	0.00028228512	0.00068794185	0.00019694201
M	0.0019890065	0.042621072	0.15733743	0.029650051	0.011664483	0.011851121	0.7333019	0.011584979
a	3.1765976e-05	6.030014e-05	0.0067049246	0.00804229	0.025091557	0.17020273	0.78973013	0.00013626975
r	0.003427732	0.0008340633	0.68490213	0.036720246	0.14794041	0.10706625	0.014801922	0.0043072863
ì	0.0057521057	0.0008386673	0.010797713	0.11155049	0.12371835	0.015034979	0.5119101	0.22039755
a	6.2014624e-05	0.00012001516	0.07203259	0.38236034	0.12178164	0.008813535	0.40915278	0.0056771087
è	5.060036e-06	1.637247e-05	0.010759281	0.05954028	0.010634129	0.0075663533	0.8945553	0.016923316
n	7.8885466e-07	8.291848e-07	0.0052373605	0.018362828	0.040165428	0.014231788	0.9218585	0.00014257625
a	3.4488345e-05	5.317636e-06	0.0008180849	0.014273635	0.008225319	0.003780222	0.9700191	0.0028437846
r	2.0507305e-05	2.1971058e-05	0.09368729	0.23095146	0.2258549	0.19203612	0.22236401	0.035063706
t	0.04158822	0.0021757798	0.012628358	0.08479875	0.073096074	0.007015637	0.7558752	0.022822019
i	0.21618882	0.005872026	0.04935384	0.039418284	0.50883865	0.08362531	0.009252503	0.087450564
à	7.92673e-06	1.0643114e-06	0.0004825651	0.026501654	0.27339065	0.1484328	0.2710369	0.2801464
v	5.307013e-07	1.63687e-08	4.5344008e-05	0.0016044427	0.013044412	0.01695444	0.9677182	0.00063265715
v	0.009914931	0.0015138425	0.008373123	0.081227176	0.14217404	0.008020164	0.6766221	0.072154574
r	0.24676758	0.010731176	0.026103564	0.008081083	0.098623686	0.018162772	0.013035936	0.5784942
i	0.3125503	0.0043564015	0.0009168316	0.00036008915	0.0074027725	0.001269344	0.010774236	0.6623701
</S>	7.549529e-05	5.8043643e-06	0.0012795854	0.0059252274	0.063740194	0.037140407	0.02069463	0.8711386
