 	vuole	pianto	</S>
e	0.9946344	0.000513676	0.0048519652
t	0.907671	0.05753485	0.034794137
è	0.2072903	0.64597243	0.14673728
l	0.8636801	0.093941726	0.04237806
i	0.9991128	0.00088294956	4.238596e-06
k	0.04225788	0.9117002	0.04604193
l	0.9738588	0.02259802	0.0035432938
a	0.0343597	0.54686874	0.41877154
m	0.00016036292	0.16929078	0.8305488
m	0.03973172	0.77547425	0.18479398
è	6.1765477e-06	0.015534068	0.98445976
n	0.00018103122	0.012577778	0.98724115
o	0.88420653	0.0630634	0.052730072
</S>	0.0001584363	0.038931653	0.9609099
