 	ora	ho	finito	di	scrivere	</S>
à	0.93719715	0.022165552	0.00060561625	0.0006166497	0.00064741104	0.038767632
r	0.97553796	0.017630545	0.00571625	0.00022753864	0.00057726074	0.0003103773
t	0.016722085	0.97372794	0.003319147	0.005915578	7.3327625e-05	0.00024189106
e	0.00044095665	0.48878095	0.48702908	0.009894487	0.00046748653	0.013387017
s	0.007133663	0.93624145	0.051076233	0.0047800313	0.00028007943	0.0004886378
p	0.00036937965	0.73355645	0.13637581	0.122687005	0.00058261456	0.0064286916
ì	0.0043042037	0.40667158	0.51413256	0.05712009	8.087421e-05	0.017690673
c	0.0012070439	0.5210078	0.2339548	0.22492589	0.008641335	0.010263205
c	0.010280274	0.553257	0.06157337	0.29542857	0.07179389	0.0076669483
e	0.0039230906	0.026788112	0.007169074	0.14579274	0.6184833	0.19784372
t	0.0003040584	0.018473355	0.26455665	0.46797046	0.058096573	0.19059885
s	0.0030184	0.007214706	0.6512855	0.31010756	0.0025079485	0.025865825
a	0.00023241372	0.0050624274	0.52276665	0.42824	0.0002891499	0.043409344
t	5.0802693e-05	0.00037905475	0.050889045	0.60202104	0.02092927	0.3257308
s	0.0004355536	0.0013033758	0.22864752	0.21660632	0.1279587	0.42504856
e	0.0002331422	0.0014753721	0.16493924	0.79260033	0.0016808538	0.039071027
g	1.0810963e-05	1.9995727e-05	0.004942818	0.22743793	0.08463369	0.6829548
r	0.00012623247	0.00067464606	0.0028416002	0.039298203	0.54640865	0.41065067
à	0.008649539	0.005389919	0.03559269	0.8742114	0.0016075411	0.07454896
t	0.0017254516	7.0250567e-06	4.6512145e-05	0.00368225	0.95970297	0.034835767
s	0.002789732	0.20999314	0.06358354	0.29832667	0.22702831	0.19827862
i	0.025509462	0.005406528	0.0058350945	0.09410042	0.0056754346	0.86347306
</S>	0.000118566764	5.2556234e-06	1.3976168e-05	0.0031728826	0.16549829	0.83119106
