 	hai	già	mangiato	</S>
ì	0.9970741	0.00017852284	0.00012665577	0.0026205997
s	0.7977558	0.19846869	0.0004805257	0.0032950137
e	0.9008404	0.096157655	0.0029372948	6.462578e-05
g	0.0046997997	0.9919368	0.0017210731	0.0016422939
i	0.799196	0.19111638	0.009477386	0.00021027112
à	0.004556261	0.96117306	0.02636766	0.007902963
f	0.0053351615	0.3642915	0.49979237	0.13058102
a	0.022834584	0.43552238	0.5402122	0.0014308261
m	0.0016068037	0.035786044	0.7345835	0.22802363
è	0.0032383439	0.070898354	0.40310988	0.5227534
n	0.0018256532	0.0010724993	0.52003855	0.47706327
a	0.011281936	0.052271888	0.9315675	0.0048786793
</S>	0.00019326559	0.00042517376	0.16663705	0.8327445
