 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.9138426	0.0014087997	0.00011906176	0.00017098113	0.0012244148	0.005798688	0.021856463	0.055578988
s	0.47580746	0.5178831	0.0049581216	0.0006562433	2.4881001e-05	4.4001652e-05	8.557993e-06	0.0006175948
o	0.980885	0.014198551	0.002753016	0.0020615263	1.2170803e-05	4.3234468e-05	1.739709e-06	4.4808334e-05
t	0.06010065	0.9019235	0.034445066	0.0031426046	3.752687e-05	4.010414e-05	9.4841155e-08	0.0003104547
r	0.88720965	0.015381331	0.04987496	0.04397792	0.0004778522	0.0021462315	7.6871416e-05	0.00085522555
a	0.98280126	0.013820228	0.0008629853	0.00017729994	1.7306573e-05	5.2201376e-06	9.986193e-08	0.0023154924
ù	0.09573385	0.30527014	0.5154294	0.03573735	0.0004814078	0.0011777155	3.6458274e-05	0.04613376
d	0.00010027109	0.90579104	0.091871604	0.0009642582	0.0011226382	6.283758e-05	3.971667e-07	8.689806e-05
i	0.012837616	0.011035499	0.6615484	0.2785468	0.024197746	0.010697034	0.00045812555	0.000678844
ì	0.008582388	0.021823766	0.47139505	0.46503276	0.014454663	0.011211838	3.9769213e-05	0.007459737
r	8.752398e-06	0.03207706	0.8869985	0.025305081	0.05194586	0.002990109	3.80214e-05	0.00063663546
t	2.8316057e-05	0.0016905752	0.54522574	0.3247821	0.10438942	0.022589432	0.00047728608	0.00081718987
e	0.07377038	0.0074118534	0.10165212	0.41380844	0.27828375	0.112483926	0.0007502294	0.011839292
g	0.00094460195	0.0036329613	0.035838455	0.7674491	0.117486626	0.06743582	0.0008613179	0.0063510877
r	0.114587255	0.0069085914	0.17772782	0.28881925	0.31833506	0.066691585	0.0029953017	0.023935178
a	0.22115608	0.0007763204	0.005370888	0.39310804	0.07701149	0.16886857	0.0037930538	0.12991549
m	1.1971562e-05	0.0003415991	0.0075599533	0.55075395	0.098364905	0.20749965	0.011328485	0.12413954
m	0.02548612	0.001979468	0.0064194235	0.2717675	0.03330208	0.3181783	0.27243727	0.070429794
è	0.00011166747	1.4800529e-05	0.0014903601	0.029438496	0.0004923853	0.006765454	0.0011657532	0.96052104
n	1.7797614e-05	0.00070722704	0.010230483	0.18020037	0.24615794	0.0951889	0.016220415	0.45127687
o	0.14316006	0.0021656745	0.023761258	0.04340919	0.73812115	0.041703187	0.0014870233	0.006192425
t	3.652039e-05	0.0009667803	0.0037142124	0.16819274	0.21607353	0.4939249	0.035364214	0.081727125
è	0.020579288	0.002422223	0.042220227	0.076222405	0.67364913	0.17143978	0.0027124484	0.010754426
s	7.915027e-06	0.0003276671	0.0008441878	0.09516132	0.5815871	0.2565689	0.037335612	0.028167304
s	0.0334431	0.0023254168	0.0039991783	0.20921615	0.28320545	0.3929888	0.054935858	0.019886015
e	0.05905365	0.005429536	0.00079849013	0.012303495	0.19465676	0.61402905	0.034833364	0.07889565
r	8.258016e-06	0.00012704924	0.00026186396	0.0059878696	0.25704005	0.16249146	0.23271675	0.34136668
u	0.03618091	0.0013805319	0.0041492875	0.014626752	0.5664755	0.34429052	0.017089544	0.015806977
c	2.2064305e-05	0.0013895731	0.0018728055	0.012508396	0.10645635	0.56125396	0.064217076	0.25227985
h	1.8338644e-05	0.000536199	0.00024006024	0.008289715	0.008175475	0.07695257	0.60453016	0.3012575
r	0.00047429255	0.00065253925	0.00057261856	0.034087714	0.041128475	0.85602206	0.032723643	0.03433859
ò	0.09605203	0.0039443965	0.0012045779	0.015488936	0.08611858	0.66956013	0.016274046	0.11135732
n	2.3027067e-05	1.9400852e-05	1.0077852e-05	4.7998383e-05	0.043821413	0.009525267	0.8374741	0.10907875
u	0.0070073274	0.0014110126	0.0027136537	0.00913043	0.14627737	0.4561969	0.31710523	0.06015808
a	1.3356744e-05	0.0008641693	0.0012554383	0.0041609113	0.04366311	0.33505338	0.08566511	0.52932453
m	3.0618958e-06	0.0011076342	0.034998547	0.0010822318	0.49624014	0.0589827	0.20279975	0.204786
p	0.019206312	0.0040669087	0.0011797374	0.00029432183	0.007822622	0.041557215	0.7356997	0.19017309
ì	0.045386735	0.0094730975	0.009543054	0.028811866	0.14951314	0.72249895	0.0057408935	0.029032221
</S>	2.2892129e-05	1.8123745e-05	8.5919855e-06	1.709974e-05	0.016484354	0.006242627	0.79501736	0.18218896
