 	non	mi	aspetti	che	non	vengo	</S>
m	0.00014621002	0.000116942356	0.007470733	0.009634436	0.058724236	0.12375812	0.8001493
ì	0.9146817	0.08271728	0.0020294774	0.0001248307	0.00043541676	8.1004956e-08	1.1207634e-05
m	0.012488267	0.8597472	0.12030564	0.003916545	0.0032109187	6.808073e-06	0.0003246538
e	0.13981694	0.48736894	0.26710492	0.0819085	0.023080759	0.00024343777	0.00047649394
m	0.007947123	0.50713617	0.46009892	0.015465997	0.008161989	1.17530235e-05	0.0011781101
ì	0.4574447	0.5394171	0.0021479498	0.00059896195	0.00028868535	1.3037973e-06	0.000101330595
n	0.0005153539	0.0041927355	0.5765375	0.30793387	0.08547982	0.004296255	0.021044442
e	0.20866726	0.3159321	0.19668034	0.12054226	0.020500053	0.12813744	0.009540536
k	9.926252e-07	5.1654315e-05	0.44550258	0.16021472	0.38534066	0.005937375	0.0029521163
a	0.020569136	0.037406366	0.25387803	0.38108054	0.046982437	0.2243608	0.03572269
e	1.3650008e-06	1.1014447e-05	0.21966794	0.20306908	0.52167314	0.042700984	0.012876522
n	1.0696827e-07	5.517022e-07	0.039343566	0.28520837	0.61095434	0.05416933	0.010323732
è	0.0008253134	0.0011645207	0.051806096	0.1110776	0.13700204	0.49615097	0.20197347
r	2.379886e-07	1.058496e-07	0.0024535535	0.07411738	0.31331033	0.5872607	0.022857644
k	8.853455e-07	3.5380956e-05	0.07679872	0.22833706	0.2235286	0.42969137	0.041608002
u	1.5794706e-06	2.1427643e-06	0.0017159821	0.00455816	0.04252137	0.90545636	0.04574438
m	1.3001916e-06	1.0916879e-08	5.977252e-05	0.00095380994	0.23220201	0.34705102	0.41973206
e	1.9261772e-05	1.8830851e-05	0.002014551	0.018418632	0.6685222	0.091222934	0.21978365
</S>	2.400364e-06	3.841859e-08	5.72172e-05	0.0039860974	0.14295098	0.14262205	0.71038127
