 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.91585547	0.05298116	0.0005450344	0.00015748278	0.0013030953	0.0008573074	0.00055800873	0.012145866	0.001895132	0.013701425
a	0.08986681	0.82945347	0.04402406	0.0051579843	0.007795966	0.00070324505	0.00334007	0.0049621947	0.00032528857	0.01437084
p	0.0062669334	0.6012092	0.23140007	0.032029238	0.030733678	0.003718863	0.018542448	0.023951545	0.0014465725	0.05070142
e	0.009198534	0.06040431	0.20590681	0.1500775	0.25872216	0.015029203	0.27647102	0.005494967	0.012720523	0.0059749996
s	0.018159231	0.7493956	0.18828568	0.0415524	0.0015347371	0.00043197098	0.00032554462	0.000117690885	1.6229318e-07	0.00019700306
a	0.06790189	0.050499987	0.34142455	0.37840116	0.08525414	0.010210511	0.061733402	0.00037701125	0.0010928508	0.0031045289
m	0.0061114877	0.7280317	0.21670729	0.04465164	0.0029317788	0.000542653	0.0006282345	0.00021254794	2.9269984e-07	0.00018235896
m	0.009431203	0.28953493	0.21554644	0.025163911	0.3621779	0.0027239816	0.08269642	0.0022440748	0.0063113486	0.004169791
è	0.015749017	0.7649837	0.0927083	0.021021925	0.053606	0.002595696	0.025353547	0.0003011126	0.00046309968	0.023217596
n	7.698707e-05	0.01006846	0.5872243	0.09084453	0.06706545	0.017205967	0.013386245	0.022781173	1.0605613e-05	0.19133627
o	0.54906225	0.030840853	0.32673702	0.0695629	0.020166421	0.0011086789	0.0016381445	5.785647e-05	1.095055e-05	0.0008149116
o	5.8858375e-05	0.0029993304	0.57040644	0.3650008	0.03532108	0.016358623	0.007816845	0.0009737929	5.8183887e-06	0.0010584545
k	5.321341e-06	0.0006722234	0.66332275	0.2029361	0.034842625	0.041994594	0.006908301	0.02062509	0.0014824852	0.02721044
l	0.0028841076	0.0014603545	0.09915352	0.2009427	0.25269583	0.030502299	0.37831333	0.016754096	0.013915313	0.0033784295
è	0.10939048	0.0015208003	0.3608592	0.39947435	0.098770335	0.0101296175	0.016020987	0.00022120847	8.530306e-05	0.0035278003
o	8.851447e-06	2.0604604e-05	0.023897367	0.23192267	0.10544641	0.443995	0.12932253	0.059618674	0.002677036	0.0030908633
n	4.8561424e-07	4.618395e-06	0.084101066	0.34606305	0.065790504	0.17200376	0.037388347	0.23783872	0.0053166053	0.051492862
e	0.014787525	1.52273815e-05	0.034684315	0.7330365	0.028212992	0.11718615	0.057015188	0.0026923798	0.01041683	0.0019528382
o	7.654767e-06	1.5588434e-05	0.0108678425	0.15448669	0.16005774	0.41721353	0.2517906	0.002928641	0.0017149748	0.00091672636
k	1.0022444e-06	6.259794e-06	0.043841127	0.16953202	0.16829868	0.32616568	0.027838256	0.23274076	0.023692362	0.007883854
l	0.008434743	9.384799e-05	0.012617679	0.06281933	0.1510954	0.08570848	0.38580322	0.13573852	0.114827216	0.042861607
è	0.07717035	0.00039282843	0.031545717	0.24415623	0.27954668	0.111354865	0.25005	0.0015391696	0.0008059124	0.0034382464
o	2.0727678e-06	2.1152071e-07	9.92769e-05	0.009253299	0.03199677	0.6651751	0.15580451	0.080920495	0.052116476	0.0046318476
n	1.8548569e-07	5.470766e-08	0.00086760306	0.056615822	0.01293871	0.17207104	0.042425048	0.65566707	0.0171585	0.042255905
e	0.027477441	4.2981843e-05	0.007338643	0.11396346	0.023815166	0.34366757	0.10593457	0.030924078	0.3429939	0.0038421534
ò	4.3393206e-06	4.1756557e-06	0.00082129496	0.0116484165	0.05057967	0.48049343	0.3909819	0.011751081	0.046787918	0.0069276816
l	2.542412e-07	1.3642128e-07	0.00016030535	0.006489133	0.051758755	0.5190629	0.26122275	0.11603322	0.042071413	0.0032011943
i	0.0001708475	3.2851683e-05	0.013287453	0.20430583	0.1478666	0.47110268	0.06778096	0.013592817	0.0803402	0.0015197216
i	1.920532e-06	1.8552281e-06	0.00025422324	0.003172918	0.018555649	0.3870116	0.26115498	0.06715442	0.21934411	0.04334837
f	3.0739525e-07	7.646716e-07	0.0003056488	0.003329824	0.011302505	0.10847894	0.053956293	0.6768791	0.13103938	0.014707295
a	0.00918964	0.00022665077	0.013557862	0.030180933	0.018851867	0.09542016	0.08867082	0.2930145	0.4164278	0.03445979
m	1.581988e-06	2.6110897e-06	0.0009584809	0.008513476	0.030711558	0.4422954	0.307333	0.03984432	0.13675873	0.03358077
i	0.0029510618	6.5795895e-05	0.00091196486	0.0012859191	0.009117921	0.016381085	0.091153234	0.43298116	0.3214363	0.12371558
l	1.1773501e-06	2.162921e-06	0.00059466524	0.0046225563	0.018377919	0.3290341	0.19404218	0.085137516	0.21393956	0.15424821
i	0.031517304	8.769656e-05	0.0052571264	0.07804589	0.004034838	0.12717004	0.034357406	0.025149843	0.6807998	0.013580021
à	3.2428754e-06	6.882493e-06	0.0011473764	0.005784434	0.0077615175	0.13663013	0.11038484	0.05913178	0.39622262	0.28292722
r	3.0112894e-06	1.140956e-06	6.950829e-06	0.00016876467	0.0011068449	0.06669342	0.032623112	0.37044692	0.4759961	0.052953728
i	0.0073344433	0.0009999067	0.020711659	0.11117844	0.06311692	0.5133713	0.050184157	0.023238353	0.20883262	0.0010321843
</S>	4.6363357e-06	4.0504415e-06	0.00019345048	0.0019575425	0.0023301973	0.05109344	0.020543689	0.03406533	0.38630217	0.5035055
