 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.97443503	0.0010559381	6.3426494e-05	7.621007e-05	3.993318e-05	1.00435045e-05	0.00011585868	0.0011084704	0.008851887	0.014243267
d	0.6991755	0.21377355	0.019230718	0.006948345	0.0073101954	0.010238327	0.0017176822	0.0014427743	0.0007146202	0.03944828
r	0.64844793	0.13832909	0.14795335	0.01965211	0.008236066	0.03578639	0.0004667075	0.00024247197	6.8131376e-05	0.00081773486
e	0.16166894	0.828743	0.007823113	0.0014005005	9.9909725e-05	8.312465e-05	7.661414e-06	3.0398137e-06	8.065358e-07	0.00016995653
f	0.026936661	0.9078466	0.049848028	0.0104479045	0.0008292072	0.00018635654	4.6111813e-06	1.3121727e-06	3.9802967e-07	0.0038989044
f	0.034827944	0.26283166	0.58293515	0.08655311	0.0068382067	0.025350312	0.00026173278	9.3974195e-05	9.733451e-05	0.00021062353
ì	0.13709062	0.75044	0.051003315	0.060115386	0.0006620184	0.00027060354	1.9895318e-05	5.0680037e-06	7.984986e-07	0.00039226754
m	0.00022990839	0.27727303	0.52985954	0.15498312	0.025668317	0.00391214	0.0005302166	5.835173e-05	8.737318e-06	0.007476693
m	0.1700178	0.41494372	0.2753519	0.068422765	0.055369586	0.010905788	0.0038520745	0.00083546113	0.00027495058	2.5918514e-05
u	0.07160003	0.83922493	0.07561459	0.0058447598	0.00269593	0.0032022917	4.0708008e-05	5.637269e-06	1.457975e-06	0.001769575
f	0.0006540681	0.1482339	0.46133316	0.269719	0.07269328	0.0045646466	0.0003974178	3.233439e-05	5.1528555e-06	0.042367123
ù	0.038576324	0.095251486	0.22245254	0.62515867	0.013408213	0.0047581107	0.000107377644	9.8305545e-06	9.757462e-07	0.0002764556
e	0.0002651854	0.007008647	0.23681016	0.6286095	0.0789287	0.02151384	0.015857607	0.0016126583	0.00026338367	0.009130352
p	2.4473391e-05	0.000162324	0.04596114	0.5489756	0.31528836	0.030425405	0.0454724	0.009733855	0.0010547631	0.0029016708
p	0.011239206	0.0062620696	0.08081286	0.8165492	0.016227601	0.06707523	0.0016215795	0.000115406714	2.4594787e-05	7.221499e-05
ò	0.1478214	0.025650952	0.039295	0.49693054	0.26434842	0.018494312	0.004013016	0.0004738349	4.6677313e-05	0.0029257773
r	0.0004582696	4.32564e-05	0.00560317	0.499268	0.08349241	0.04881766	0.24064143	0.047340434	0.0136795575	0.0606558
k	0.003867782	0.0053647854	0.02117337	0.19544445	0.6098627	0.074274234	0.070941485	0.006147953	0.011264325	0.0016588902
e	0.08874187	0.00444249	0.004950188	0.06371694	0.405886	0.28712657	0.1143887	0.017366342	0.002524249	0.010856689
t	9.691276e-05	6.361306e-06	0.0006646082	0.37007585	0.05283325	0.06270663	0.25164533	0.07697226	0.027275706	0.15772304
e	0.021869812	0.008375753	0.026017237	0.5407845	0.3117231	0.052058548	0.03153596	0.002952846	0.00082513347	0.0038571202
e	4.9191745e-05	8.4452266e-05	0.0020539942	0.042866126	0.05690765	0.431106	0.343939	0.07237493	0.011907827	0.0387108
t	2.0596779e-06	7.069911e-06	0.0011406185	0.06598165	0.05947703	0.02739664	0.49434257	0.2784312	0.06677297	0.0064482293
è	0.055092596	0.0066812886	0.024035642	0.24785647	0.058639824	0.2647111	0.23122916	0.074161224	0.032880392	0.0047123292
l	4.898916e-06	3.006557e-06	0.0004947961	0.029450955	0.012833398	0.28899494	0.51245034	0.13154154	0.020007826	0.004218261
