 	avete	cucinato	le	verdure	</S>
i	0.022577833	0.0022430343	0.0051524616	0.0011341881	0.96889246
m	0.9622678	0.023181586	0.008759496	0.000262922	0.0055282316
a	0.8625928	0.0722384	0.05589588	1.8019196e-05	0.009254909
r	0.49183148	0.2607902	0.03857502	0.0005523551	0.20825095
è	0.14202839	0.37055016	0.32239333	0.0039751404	0.16105294
t	0.06534267	0.875632	0.055641185	0.000112331116	0.0032718352
s	0.005274296	0.97878087	0.014532414	0.0013023802	0.00011003825
a	0.92192495	0.0706978	0.0045301807	4.6543213e-05	0.0028006393
t	0.028253585	0.14112799	0.8224419	0.0022231983	0.00595331
o	0.00048048704	0.06286682	0.9133491	0.007015433	0.01628817
l	0.005184716	0.06278494	0.8983381	0.005002947	0.028689342
a	3.7526137e-05	0.0107783945	0.8373466	0.1334658	0.018371662
l	0.00092394004	0.005960873	0.9743051	0.0082699545	0.010540105
à	3.4219294e-05	0.010542447	0.903951	0.08104932	0.004422935
c	0.0039738915	2.5093534e-05	0.03701199	0.6593133	0.2996757
h	9.4884547e-07	1.9191139e-05	0.05097828	0.9478291	0.001172533
a	4.2029587e-06	0.0014386646	0.36225504	0.61039925	0.025902867
n	9.541984e-06	3.594351e-05	0.098181695	0.75510496	0.14666787
a	2.031779e-05	0.06597851	0.29075778	0.6133225	0.029920954
</S>	0.00013031473	0.0026272673	0.26076525	0.2514814	0.48499575
