 	tutto	il	cibo	vuole	girato	</S>
ò	0.78259736	0.052210186	0.031237157	0.0014109978	0.055597413	0.0769469
l	0.92751366	0.06343229	0.0037922973	0.00086675806	4.1718373e-05	0.004353299
o	0.3761675	0.5299924	0.083896525	0.006132416	0.0025396182	0.0012714885
o	0.017867956	0.86826307	0.08664984	0.010381496	0.00016650143	0.016671162
m	0.004983689	0.12727377	0.50608534	0.2841605	0.012802274	0.06469443
a	0.02855657	0.4101108	0.24119657	0.024772715	0.2885691	0.0067941616
r	0.014256689	0.4881565	0.3080029	0.14185888	0.009582501	0.038142618
ì	0.039974533	0.13578123	0.07096726	0.20399094	0.07263086	0.47665513
o	0.00020889954	0.023026358	0.10844413	0.8534294	0.008327594	0.0065637287
t	1.6313632e-05	0.00016490127	0.076527245	0.8294771	0.034931466	0.05888305
è	0.029792832	0.009383058	0.029982254	0.920483	0.0071719624	0.0031868822
l	1.8083803e-05	0.00011546619	0.015686661	0.9512259	0.022142965	0.010810921
i	0.000104947634	0.037492212	0.36402172	0.5782123	0.013553486	0.0066152858
v	1.1075896e-05	0.00012809804	0.02808146	0.86390775	0.070737325	0.037134297
o	0.0014641263	0.019344768	0.045805003	0.91031694	0.02057805	0.0024910828
t	1.3374808e-05	0.00015688872	0.01040766	0.5262246	0.20862661	0.25457084
i	0.011391867	0.013895622	0.008804552	0.78759027	0.16562405	0.012693641
m	7.2879707e-06	0.000107518186	0.004806952	0.26847154	0.29844564	0.42816103
m	0.002959795	0.00022473994	0.0025057523	0.08161666	0.6915085	0.22118455
è	1.9116849e-06	0.00012413938	0.0032527745	0.018663533	0.07386342	0.90409416
n	0.00012315947	2.2554711e-06	3.6859114e-05	0.0030154511	0.004229763	0.9925925
o	0.0045401426	0.01395225	0.0232986	0.22776079	0.6182324	0.11221583
</S>	1.6479343e-06	2.4288713e-06	4.3605403e-05	0.013392745	0.097129665	0.88942987
