 	credo	che	stanno	ancora	svegli	</S>
p	0.95920813	0.0029974938	0.0009599635	0.02447164	3.0757994e-05	0.012332084
i	0.914024	0.049906373	0.00817779	0.0057510124	0.009446467	0.012694299
s	0.2900885	0.30166247	0.093137324	0.0034309062	0.20987046	0.10181042
t	0.12000767	0.64545137	0.053251363	0.043472506	0.03947283	0.09834428
è	0.091553695	0.6234677	0.09064679	0.00086877437	0.00058051397	0.19288254
o	0.019354647	0.37337634	0.59517896	0.0016123122	0.0043480606	0.006129664
k	0.011137109	0.09352065	0.11403526	0.5005938	0.2410424	0.039670788
a	0.051111955	0.3225151	0.5758508	0.039314333	0.0047129625	0.006494863
s	0.00658171	0.034082748	0.89300996	0.06485687	0.00063199876	0.0008365982
t	0.014236339	0.14854865	0.7958364	0.006110749	0.0086417375	0.02662613
è	0.07353412	0.04270149	0.87580013	0.0003109924	1.5438103e-05	0.007637815
o	0.00040475826	0.00065860286	0.05781798	0.8855986	0.043234814	0.012285156
n	2.9308912e-05	6.1245955e-05	0.013039807	0.10624649	0.8327767	0.047846463
e	0.31055766	0.03060863	0.46718633	0.020977601	0.030847313	0.1398224
a	0.0002806714	0.00013811803	0.018332962	0.97369665	0.0026146302	0.004936921
n	1.41635965e-05	0.0001444056	0.015091539	0.32813758	0.48201647	0.17459582
k	0.004501052	0.0005712435	0.006002688	0.0038119508	0.44761693	0.53749615
ò	0.5414711	0.027455654	0.3256487	0.03732096	0.0025936237	0.06550999
r	4.1907657e-05	1.384616e-06	0.00020115961	0.92601717	0.06252981	0.0112086395
a	0.0010805702	0.003683318	0.073542796	0.50067425	0.19122949	0.22978953
a	6.283356e-05	8.5214015e-06	0.00022145972	0.9164499	0.04163578	0.04162154
t	7.4379255e-07	2.0903751e-06	4.472924e-05	0.05745254	0.8908326	0.051667348
s	0.028667282	0.0073479298	0.013356543	0.01019204	0.52943856	0.41099763
ù	0.7213162	0.032490324	0.06289552	0.016190814	0.004120646	0.16298652
n	5.6417088e-05	7.876794e-06	0.00024130428	0.27643314	0.38044333	0.34281796
n	0.00011557901	0.0017389319	0.0066251443	0.013190811	0.34435254	0.63397706
i	0.16103308	0.0075084837	0.009167829	0.05580897	0.003793849	0.7626878
t	0.00026559047	1.1153196e-06	2.951938e-06	0.0802221	0.87424314	0.04526511
i	0.0014137916	0.021290353	0.009650554	0.008936452	0.010288182	0.94842064
</S>	1.3887848e-05	1.5341457e-05	0.00040412223	0.04090117	0.029552447	0.929113
