 	l	ho	sentito	quando	veniva	</S>
t	0.9847402	0.0014444578	4.77518e-05	2.6617805e-05	4.9006216e-05	0.013691949
o	0.8541799	0.0358036	0.014905666	0.016925815	0.04417492	0.034010086
n	0.2668851	0.48148412	0.09008044	0.017672686	0.0016911379	0.14218654
ì	0.0017125553	0.0059710215	0.030222433	0.40701306	0.54967564	0.005405296
k	0.003090779	0.93032104	0.051650967	0.014636631	0.0002446842	5.597777e-05
u	0.7111156	0.27145994	0.016191075	0.0011728221	5.800132e-05	2.629458e-06
s	0.0018712094	0.8185595	0.13407794	0.03905561	0.0051183905	0.0013174079
a	0.01913614	0.2891828	0.604413	0.08389714	0.0012086028	0.0021623555
m	0.01585121	0.6481155	0.24109642	0.090566404	0.0026462332	0.0017242333
ò	0.06040547	0.057352316	0.41252178	0.3129945	0.14064115	0.016084792
t	0.0010142548	0.005767562	0.12518121	0.3956977	0.3839302	0.08840902
t	0.07130023	0.035813555	0.51934016	0.3121918	0.059634447	0.0017197527
e	0.03939931	0.11557074	0.272252	0.06277997	0.0014388034	0.50855917
è	0.00045343433	0.0002861365	0.041850075	0.18441933	0.0776706	0.69532037
r	2.0459595e-06	6.040715e-07	0.00025951533	0.035951532	0.9613092	0.0024770838
k	0.04694657	0.007403094	0.17902607	0.50132895	0.25673798	0.008557335
a	0.033741467	0.031949252	0.039429344	0.09689378	0.16884628	0.62913984
t	0.00024579666	8.4541927e-07	1.15301e-05	0.0018475882	0.59800524	0.39988905
o	0.06712837	0.0052241227	0.00585113	0.12095614	0.7736666	0.027173692
</S>	4.786243e-05	3.891787e-06	0.00047054316	0.0027254631	0.099827826	0.89692444
