 	la	pasta	vuole	sale	</S>
i	0.97700715	0.0034092036	5.5726825e-05	0.00022331647	0.019304601
p	0.64067227	0.14723724	0.14644895	0.04123837	0.024403166
à	0.015095263	0.03159175	0.07055782	0.877341	0.005414179
s	0.013968536	0.8830176	0.102659814	0.000115457406	0.00023867178
t	0.5966959	0.27849042	0.09510702	0.029698404	8.227325e-06
a	0.04570323	0.9378548	0.0040693763	1.9158957e-05	0.012353448
ì	0.00092138496	0.6961734	0.2973559	0.0010502781	0.0044990703
t	0.00094621617	0.2547361	0.70049226	0.037531786	0.006293569
e	0.011615266	0.09207869	0.5223893	0.37386554	5.1216997e-05
l	0.004495709	0.010461255	0.8464014	0.12464664	0.013995009
e	0.015439745	0.014871162	0.69540673	0.27180496	0.0024773176
à	0.0040688654	0.0015464232	0.39444765	0.50714403	0.092793025
l	2.3670438e-05	2.9430032e-05	0.029884035	0.96491295	0.0051498716
a	0.0025155218	0.0018707057	0.58088136	0.41362846	0.0011039918
</S>	0.0003643116	4.053133e-05	0.021456916	0.5135729	0.4645654
