 	sicuramente	stanno	ancora	svegli	</S>
s	0.9803859	0.0009633636	0.0073830276	2.0813388e-05	0.011246999
i	0.73377407	0.013280318	0.020543953	0.040611524	0.19179012
k	0.39373967	0.2089003	0.00600757	0.29970798	0.09164452
u	0.2774687	0.18356183	0.10421027	0.06657326	0.36818588
r	0.09650798	0.901303	0.0015800116	0.00027899808	0.00033008793
a	0.037212078	0.94040877	0.0015919373	0.0038894382	0.016897833
m	0.018660434	0.9767378	0.0042898473	0.000111418936	0.00020055236
è	0.025911562	0.22554854	0.41093227	0.1502016	0.18740599
n	0.012839101	0.21505167	0.64705145	0.10816311	0.016894657
t	0.036185823	0.95501107	0.007861979	0.00053824857	0.00040291104
e	0.05150684	0.824942	0.00042955237	8.189734e-05	0.12303975
s	0.002304677	0.6485791	0.18124919	0.07458513	0.09328196
t	0.01209513	0.7678867	0.05037944	0.025270915	0.14436783
è	0.0091878865	0.8176475	0.0008320155	0.00012999635	0.1722025
o	0.0006617469	0.0034228899	0.8898709	0.08433876	0.021705694
n	1.703569e-05	0.00020929043	0.07965527	0.8624369	0.05768148
e	0.33884078	0.0719525	0.030759063	0.07933668	0.47911096
a	0.0015308884	0.0033280198	0.9707464	0.0057942728	0.018600324
n	3.8061302e-05	0.00031901876	0.22182706	0.5703966	0.20741926
k	0.005257553	0.0014726671	0.0026590142	0.39894894	0.5916618
ò	0.76699644	0.10356617	0.039175093	0.0026090688	0.0876533
r	8.96065e-05	3.2905984e-06	0.8958883	0.09549714	0.008521606
a	0.0040381546	0.013194326	0.32670015	0.29245907	0.3636083
a	0.00022305059	2.3914423e-05	0.8471353	0.06565232	0.08696549
t	1.5445868e-06	1.389372e-06	0.032354657	0.93225837	0.035384018
s	0.07100462	0.01287544	0.016863918	0.39406654	0.5051894
ù	0.8614882	0.029764146	0.0065887724	0.0016487702	0.10051
n	0.00024920644	1.6497534e-05	0.23426913	0.44129828	0.32416692
n	0.00090497005	0.0029654382	0.010841092	0.30431047	0.68097806
i	0.4614184	0.008285413	0.034907084	0.0013205744	0.49406847
t	0.00079454144	2.1822877e-06	0.09359049	0.8663407	0.039272085
i	0.014432184	0.007732727	0.008067886	0.0057018944	0.9640653
</S>	9.0842565e-05	6.429029e-05	0.050094586	0.019645242	0.93010503
