 	si	è	rotta	la	coppa	</S>
e	0.906871	0.002072549	0.00020601338	7.758299e-05	0.001878851	0.08889399
g	0.26371363	0.4185442	0.07789648	0.1858326	0.013424267	0.040588792
l	0.0026687293	0.06544715	0.008093126	0.8764939	0.04370273	0.0035944297
à	0.012735357	0.9745336	0.010694046	0.0013521139	1.020268e-05	0.00067464483
s	0.00011699618	0.22568518	0.73747355	0.029717622	0.0013701055	0.0056365253
t	0.28898242	0.5977146	0.05648006	0.039902788	0.016849563	7.043591e-05
i	0.12898365	0.518667	0.2823909	0.0009219347	0.00018320172	0.06885331
e	0.00028972945	0.0417821	0.9007093	0.03339256	0.0024450168	0.021381348
c	1.3568279e-05	0.0013289234	0.8657228	0.057134505	0.06478491	0.011015371
ò	1.942226e-05	0.0004607968	0.016956618	0.6210609	0.32816148	0.033340782
p	0.0022024335	0.0002653359	0.05992307	0.0984376	0.6271027	0.21206893
p	0.0011843598	0.00074611773	0.020085745	0.04897107	0.9277695	0.0012432574
a	0.0018496277	0.00051850197	0.018261332	0.063009284	0.8837206	0.032640673
</S>	0.00011242945	1.8483805e-06	0.0023544997	0.018782966	0.34269732	0.6360509
