 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.8285963	0.00017075658	0.0035301405	1.0032581e-05	0.00017278637	0.007021028	3.4896766e-05	0.0047575044	0.03428961	0.0013516339	0.0062162504	0.066415586	0.0029322645	0.044501144
p	0.9646287	0.016262213	0.0058435304	0.00027123996	0.0008132626	0.0016987254	3.9618117e-05	0.0003486778	0.00070487	2.7720048e-06	0.00021030902	0.00020514216	7.189718e-06	0.008963747
e	0.010457673	0.106588826	0.18919049	0.01268114	0.11710673	0.13032714	0.0083302865	0.04494771	0.101456374	0.014972756	0.11015318	0.004366702	0.02600963	0.12341136
t	0.6048014	0.37972596	0.0058253105	0.003587809	0.003751356	0.00016828146	8.0392274e-05	8.283274e-05	3.704735e-05	7.1550417e-06	3.8059894e-05	1.383178e-06	8.991935e-08	0.0018929815
ì	0.020138795	0.30232438	0.062953986	0.11183711	0.10288808	0.031021377	0.04697155	0.016424755	0.026849208	0.039744347	0.17972872	0.0012604624	0.05260923	0.0052480465
a	0.021860758	0.8050872	0.048291184	0.07029369	0.044027064	0.00080294133	0.0066936514	0.0015993185	0.00035579223	0.000737458	0.00016042983	4.2145907e-06	2.7659315e-08	8.6300206e-05
e	0.10919002	0.024693623	0.57167965	0.06385596	0.022822354	0.09988922	0.024520816	0.02297878	0.030563256	0.014989217	0.008574042	0.0022546211	9.264827e-05	0.0038957773
s	0.09469101	0.16325085	0.2999599	0.15317349	0.06329022	0.08866677	0.014258924	0.037289426	0.056000076	0.007077676	0.008619205	0.005628295	0.00050483196	0.007589383
ò	0.0013583521	0.25698474	0.012441867	0.19448972	0.20356108	0.021620786	0.027969057	0.04767099	0.103361614	0.011054041	0.102951564	0.003668845	0.0034408318	0.009426548
z	0.0016870863	0.26387024	0.019934788	0.4950439	0.1358796	0.0014020966	0.070759244	0.0065675694	0.0021426203	0.0018361923	0.000755879	4.82547e-05	5.7022817e-06	6.6715496e-05
u	0.94124204	0.012778569	0.012407941	0.0034445522	0.012035632	0.003624557	0.0007669884	0.004259273	0.0035857237	8.347471e-05	0.0056120465	8.881981e-05	2.5145293e-05	4.5124427e-05
n	0.0050482624	0.0040882854	0.49595708	0.019992854	0.14541748	0.20179613	0.0132465	0.07005247	0.032382388	0.0021328242	0.008603033	0.00031921762	1.1083358e-06	0.0009623381
e	0.0050399285	0.18972905	0.0012618852	0.3270593	0.35001928	0.00087764725	0.035839688	0.02048189	0.0045832675	0.014236135	0.05010686	0.00015653955	0.00019030171	0.00041824972
f	0.004982965	0.0053396327	0.06986481	0.07505537	0.53519404	0.07440336	0.07636919	0.09561405	0.057392895	0.0012325707	0.0041407733	0.00016868571	2.06614e-06	0.00023957338
à	0.003836622	0.045160282	0.0010332846	0.17658134	0.6415324	0.0012527439	0.029255109	0.032700438	0.0085437	0.007069459	0.052831087	5.3166386e-05	8.3779065e-05	6.65728e-05
i	0.00014214162	7.803997e-05	0.030235127	0.041489758	0.22409733	0.155366	0.04861753	0.2963321	0.15424252	0.021732785	0.025185289	0.0013507793	5.3743715e-05	0.0010768356
e	0.00020894862	0.00023878673	0.036065016	0.3578155	0.07049458	0.17909831	0.19273826	0.0197715	0.015743027	0.10843886	0.009286074	0.0051854425	0.0018591152	0.0030565094
s	0.00049241073	0.0003839826	0.01942126	0.10432499	0.121017314	0.19416566	0.10575406	0.17344807	0.09573851	0.11802383	0.040332455	0.024013031	0.0022202693	0.0006641652
ò	0.00012176652	0.0065290695	0.00015855659	0.25158828	0.15785846	0.0029776848	0.13279936	0.058343973	0.049455456	0.105486885	0.22648557	0.0042743254	0.0024281158	0.0014924455
z	4.5085253e-05	0.00021963497	0.00088723964	0.06950056	0.35298842	0.010335565	0.27492508	0.1495392	0.10201218	0.01998692	0.016761221	0.002144518	0.00055139477	0.00010301356
u	0.55911785	0.0012482477	0.0033746222	0.009566883	0.12375698	0.02132508	0.007873181	0.08614142	0.04854193	0.0044147978	0.123532936	0.0050286036	0.004783533	0.0012939709
n	0.000118475036	9.2938035e-07	0.0010533365	0.0007699293	0.028621515	0.06118297	0.025807306	0.29462767	0.5555876	0.009080973	0.018507384	0.0035359086	0.00038562107	0.000720435
f	0.0040202443	0.0005060907	6.340007e-05	0.0057137148	0.11072043	0.00058367685	0.03033248	0.19289795	0.047841307	0.05538781	0.5380531	0.0041604466	0.009648673	7.0766015e-05
à	0.0037849776	0.005960637	0.004066412	0.005576224	0.21258004	0.088755906	0.039754752	0.2769879	0.1291716	0.052222505	0.109127074	0.023995409	0.0014010484	0.046615507
i	3.161e-05	6.9364816e-08	3.0026322e-05	0.0004758159	0.008297526	0.02812927	0.03496345	0.30614394	0.50364107	0.054895785	0.016484873	0.016956346	0.017146297	0.012803938
o	1.1338946e-06	3.880618e-06	0.00019695559	0.030191189	0.020707656	0.005591798	0.22681382	0.026811145	0.008888781	0.6429397	0.009196011	0.008105512	0.015816366	0.004736085
g	9.554183e-06	1.1457958e-05	0.0041472977	0.0036371064	0.009664012	0.032550827	0.045862023	0.18248002	0.27348003	0.1654434	0.06413111	0.17473187	0.03970225	0.004149044
e	0.00031092713	0.0002112018	0.00022632677	0.0029641257	0.017936008	0.009030574	0.009154228	0.08489868	0.19982228	0.041885555	0.5875018	0.02756123	0.012240008	0.0062570972
l	1.3925002e-05	7.235762e-05	0.00060224434	0.0021943005	0.015552837	0.005572546	0.037454475	0.20091711	0.57890636	0.019342	0.065894224	0.055434033	0.008101491	0.009942175
à	6.9965514e-05	0.0019512617	5.1246672e-05	0.008345271	0.026328785	8.972534e-05	0.040225916	0.1007577	0.031750195	0.11560192	0.6240198	0.020611858	0.029718008	0.00047841945
o	7.96501e-06	9.741195e-09	8.652485e-06	3.778778e-05	0.00042794328	0.0027864452	0.0065009417	0.11763953	0.46243802	0.1715772	0.0070751626	0.019612823	0.1946229	0.017264623
p	7.439761e-07	1.0630422e-06	0.0003466735	0.0055665714	0.0047508925	0.004530066	0.067309305	0.0309355	0.02546276	0.50630224	0.01445499	0.057452578	0.27540034	0.007486291
r	0.00030130046	0.001927627	0.00028207604	0.006663277	0.021189313	0.0003480101	0.024845611	0.09213666	0.049817525	0.1188704	0.37867886	0.038254566	0.26488525	0.0017994383
ò	0.0037240493	0.029306976	0.004905997	0.0064340862	0.05806067	0.0061903712	0.01701504	0.18672545	0.29719225	0.086406544	0.076208755	0.16967799	0.005088131	0.053063735
p	2.4768642e-05	6.800589e-08	5.154895e-06	1.6354594e-05	8.382784e-05	0.00043358968	0.0011565379	0.019644286	0.07004994	0.04674033	0.0010202632	0.029907383	0.6603612	0.17055628
p	0.003072216	0.00020145538	0.0017009554	0.00071673846	0.00268203	0.003190968	0.0018478563	0.010960969	0.004805108	0.020917451	0.03341424	0.20343567	0.64003986	0.07301448
i	0.0021484252	0.002270213	0.006400545	0.0014900161	0.0050605787	0.0066052135	0.0028395911	0.03321086	0.07638499	0.028379047	0.022722026	0.40051645	0.071652845	0.3403192
f	1.6585307e-06	1.8991624e-06	5.2413156e-06	0.0024836098	0.0011050067	0.00018801387	0.022463506	0.009703931	0.011880131	0.40323716	0.0011052027	0.015808675	0.27243796	0.25957802
à	0.0015241937	0.0007095087	0.002802145	0.008235037	0.003858925	0.0028140808	0.008954959	0.018765429	0.04901525	0.0149900215	0.19316033	0.24485101	0.41233316	0.037985966
i	7.9812e-05	6.0926375e-08	5.964701e-06	8.245626e-06	2.0647642e-05	0.00019145702	0.00027026123	0.0025357439	0.010913441	0.018331695	8.2001156e-05	0.004555581	0.62058735	0.34241772
</S>	3.983467e-07	1.2770993e-06	0.0001862629	0.007701572	0.0026002994	0.0019839623	0.0335059	0.005571001	0.0071709463	0.10338665	0.0025504187	0.045378756	0.7353662	0.054596417
