 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.65827566	0.0014520413	0.00030352263	0.00066027435	0.0059923246	5.156148e-05	0.0066290097	0.009981666	0.012282674	0.06761599	0.18737331	0.020975092	0.00933746	0.01906947
n	0.7155992	0.26010355	0.0071081417	0.0045084585	0.0033436941	5.9079535e-05	0.0018425816	0.0002717275	0.00013736967	0.0005635173	0.0035465646	0.00059385115	2.2222435e-05	0.0023000166
è	0.0072595174	0.44872478	0.21772331	0.043190606	0.013155163	0.0035087243	0.008504068	0.0098025985	0.0024406502	0.0030352145	0.0034660297	0.0028774664	0.00053647754	0.23577537
r	0.00027769426	0.95820427	0.026221123	0.0129664	0.0006524537	0.0010772598	4.6197572e-05	6.230856e-05	1.8615536e-05	4.2396554e-05	1.7069045e-05	2.7021873e-05	9.199215e-07	0.00038629238
t	0.04181308	0.46409535	0.34951234	0.12467419	0.013279516	0.0026664406	0.0007395581	0.0013806904	0.00026962088	0.0002964663	9.602312e-05	0.0007500823	0.00015587949	0.00027081143
i	0.09434112	0.6803929	0.032938313	0.19023067	0.00031024963	0.00011254215	6.590906e-06	1.18862245e-05	9.925044e-06	3.5690635e-05	4.4837392e-07	1.9227029e-05	2.3744985e-06	0.0015879774
s	1.3688131e-05	0.008503987	0.34552708	0.5530941	0.084873945	0.0015292148	0.004555374	0.00043503096	0.00011376147	0.00047360125	0.00013103533	2.8792767e-05	1.264455e-07	0.0007202577
e	0.0036166082	0.1727597	0.32479593	0.47919568	0.0070189564	0.0028894125	0.00041738487	0.0016690779	0.00067060255	0.0011338926	5.5392975e-05	0.0036374403	0.0004976383	0.0016423286
s	9.352401e-05	0.014191545	0.55477935	0.3537692	0.06451299	0.002787171	0.0048837294	0.0027767087	0.00059317256	0.0008815765	0.00022659	0.00010198427	1.2797487e-06	0.0004012198
e	7.744333e-05	0.007741394	0.51492435	0.3947337	0.013515311	0.018434307	0.0020534007	0.010160171	0.005260158	0.003625138	0.0003566778	0.01348365	0.0040407567	0.011593554
t	0.00018236111	0.008650302	0.5995113	0.24676576	0.07748092	0.008757169	0.0116213	0.03108677	0.007845745	0.0043742545	0.0017553116	0.0012799676	4.1808307e-05	0.00064702216
t	6.594769e-05	0.0037493908	0.3943671	0.45597503	0.017566187	0.06232082	0.0017071819	0.016938288	0.007431167	0.0060004555	0.00044633145	0.020399455	0.0037024117	0.009330188
à	0.07725776	0.015455557	0.11095003	0.77595913	0.012008225	0.0002757457	0.00046197677	0.00019091186	0.00023164465	0.0012742608	8.896155e-06	0.00021925799	2.2039561e-05	0.005684506
a	1.5906666e-05	5.9145564e-06	0.13794342	0.19319046	0.23139496	0.1780768	0.070197865	0.028164007	0.05629539	0.069229625	0.004999467	0.016322905	0.002245858	0.011917404
n	7.6265235e-07	9.486855e-07	0.007330889	0.029258963	0.6337492	0.12708305	0.07370254	0.0033137004	0.0053020697	0.056976892	0.016387422	0.023166945	0.0039316583	0.019795008
d	6.0793114e-05	0.0043858937	0.061471477	0.13588107	0.026902407	0.6400796	0.001307667	0.026701724	0.036656823	0.017949712	0.00058751064	0.025632035	0.013011119	0.00937213
e	0.03933678	0.0909438	0.07940755	0.24081327	0.07513481	0.006976227	0.01340255	0.3395933	0.042865533	0.03936267	0.0031525283	0.018923294	0.0020847523	0.008002947
m	4.4531555e-07	9.0894804e-07	0.003678459	0.02139534	0.16474849	0.02984516	0.09564824	0.06788558	0.04953119	0.31777143	0.044439822	0.15092073	0.0058757495	0.048258536
i	1.5115204e-05	4.0526756e-05	0.00219241	0.0054341825	0.07868395	0.003489646	0.11445155	0.023830364	0.040458173	0.124435954	0.44935083	0.114441715	0.0077114347	0.03546416
n	3.67333e-06	7.733699e-06	0.009093348	0.027496384	0.2930913	0.005088145	0.2558778	0.05352306	0.052415144	0.17122671	0.05187883	0.023996688	0.0018648101	0.05443647
d	8.993795e-06	0.017921075	0.039048567	0.04876759	0.014375647	0.63326985	0.0011725524	0.05942776	0.08194364	0.05363783	0.0012856597	0.025564918	0.014776063	0.0087998565
è	0.001220596	0.09936151	0.031340893	0.078053884	0.018862564	0.007333693	0.0027708192	0.4962675	0.09539569	0.08279676	0.005291266	0.058084693	0.005524286	0.017695818
l	9.610858e-05	2.0395618e-07	5.339778e-05	0.000103507686	0.010587912	0.18310845	0.19609495	0.117110476	0.37821394	0.035384685	0.040594768	0.010197078	0.016450068	0.012004521
a	0.00023237438	0.0020547698	0.041897267	0.22921953	0.24563965	0.042969093	0.015598759	0.026373778	0.1462925	0.15060733	0.004307711	0.025403265	0.06303575	0.0063682003
p	6.0979146e-06	4.5192743e-07	0.00022247748	0.00035738217	0.009390604	0.0113462	0.020029545	0.5194243	0.27799663	0.032583475	0.06490444	0.029669296	0.023194069	0.010874992
l	4.2203023e-06	0.0055610836	0.023198018	0.014569567	0.016144875	0.034722824	0.0030210542	0.15787064	0.5590564	0.06728764	0.008584916	0.019105522	0.087902606	0.0029707036
è	0.001135523	0.020029873	0.0038081915	0.0059241485	0.005026067	0.0021334707	0.002639786	0.53591603	0.09911318	0.08507952	0.018048856	0.14170295	0.04165515	0.037787236
o	0.0005639345	1.4402068e-06	1.4965923e-05	1.4294455e-05	0.0024789267	0.09507459	0.07551619	0.12188825	0.44872928	0.038147632	0.087839834	0.011312349	0.075668566	0.042749703
k	4.0513523e-08	1.8096053e-07	3.78238e-05	2.6307165e-05	0.008642328	0.05677102	0.016865123	0.026342306	0.07408581	0.32634342	0.30772898	0.067543894	0.07025208	0.045360673
a	1.6777051e-06	0.0016699178	0.0026704127	0.0024617529	0.0068688495	0.015744125	0.0021252614	0.047154758	0.31926447	0.1308962	0.020240584	0.08078769	0.3426554	0.027458897
e	4.472704e-08	1.9601764e-06	0.00010464838	9.526735e-05	0.00094323326	0.0012007875	0.0016164827	0.17967096	0.1704866	0.084224366	0.15767404	0.16643274	0.18796398	0.04958494
m	1.7043285e-09	1.7675609e-07	1.6500215e-05	2.0615635e-05	0.0015214222	0.00035251706	0.0010456012	0.002671477	0.010648079	0.10534538	0.3313334	0.23022676	0.29624858	0.020569524
è	6.3507377e-06	0.00024772345	0.00091558485	0.0017962056	0.018468272	0.011639265	0.025045203	0.044215012	0.13261986	0.1324441	0.47013354	0.088804945	0.023377793	0.050286096
c	1.039306e-07	9.496567e-08	1.2313909e-05	1.4768941e-05	0.00051082514	0.0070258426	0.003119116	0.15036522	0.37973994	0.06483205	0.061069526	0.075432	0.23368849	0.024189709
h	2.2518263e-07	3.0951247e-07	3.7720925e-05	0.00012691972	0.011251818	0.020409415	0.029566744	0.016048389	0.057495896	0.25815007	0.19008441	0.0901833	0.15486947	0.17177534
i	6.2141243e-09	7.8534605e-08	1.07093265e-05	6.2135085e-05	0.000537374	8.7836444e-05	0.0008866169	0.006221977	0.02002329	0.0677733	0.01201276	0.3349609	0.5016904	0.055732645
</S>	8.588896e-08	1.1125654e-07	3.589154e-06	3.1063048e-06	7.7087025e-05	0.00049390376	0.00064944534	0.008564405	0.027694939	0.02136545	0.07060635	0.05341163	0.63366544	0.18346448
