 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.6626336	0.008576117	0.023622466	0.0007053179	0.00056061393	0.00999553	0.020990906	0.08697303	0.064105004	0.12183739
n	0.91081077	0.0670819	0.015982786	0.0023426446	0.00043335912	0.00080772926	0.00041067178	0.0006120538	3.595381e-05	0.0014820556
è	0.015878838	0.034205806	0.11528612	0.09834771	0.04967087	0.057633918	0.021913407	0.022410449	0.004872611	0.5797803
g	0.0072528794	0.869744	0.023295462	0.087479584	0.009529858	0.00024923868	0.0004764045	0.0001287964	3.1735046e-05	0.0018119804
r	0.04516839	0.5363466	0.24894692	0.0768334	0.03250113	0.04037072	0.008653186	0.007986139	0.0031660448	2.7436228e-05
a	0.25877082	0.6311975	0.05041633	0.0521247	0.006732259	0.00055148685	6.177399e-05	1.7032378e-05	2.063505e-06	0.00012601269
t	0.0008852291	0.005048826	0.29571882	0.41138348	0.18910101	0.052136976	0.036776338	0.0027842766	2.9774425e-05	0.006135274
s	0.00020993612	0.16713516	0.12565556	0.44602454	0.21165602	0.022877313	0.017284738	0.008562372	0.00042392634	0.00017043392
a	0.003700207	0.02193655	0.7634466	0.04232983	0.017385187	0.08559704	0.0037275997	0.0008696972	9.891564e-05	0.06090844
m	0.00041771142	0.00071807543	0.2349048	0.4372255	0.15637948	0.07712138	0.024631718	0.0016850692	0.00014830002	0.06676802
à	0.00087336346	0.0018823746	0.36028397	0.107468866	0.073290594	0.37520704	0.039100412	0.028808905	0.00064302504	0.012441459
i	8.210551e-05	2.921733e-05	0.045183595	0.4184615	0.3613184	0.10136351	0.045649797	0.00591014	0.001960476	0.020041266
è	6.2525236e-05	1.3079568e-05	0.098101035	0.09306686	0.1587229	0.25725916	0.3184138	0.04690904	0.0060166605	0.021434935
n	8.717459e-06	1.2607604e-06	0.0354374	0.08739836	0.23034187	0.38093737	0.20674323	0.05495339	0.0027081668	0.0014702153
a	0.0004218814	0.00019541757	0.04794963	0.14477207	0.2637773	0.25445354	0.08535062	0.074895434	0.099724926	0.028459188
g	4.2501855e-05	5.3339345e-06	0.013000276	0.07929009	0.29966143	0.25623518	0.25539625	0.07886749	0.010858613	0.0066428566
r	6.728699e-05	0.027563743	0.0277557	0.17687143	0.45773154	0.048295923	0.10392007	0.06822027	0.076006986	0.013567111
à	0.014193003	0.0069089113	0.038171973	0.05907572	0.16926116	0.19543742	0.22091787	0.23413037	0.049607176	0.012296478
m	0.00011743008	9.1348674e-08	9.6830445e-05	0.00043237352	0.006558021	0.4250966	0.039633177	0.039710924	0.4771827	0.011171899
m	0.00010883961	0.0011039404	0.026195757	0.015962375	0.05582749	0.21123926	0.14316064	0.07787253	0.42215532	0.046373766
a	3.950839e-05	0.00019768802	0.010067004	0.08001859	0.20643114	0.037083585	0.13882348	0.07693794	0.12257587	0.32782516
s	3.8260287e-06	5.731662e-07	0.00013715531	0.001045654	0.011099657	0.05195207	0.25607583	0.13132538	0.27882499	0.2695349
o	1.9520437e-05	0.0190245	0.0022848959	0.027626362	0.12210134	0.015909135	0.38148084	0.3030137	0.11046909	0.018070666
n	3.8183308e-07	1.6658421e-06	8.126638e-05	0.00083630555	0.0056543895	0.01656847	0.28726667	0.3231823	0.2343746	0.13203396
a	7.828066e-07	0.0026361526	0.00011627789	0.0025205119	0.008735946	0.00066302164	0.052366678	0.1455176	0.78316444	0.004278661
d	1.6825695e-06	4.9427254e-06	0.00025158294	0.0015419364	0.0058280295	0.011762972	0.20379454	0.43416977	0.24857771	0.09406683
e	5.485473e-06	0.012752459	0.0005278511	0.004984906	0.014011816	0.0015944884	0.093154095	0.25121492	0.6162407	0.0055132615
r	7.832522e-06	8.167791e-06	0.00046152688	0.0017180828	0.0042595994	0.00816431	0.12597984	0.50112534	0.23043978	0.12783547
f	3.775905e-05	0.028721314	0.001268961	0.012807071	0.017702837	0.0020678476	0.015921595	0.13927308	0.7811422	0.0010573867
ò	0.0020090856	0.03549023	0.008773689	0.010204039	0.010806004	0.006724924	0.07354925	0.71354055	0.09905244	0.03984978
m	0.0004083901	5.9508017e-07	4.11779e-06	3.4119516e-06	1.440873e-05	0.0010125388	0.00060446956	0.003518257	0.98175514	0.012678711
m	3.7069822e-06	0.00019085586	0.0002046618	0.00024892963	0.0007926433	0.0018260664	0.017231427	0.01864216	0.78154063	0.17931892
u	3.912887e-08	4.0678222e-07	2.4195771e-05	8.15727e-05	0.00074402173	0.002908516	0.09138022	0.14674081	0.6151409	0.14297922
</S>	1.6769422e-07	1.0937107e-07	1.8304692e-06	1.0196742e-05	5.630292e-05	0.00031753865	0.007611025	0.0462245	0.2996351	0.64614326
