 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.9942291	0.00023925788	2.7515558e-05	2.726512e-06	4.4858884e-06	2.1183705e-05	2.695841e-05	0.00051744946	0.004931286
f	0.5791604	0.25671455	0.122328795	0.0022980676	0.0006665097	0.022102196	0.0045708236	6.7162255e-05	0.01209146
è	0.009716457	0.06628864	0.14857793	0.07932343	0.030413413	0.12949869	0.42773497	0.023312647	0.08513394
n	0.029017638	0.78932756	0.13309237	0.02934869	0.016237041	0.0012979694	0.00012971669	6.802134e-06	0.0015420892
e	0.57772267	0.3413258	0.034722127	0.025046714	0.012967424	0.0019925626	0.005924405	0.00027289934	2.5332734e-05
t	0.00042520373	0.7385753	0.20982543	0.044971433	0.0039006667	0.0022339951	2.4490344e-05	2.524908e-07	4.326182e-05
e	0.08654504	0.10328754	0.26188573	0.36070755	0.086526886	0.030612849	0.06484531	0.0055312417	5.7852532e-05
k	0.006389411	0.27776408	0.55990154	0.14127086	0.006557273	0.007836493	0.00019822194	3.6184083e-06	7.8491255e-05
a	0.024460802	0.06545717	0.44881493	0.32031867	0.07797639	0.020572126	0.040028807	0.002227261	0.0001437837
o	0.002164909	0.04255627	0.6150269	0.29821944	0.01926446	0.021359282	0.001071185	1.1911395e-05	0.0003256526
l	0.00012752372	0.0052777957	0.486513	0.32892892	0.092651196	0.018391581	0.02408774	0.03825867	0.005763641
à	0.0029787086	0.00013943063	0.04658868	0.052523486	0.021118438	0.10966306	0.72422093	0.039074507	0.0036927795
d	0.00013066547	0.00021941666	0.09741028	0.54459095	0.1288376	0.12558013	0.075123645	0.022099543	0.006007818
r	0.027516913	0.039438594	0.660606	0.1275901	0.019684654	0.04732601	0.06604378	0.010685811	0.0011080961
o	0.46447814	0.001480663	0.2840946	0.07285796	0.08665235	0.042755526	0.0140251685	0.027598942	0.0060567698
m	0.00013442448	2.1815918e-05	0.0063199583	0.06588266	0.1223165	0.11120067	0.292895	0.04225083	0.35897812
b	0.005985073	5.244307e-05	0.008934443	0.011377984	0.0036501973	0.23381549	0.6803253	0.049922302	0.0059366985
ì	0.0058043324	0.0017931724	0.007431437	0.045469094	0.7248016	0.10286247	0.07770819	0.0054969513	0.028632756
k	0.0023064236	4.6054747e-06	7.518375e-05	0.00014520214	0.0007390969	0.000734754	0.015535701	0.03450523	0.94595385
e	0.014676259	0.0041077216	0.0120857535	0.06132044	0.5652757	0.020512417	0.027385935	0.24560596	0.04902971
a	0.00025845124	3.1229831e-06	0.00029340287	0.007557851	0.05979855	0.08028317	0.40746945	0.25744906	0.186887
p	1.2492669e-06	1.919282e-07	1.6124242e-05	0.0005423139	0.0013540273	0.0034603071	0.03607766	0.9408261	0.017722031
ò	0.00119226	3.717378e-05	0.0014549342	0.002125691	0.0023902608	0.008092775	0.02815394	0.95408237	0.002470539
t	0.00010967465	2.1154226e-07	1.7011853e-06	8.034026e-06	4.5092278e-05	0.00088216155	0.057414673	0.9022951	0.03924333
t	0.026644386	0.0015684469	0.011027754	0.0018725613	0.0015824762	0.013934558	0.06327804	0.8751946	0.0048971637
u	0.07889047	0.0005416221	0.0013195508	0.0018065765	0.003750614	0.013380543	0.025262194	0.790078	0.08497049
</S>	4.5118944e-05	1.8039908e-07	5.653255e-07	2.7303547e-06	1.8845378e-05	4.467536e-05	0.0039168163	0.29874083	0.6972303
