 	voglio	un	forno	che	vende	rustici	</S>
t	0.95672786	0.0011157357	3.8563023e-05	0.00010114054	0.001878326	0.0065679164	0.03357041
è	0.24830337	0.040036444	0.61154723	0.023465581	0.005976055	0.002063099	0.068608165
l	0.94157124	0.05242335	0.0049471552	0.0001221864	3.6713995e-05	5.6250838e-06	0.0008937
o	0.9036702	0.09325914	0.0024158445	0.00056067685	7.807765e-05	1.4073015e-05	1.8120422e-06
è	0.024596198	0.9467097	0.026598508	0.0017640691	0.00023920673	5.9926424e-07	9.1784495e-05
n	0.019391077	0.6982364	0.25171208	0.018804412	0.009512624	6.837941e-05	0.0022749065
a	0.071787424	0.59822005	0.25252986	0.060780376	0.012245208	0.0024941324	0.0019429196
f	0.0024698307	0.27902249	0.59989053	0.07842162	0.0367692	0.00028787684	0.0031384686
ù	0.013783117	0.39129278	0.56369215	0.02284249	0.0064843516	0.0016581988	0.0002469028
r	0.0005003837	0.024160428	0.6642576	0.14516371	0.13372006	0.020213785	0.011984028
n	0.05006226	0.19237456	0.5951269	0.10315952	0.027856803	0.03121424	0.00020575912
o	0.8274101	0.039915096	0.039555054	0.04064252	0.04558446	0.0015956977	0.005296962
k	0.0002254153	0.00094135344	0.15005447	0.43108416	0.2768578	0.018344749	0.12249214
a	0.024991168	0.028278371	0.07170328	0.7012276	0.09271025	0.06597453	0.015114799
p	0.00055796886	0.0018535296	0.0576328	0.2148573	0.64874554	0.03876063	0.037592255
u	0.06456926	0.053140134	0.09087903	0.2652597	0.12765765	0.38877583	0.00971845
l	0.0003467633	0.0009392331	0.021169882	0.08097646	0.8010999	0.06601024	0.029457478
ì	0.0878629	0.039493542	0.04577355	0.07832249	0.17358652	0.5688188	0.0061421446
r	0.00012068277	3.2802755e-06	0.0007645152	0.002201646	0.028909124	0.9077259	0.06027489
ù	0.06479999	0.0040284577	0.0059844134	0.027459996	0.08025525	0.8144346	0.003037309
s	4.3764852e-05	1.0802287e-06	0.00014695957	0.00027096205	0.015256342	0.9222494	0.06203148
t	0.036653236	0.0027048434	0.003362555	0.0034855555	0.06131653	0.8913858	0.0010914671
i	0.026478516	0.0022775913	0.00038094778	0.006592993	0.6219553	0.18536957	0.1569451
k	1.0949157e-05	1.5427751e-06	5.6351888e-05	0.00020186046	0.015977334	0.4964574	0.48729458
u	0.0076348945	0.0028541994	0.00069801	0.009545962	0.101692155	0.85448277	0.02309194
</S>	5.76046e-06	9.763687e-06	0.00016614667	0.0012355953	0.0734896	0.58085674	0.34423637
