 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.45982245	0.0007230283	0.0006893203	0.0046660854	0.0053983247	0.0011675275	0.020668594	0.3274834	0.16162667	0.010537621	0.007217054
n	0.6621455	0.24570799	0.0029404573	0.010548465	0.0010053396	1.25179295e-05	0.0002966831	0.0004723062	0.000117779644	2.8300803e-05	0.07672471
è	0.004881594	0.43331468	0.0418613	0.01084374	0.019249119	0.0004720383	0.0063717486	0.0019569045	0.00059216924	0.00027992294	0.4801768
r	0.00025352134	0.9880755	0.0075712004	0.0014492961	0.00026708635	9.773233e-05	6.8015624e-06	3.7970634e-07	1.5822975e-07	8.221645e-08	0.0022781328
k	0.06595165	0.62399495	0.18442674	0.06473181	0.0582609	0.0010879504	0.0011118884	6.395087e-05	1.9708412e-05	3.1166405e-06	0.0003473374
e	0.043889932	0.8190268	0.13654985	3.8345665e-05	9.3418916e-05	5.793563e-05	5.418423e-06	1.1557725e-07	1.0829112e-07	1.1540927e-07	0.00033798648
s	6.340906e-05	0.005646069	0.89458734	0.011312186	0.07555922	0.0014297598	0.00075115	1.4379999e-05	2.81279e-06	2.9825046e-07	0.010633227
e	0.0027577172	0.61016047	0.37156916	0.0047896863	0.006187462	0.0036145276	0.0005843454	2.787695e-05	1.8947676e-05	6.072089e-06	0.00028378435
k	0.0001532221	0.006172787	0.9031031	0.03689109	0.050382864	0.0012125988	0.00054177194	2.0393287e-05	2.1912265e-06	3.5793622e-07	0.0015196644
a	0.00027840273	0.046439003	0.691876	0.055482406	0.10233122	0.028975897	0.022892438	0.0018114361	0.0011716364	0.0005342631	0.048207365
i	0.00017409521	0.0014973172	0.71926767	0.11005397	0.15838447	0.0031510508	0.004515982	0.0002381209	2.8261717e-05	4.9405994e-06	0.002684122
m	3.9118886e-06	2.564123e-05	0.14003271	0.4066226	0.08690224	0.022231089	0.027954139	0.011532812	0.0053131413	0.0029318596	0.29644996
è	0.00016397495	0.0009970802	0.020631818	0.08656206	0.10148163	0.0057781315	0.12591252	0.4824461	0.089293264	0.017774599	0.068958744
r	8.264514e-06	2.2922111e-05	0.11245521	0.2766916	0.18171775	0.36959243	0.047817104	0.0013601654	0.001038259	0.00059063255	0.00870571
i	0.00056140695	0.0033190758	0.2112232	0.28794998	0.28673738	0.17109378	0.035542805	0.0015648075	0.000963243	0.0002775676	0.0007667678
è	2.3453997e-05	5.0187162e-05	0.03892997	0.084493324	0.51923734	0.15222526	0.17161071	0.020456463	0.00852902	0.000585876	0.0038583865
s	1.323844e-07	1.8873044e-08	0.0008456885	0.027671028	0.1339297	0.68011886	0.13099058	0.00997863	0.009728419	0.0042449557	0.0024919552
s	8.9875925e-07	5.5714377e-06	0.00585649	0.06450497	0.2798464	0.54787695	0.069875	0.009922274	0.00930456	0.0016887123	0.011118208
u	0.00064860634	0.0027813585	0.037845355	0.0029784692	0.35273984	0.11848126	0.42804477	0.042365834	0.010436259	0.0009994536	0.0026788833
m	3.147904e-06	1.6554326e-06	0.00058662094	0.0047888034	0.12852113	0.11276775	0.60706353	0.05007997	0.06786288	0.011803974	0.016520474
u	2.4441914e-07	6.2963104e-06	0.0049718744	0.04289612	0.25225368	0.01709496	0.44594702	0.07325582	0.034290224	0.0038871565	0.12539658
a	8.996078e-07	5.079494e-07	0.00012409415	0.0015327448	0.07462594	0.017299194	0.69761443	0.06000444	0.057951644	0.011898063	0.07894806
v	1.6380712e-08	2.302411e-07	3.4838853e-05	0.0010855128	0.009126674	0.045277208	0.22863019	0.13194455	0.25304195	0.24422398	0.08663486
ò	5.98456e-06	0.017012239	0.0012580778	0.004537461	0.021307293	0.5956987	0.15899293	0.03319543	0.023908732	0.038639043	0.10544408
r	7.875273e-07	1.2391864e-07	1.7821056e-05	0.00115196	0.01756402	0.21590112	0.45581418	0.047777615	0.18360892	0.067123234	0.011040199
a	2.2738925e-05	0.00025939004	0.0022912223	0.31706405	0.16464926	0.09667524	0.19755076	0.07483727	0.074355826	0.07132426	0.0009700364
s	6.7466553e-06	1.2015525e-06	0.00012547808	0.010463879	0.0074325944	0.032242186	0.11929194	0.14372393	0.45093736	0.14037965	0.09539504
o	4.612563e-06	0.0012996696	0.0013104103	0.19289361	0.031084249	0.09574366	0.119771734	0.15989581	0.274263	0.121756785	0.001976469
t	1.0892551e-06	3.963871e-06	0.00018317178	0.007448899	0.004024798	0.009695304	0.07863564	0.122097865	0.45985335	0.19721267	0.12084322
o	2.6994761e-05	0.009535948	0.0026961986	0.050979715	0.01355031	0.050903928	0.06522516	0.09035677	0.3434024	0.36499786	0.008324732
t	4.939867e-07	2.8778084e-06	0.0001342904	0.006079341	0.0027749205	0.004162681	0.05242579	0.09500514	0.44570783	0.24754085	0.14616577
s	3.39606e-05	0.013528817	0.003738441	0.04653111	0.015036269	0.031168817	0.052222993	0.05531854	0.26146993	0.50744826	0.013502861
o	0.0025575655	0.01099836	0.014063103	0.010010495	0.011537997	0.0026399696	0.056776147	0.38728032	0.35509348	0.06826744	0.08077506
m	2.1702847e-06	1.7117765e-06	5.2086335e-07	3.3452147e-06	1.4828801e-05	9.434397e-05	0.0027944641	0.0007886738	0.023645768	0.084689215	0.887965
ì	1.1117348e-08	3.6731385e-06	4.6836776e-06	0.0006384236	0.00018329656	0.00011234847	0.0032885289	0.03544237	0.14497378	0.4228017	0.39255115
</S>	0.0067115347	2.572189e-05	4.1106896e-06	0.0004383172	0.00011121573	0.0018179155	0.004172856	0.004668885	0.04996862	0.14926165	0.7828192
