 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.0025756021	0.00035223467	0.0067560337	0.20043448	0.49837068	0.22681205	0.06469891
c	0.937202	0.059060957	0.0019882908	0.00020825634	0.00010992868	1.0890035e-06	0.0014293703
h	0.10361507	0.1032341	0.46654382	0.27020547	0.048178867	0.0039267335	0.0042959023
a	0.9647141	0.032842163	0.002265224	4.7638923e-06	1.1962594e-06	1.2488017e-08	0.00017260537
n	0.6828722	0.30029345	0.0127861835	0.0015734303	0.0008860562	1.9062087e-07	0.0015885552
a	0.114671126	0.8228355	0.05849952	9.143596e-05	2.5663141e-05	1.4744011e-06	0.0038753145
v	0.04537343	0.6694972	0.26371983	0.0059257396	0.0021330372	2.14636e-06	0.013348694
o	0.0010174905	0.38651597	0.5892601	0.0035342728	0.0003669728	0.00016062983	0.0191445
r	0.0067528877	0.03417346	0.914139	0.033947986	0.0061960355	1.1524568e-05	0.0047791526
à	0.0003031545	0.7395043	0.24032366	0.0015169553	0.00029795695	3.862067e-06	0.018050069
s	0.0003039128	0.0055213706	0.0784591	0.24543451	0.34559765	0.0056753163	0.31900814
o	0.000745498	0.15151224	0.64922094	0.17608938	0.01995225	0.0007045835	0.0017751176
o	8.604379e-05	0.00021695347	0.30772686	0.47485372	0.20580249	0.00039545805	0.010918445
t	1.7628906e-06	0.00017018481	0.0037694317	0.17884944	0.7447762	0.0045411256	0.06789188
s	0.00052082096	0.041401226	0.07215341	0.57982856	0.13710693	0.009615958	0.15937307
o	0.0014442015	0.0038260783	0.894981	0.064673595	0.010610368	0.00028412885	0.024180619
m	9.623266e-07	4.565906e-06	0.00046400054	0.026367841	0.17990634	0.017927114	0.77532923
ì	3.4551234e-05	0.000761614	0.0038961163	0.42912576	0.110438816	0.06764562	0.3880975
k	8.806829e-06	1.2948873e-06	0.0006172062	0.03508476	0.060511865	0.24769536	0.65608066
u	1.8960714e-06	0.0010645536	0.001983566	0.14096585	0.8380062	0.00580409	0.012173862
à	1.6939138e-07	8.219168e-06	0.00027911106	0.046448648	0.5705082	0.19079164	0.19196405
i	3.6451034e-08	4.4915163e-07	1.12923435e-05	0.0028294793	0.023629207	0.87773985	0.09578962
m	6.881505e-08	4.0894953e-05	4.1709545e-06	0.0023029612	0.44302076	0.29968727	0.25494388
è	4.2360227e-07	0.00024959177	0.00033765277	0.13668506	0.49071065	0.29461986	0.07739682
r	5.7894547e-09	1.2415038e-07	1.3699739e-06	0.00017743836	0.03088862	0.73672134	0.23221108
i	3.545384e-08	5.537464e-05	6.9234404e-05	0.01695898	0.81019455	0.16355348	0.009168326
</S>	5.106178e-08	5.226724e-06	3.1566247e-05	0.00033684954	0.0143536115	0.16662051	0.8186522
