 	la	casa	la	costruirono	i	muratori	</S>
o	0.9887438	0.0018685354	0.00027049897	0.0018391771	0.0030122716	0.00056748645	0.003698254
s	0.019046914	0.97556055	0.0009025226	0.00056274864	0.0007302072	9.9993886e-05	0.0030970017
p	0.78892654	0.20713341	0.0022676468	0.0001966973	0.0011197182	0.00026679673	8.919253e-05
ì	0.09803208	0.8550262	0.03615998	0.00042907312	1.3135129e-05	3.4870423e-05	0.010304637
t	0.0001414739	0.99375904	0.005808658	9.9111545e-05	1.2275193e-06	2.6140157e-07	0.00019024343
i	0.050520208	0.008578123	0.8314476	0.109119155	3.9031645e-05	0.0002815942	1.4267934e-05
o	0.0030099214	0.7573877	0.22790849	0.010777355	0.0001602486	1.21232e-06	0.0007550718
f	0.0011588528	0.19188997	0.7372713	0.046896685	0.006095176	0.0009778669	0.015710276
a	0.021177312	0.111313455	0.6345124	0.21050969	0.017409373	0.004436116	0.00064159604
b	0.0055843806	0.029575694	0.29392993	0.63594645	0.028143382	0.00074309047	0.0060770977
b	0.013407893	0.0077042095	0.6827196	0.28704754	0.002641193	0.0030151322	0.003464546
r	0.91491085	0.013110761	0.029616104	0.028815702	0.00086084864	0.00050909363	0.012176593
i	0.42246255	0.11113089	0.2720121	0.08900412	0.0008012775	0.0035786065	0.10101051
k	0.00032386635	0.0005683587	0.033917964	0.04249514	0.08851509	0.00086577324	0.8333138
è	0.017053166	6.94638e-05	0.052914403	0.025194354	0.020698141	0.024456134	0.8596143
t	0.0051420736	0.0027009826	0.009281312	0.06261298	0.7838259	0.03492065	0.10151608
s	0.0037236179	8.105146e-05	0.03452768	0.948395	0.00216785	0.010245391	0.00085936603
a	0.024986934	0.0012955088	0.027421877	0.17929827	0.0130892685	0.0034257777	0.7504823
n	5.7603767e-05	0.00015171962	0.0045697433	0.16214769	0.4311029	0.08057264	0.32139775
e	0.022144355	0.0005389986	0.2883738	0.3990926	0.020000555	0.21102229	0.058827464
e	0.00023539402	0.000439444	0.0045267907	0.7707186	0.07608326	0.1041929	0.043803617
f	3.9099727e-06	3.3811175e-05	0.008118835	0.07083618	0.6224992	0.23055704	0.06795098
a	0.0542825	0.013894869	0.06727429	0.10189751	0.19852968	0.50445783	0.05966331
b	7.7975375e-05	0.00047287304	0.0044873743	0.7350526	0.15226373	0.06707958	0.04056598
b	0.07149834	0.0072014453	0.2706623	0.16749255	0.050075434	0.41420418	0.018865753
r	0.59686756	0.06960844	0.037917066	0.19984934	0.018051889	0.040303856	0.037401833
i	0.24492595	0.0015180288	0.11741865	0.10167318	0.07586312	0.051645447	0.40695557
k	6.6701336e-06	4.186629e-06	1.6586588e-05	0.00016883439	0.11910038	0.028763503	0.85193986
a	0.016650967	8.1738646e-05	0.06841168	0.0040040584	0.24224885	0.29619196	0.37241077
t	7.4918107e-06	2.6992377e-05	0.0004646453	0.0092584845	0.13746575	0.47640318	0.3763734
ù	0.004731707	0.00014554818	0.17440581	0.01987341	0.0120509835	0.7663023	0.022490224
r	0.00041851116	8.204712e-06	1.4969711e-05	0.0008461296	0.42134747	0.5013989	0.0759658
i	0.0032194387	3.702252e-05	0.01388976	0.25258493	0.16082682	0.5515246	0.017917482
</S>	3.1505322e-05	4.0260118e-05	0.0011479178	0.007862297	0.031666975	0.52053636	0.43871465
