 	le	ragazze	vogliono	guardate	</S>
t	0.9496168	0.010645295	0.0019066795	0.001954419	0.035876792
a	0.34423378	0.24387851	0.061698515	0.25487554	0.09531369
k	0.1843345	0.20287445	0.038437735	0.37469453	0.19965878
o	0.0032391618	0.77034086	0.14784919	0.046965867	0.031604927
r	0.103235215	0.7741578	0.09959375	0.019110592	0.0039025676
à	0.001692958	0.8229938	0.16173263	0.0013869338	0.012193581
s	0.0007879175	0.03202631	0.20389205	0.7484927	0.014801063
i	0.18541592	0.6949375	0.11930003	0.00025266584	9.3836905e-05
a	0.003908622	0.14767414	0.48600957	0.34871808	0.013689547
t	3.7429294e-05	0.0009500965	0.43804148	0.51921993	0.04175105
è	0.00028621504	0.01098545	0.6486619	0.13513796	0.2049285
l	6.134418e-06	0.002710432	0.9406199	0.04736432	0.009299255
o	0.18111509	0.06578874	0.71927565	0.025047246	0.008773265
n	0.00012248234	0.00022128297	0.2855313	0.6953595	0.018765371
e	0.05833889	0.01636075	0.86737174	0.054590102	0.0033384953
k	0.00011381591	0.0017409005	0.8210271	0.12937967	0.04773846
a	0.037723914	0.019588912	0.83648217	0.0875314	0.0186736
n	5.508865e-05	0.0010273788	0.5614782	0.2778137	0.15962566
o	0.07773315	0.08399158	0.5920021	0.19929308	0.046980143
n	2.7082808e-05	0.0016555011	0.3637813	0.26845846	0.36607763
i	0.048230585	0.0772952	0.43203378	0.2890161	0.15342441
m	1.7164943e-05	0.0015306703	0.18939982	0.24361601	0.5654363
m	9.751101e-05	9.415716e-05	0.0021445826	0.8927325	0.10493129
è	1.42014715e-05	0.0002230219	0.036780927	0.28463596	0.67834586
n	0.00031960238	7.016609e-06	0.0013252046	0.6229193	0.3754289
a	0.2768535	0.039707236	0.20543024	0.12855235	0.3494566
</S>	5.2398423e-06	6.098388e-05	0.008481352	0.085460305	0.9059921
