 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.0051911566	0.00075402024	0.036819935	0.22469868	0.5721339	0.16040234
c	0.9601954	0.035831027	0.0021008477	0.00036341668	2.2466345e-06	0.0015069036
h	0.11745657	0.1270087	0.41747433	0.3037429	0.026915189	0.0074023404
a	0.96938074	0.02973245	0.00070074556	2.256298e-05	2.7024921e-08	0.00016357309
n	0.61205316	0.34887096	0.013678252	0.02278949	1.4440996e-06	0.002606551
a	0.08460819	0.89919144	0.011538262	0.0005908857	2.8072982e-06	0.004068502
v	0.04236308	0.7564201	0.13972355	0.046529446	8.971576e-06	0.014954987
o	0.0021286968	0.67994946	0.26701838	0.01117912	0.00053054275	0.039193783
r	0.009362912	0.047025684	0.7976141	0.1387716	8.165896e-05	0.0071440614
à	0.00030467272	0.85262275	0.10463849	0.01667298	1.4433386e-05	0.0257466
s	0.00025160966	0.0054011787	0.026527144	0.50536674	0.05170155	0.41075173
o	0.00057476043	0.15765451	0.69997054	0.13392101	0.005409479	0.002469755
t	6.816696e-05	0.00030603676	0.21787497	0.7642053	0.0035527763	0.013992825
s	0.00016310827	0.034174237	0.33478492	0.60861355	0.002758603	0.019505596
o	0.0019047918	0.00020902923	0.6739813	0.3052753	0.0002968276	0.01833288
m	1.799599e-06	5.251448e-06	0.0001653102	0.10219526	0.01227227	0.88536006
ì	2.9350103e-05	0.00023675109	0.01678242	0.45193145	0.16222852	0.36879155
k	1.9509022e-05	1.9897454e-06	0.0007838482	0.012252519	0.2722638	0.71467835
u	2.7256515e-06	0.00053611334	0.002864909	0.9790773	0.006599378	0.010919563
à	4.120735e-07	2.007472e-05	0.0006246462	0.28608733	0.49352765	0.21973991
i	5.8269194e-08	4.953977e-07	2.4665851e-05	0.0034751038	0.9101591	0.08634062
m	1.18506506e-07	7.08086e-05	6.1301507e-06	0.09143961	0.4362449	0.47223842
è	5.582474e-07	0.00016076353	0.00077816687	0.39811796	0.52390915	0.07703345
r	1.2113981e-08	2.5796854e-07	1.6335802e-06	0.002215471	0.7343341	0.26344848
i	1.06263876e-07	0.00021594831	0.00053040136	0.2827607	0.6888906	0.027602201
</S>	8.201915e-08	9.831519e-06	1.8893816e-05	0.0006921073	0.09990021	0.89937896
