 	non	aveva	dove	a	stare	</S>
e	0.86431664	0.0012026444	0.0010917434	0.0007038494	0.01316919	0.11951597
n	0.7982967	0.152993	0.03440742	0.0010193416	0.0073001194	0.0059833406
ì	0.0038270198	0.035527114	0.023741148	0.010678479	0.68016255	0.24606368
c	0.0007686136	0.92374086	0.055063166	0.0022404394	0.01537371	0.0028131022
h	0.004801731	0.32098314	0.5328502	0.13688026	0.0039440636	0.0005405362
e	0.11617133	0.7452583	0.090434775	0.0060411533	0.021417508	0.02067692
p	0.007048737	0.021372784	0.8392804	0.08672495	0.019838758	0.025734365
u	0.0058203177	0.096099235	0.73081577	0.11206728	0.028276656	0.026920782
s	0.00046611708	0.0011657123	0.30735755	0.48676103	0.17389968	0.030349901
t	2.7061364e-05	0.008324723	0.16803509	0.52912384	0.26257557	0.03191369
a	0.005686986	0.028314741	0.15788892	0.7670044	0.01010848	0.030996464
s	5.0284685e-05	2.7002957e-06	0.0022381982	0.29011136	0.47477737	0.23282006
ì	1.118374e-06	0.0002662673	0.00041804402	0.039204475	0.93059754	0.029512567
</S>	0.007871095	2.2619545e-06	0.0037908368	0.2158444	0.113517165	0.6589743
