 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.05292788	0.003434353	0.026034767	0.03716335	0.023710893	0.013197805	0.031632904	0.18379316	0.15830638	0.46979842
a24	0.00060506794	0.010528694	0.01087482	0.10445586	0.8052008	0.066854134	0.00013079736	0.00040600728	0.0008834831	6.030416e-05
a16	0.00027962704	0.12146128	0.010054461	0.3091785	0.52449536	0.034463488	4.9854493e-06	2.6185e-06	5.4784614e-05	4.9560113e-06
a28	0.007974821	0.34908476	0.10930351	0.32545602	0.18453704	0.016722288	0.00011464707	0.00024206868	0.006191919	0.00037297598
a31	0.016732996	0.42777157	0.0739284	0.31694594	0.14966299	0.005898334	0.00022788376	0.00088881585	0.006065141	0.0018780386
a37	0.010068026	0.35368374	0.113960475	0.3060656	0.13182989	0.083534785	5.5583438e-05	0.00015120245	0.0006169404	3.3764958e-05
a24	0.028909707	0.1327245	0.02177171	0.19330962	0.48059064	0.14022827	0.00072892004	0.0009192715	0.00071645604	0.00010082958
a46	0.04871531	0.13921762	0.04006419	0.07697294	0.5736137	0.117558844	0.0007835051	0.0012540362	0.0011520069	0.00066780753
a31	0.017053358	0.023847675	0.017220827	0.09189097	0.7608351	0.08613867	0.00067733537	0.001001719	0.0011732405	0.00016102639
a10	0.004096226	0.023232365	0.0143738	0.39762193	0.5067299	0.048489444	0.00052423234	0.0020925566	0.0023461552	0.000493346
a11	0.0014942947	0.0030845357	0.004007821	0.20828046	0.65273166	0.11446989	0.0017133139	0.0047894884	0.008706836	0.0007217287
a31	0.009751496	0.013112139	0.017688934	0.079795994	0.50794774	0.36333615	0.0027049573	0.0024156098	0.0029791074	0.0002678664
a0	0.0008814978	0.005228351	0.013727698	0.20186695	0.725576	0.033896275	0.0025842404	0.0044233347	0.009646169	0.0021695467
a31	0.0016384991	0.0026067186	0.01165526	0.07408199	0.70030105	0.027135756	0.013995037	0.033346847	0.109543525	0.025695292
a39	0.042926494	0.041834325	0.1626072	0.14917833	0.4145633	0.05927173	0.011208901	0.015263466	0.030243492	0.072902836
a29	0.01893207	0.01058129	0.060627587	0.063438356	0.4862251	0.028747464	0.037504416	0.0957234	0.13263668	0.06558357
a41	0.0011049599	0.003722414	0.005286864	0.043952096	0.8929139	0.016221927	0.0056965994	0.008901685	0.019025771	0.0031738237
a35	0.0014694912	0.0043119015	0.0011569477	0.060630973	0.8139985	0.11329074	0.0013489067	0.0010307588	0.0026213082	0.0001404253
a20	0.0018008035	0.0066164485	0.0023071407	0.11918271	0.75927985	0.0996873	0.002308897	0.0018752449	0.006618676	0.00032283546
a31	0.0008202996	0.0020580834	0.0030010808	0.065466575	0.8756616	0.024987657	0.0038223204	0.0042420942	0.017416935	0.0025233584
a37	0.0006481932	0.0030784742	0.0013356496	0.051313628	0.9090009	0.028619338	0.0017008247	0.0011567619	0.0028790717	0.0002671656
a2	0.00085364934	0.003233656	0.003047814	0.048413318	0.9176835	0.012967292	0.0031341312	0.002650978	0.0070819343	0.0009337634
a20	0.02264445	0.019900661	0.11634957	0.082327195	0.6519531	0.028453905	0.015621221	0.015032211	0.024014901	0.023702726
a0	0.03191957	0.009695819	0.040126774	0.045837842	0.4987787	0.03196154	0.03347727	0.07563411	0.1651651	0.067403294
a31	0.0023263064	0.004919186	0.0073942696	0.029315328	0.90089023	0.019640917	0.011002184	0.007305448	0.012372589	0.004833545
a16	0.033631757	0.044984523	0.2261318	0.11330526	0.43743542	0.037909534	0.017980302	0.01897306	0.030242916	0.039405473
a31	0.06533701	0.012221931	0.02536656	0.035822902	0.42444488	0.04177798	0.037984613	0.091685206	0.17450374	0.09085518
a20	0.037120197	0.06995011	0.4550788	0.1401396	0.105910905	0.02752694	0.029258879	0.026669238	0.039769504	0.06857584
</S>	0.06269815	0.02289071	0.03262	0.034347557	0.14840488	0.038400583	0.032266606	0.08940554	0.27475464	0.26421133
