 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.06466683	0.020730253	0.015855074	0.0031530482	0.008087699	0.0025731188	0.033524945	0.17387114	0.14205058	0.5354873
a31	4.5346074e-05	0.10198937	0.16094968	0.29260728	0.11256631	0.32550952	0.0030022063	0.003292826	2.48986e-05	1.2589569e-05
a39	0.001797909	0.2973911	0.01812202	0.0656235	0.35140356	0.07515575	0.16423526	0.007319072	0.00907544	0.009876422
a31	0.0053628273	0.090798736	0.015358553	0.056565255	0.15257989	0.671114	0.008058008	4.3733984e-05	5.1120944e-05	6.784073e-05
a27	0.0019397464	0.2564442	0.08819626	0.37344354	0.06560664	0.07589716	0.09028599	0.045599006	0.0017291377	0.00085826457
a11	0.015468618	0.03817691	0.10798563	0.08721182	0.27454916	0.18421148	0.2706804	0.013911702	0.0037504167	0.004053918
a37	0.06366668	0.02846758	0.08800585	0.030401712	0.48281413	0.14061671	0.06592427	0.02648563	0.026653295	0.046964075
a31	0.044502664	0.11662011	0.14627935	0.04174099	0.30428037	0.21441941	0.033018928	0.033051867	0.039876394	0.0262099
a3	0.04025692	0.34192058	0.33266184	0.23189165	0.018928263	0.010977443	0.0024792193	0.020228576	0.0005015419	0.00015392802
a20	0.044606384	0.04922045	0.5988	0.09850247	0.019024834	0.009856107	0.023762248	0.14384489	0.0105607575	0.0018218148
a31	0.030490393	0.1915359	0.5108552	0.1688153	0.030958313	0.023781782	0.0067198053	0.034664534	0.0019324765	0.00024622644
a11	0.0021913939	0.8234882	0.072591156	0.09161271	0.004880276	0.0018161733	0.0003375367	0.0017653828	0.00046237992	0.00085474725
a31	0.00086226733	0.73523927	0.13652116	0.09970406	0.0049765264	0.0087357005	0.0010417885	0.007992445	0.0030842954	0.0018424812
a29	0.025809128	0.48693746	0.23622645	0.07686452	0.04616305	0.058029793	0.03138364	0.02128235	0.0105394665	0.0067640166
a39	0.00655821	0.26644233	0.3266597	0.096598	0.04244627	0.08023315	0.03988051	0.0763346	0.04697406	0.017873093
a21	0.0031273349	0.3230715	0.13563225	0.31862655	0.03911487	0.08606556	0.033708256	0.042536967	0.013133916	0.004982781
a31	0.0026839222	0.41092786	0.065826	0.3732122	0.015403307	0.08712132	0.018908396	0.022656407	0.002205512	0.0010550763
a37	0.0125263985	0.16149515	0.24770916	0.13857587	0.06516238	0.22630534	0.065065265	0.044744253	0.02607322	0.012342973
a31	0.0069338223	0.10261985	0.2965555	0.17140807	0.05003544	0.1206729	0.07832918	0.0737366	0.07231814	0.027390553
a7	0.053722925	0.12263431	0.23395358	0.20488122	0.115250856	0.12213825	0.045439694	0.02875323	0.032935765	0.04029014
a31	0.018914064	0.045581438	0.18804973	0.14234565	0.04169645	0.1273253	0.12140546	0.07698021	0.16114624	0.076555446
