 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.04659666	0.040714875	0.0088662505	0.003453646	0.005678406	0.028336685	0.13150395	0.73484945
a31	0.011660503	0.046425562	0.0800213	0.5930584	0.093166426	0.009247909	0.16616546	0.00025452967
a7	0.015429964	0.025361903	0.042829346	0.30359593	0.19570453	0.032726098	0.34921923	0.035132974
a46	0.012033838	0.032655537	0.07909717	0.023700427	0.015592411	0.005780703	0.81718147	0.013958391
a10	0.00564413	0.063664615	0.1357953	0.015090972	0.03457179	0.01300412	0.6755997	0.05662939
a14	0.03719201	0.17737156	0.43383053	0.05183937	0.0134159	0.0064101135	0.24280423	0.037136257
a31	0.096967906	0.10339466	0.39182222	0.12709983	0.02210622	0.039832834	0.16880485	0.04997148
a0	0.19291872	0.22497168	0.08949062	0.05837208	0.0148414485	0.041026924	0.35095268	0.02742583
a20	0.0445982	0.14024262	0.027245075	0.02249564	0.0058126505	0.02889412	0.7015636	0.029148081
a31	0.022373652	0.26805824	0.011113915	0.02721265	0.0066889124	0.0139423525	0.62706673	0.023543578
a10	0.027735936	0.4114523	0.02053923	0.13944489	0.06515015	0.039722767	0.26373208	0.03222264
a0	0.05151293	0.32496437	0.030777382	0.12864994	0.06483786	0.04069967	0.19179317	0.16676475
a18	0.055943776	0.29560155	0.04578189	0.15734953	0.084208526	0.060024407	0.17715529	0.123935014
a17	0.08028751	0.23789832	0.06901284	0.14296398	0.09252782	0.07425608	0.15811063	0.14494278
a8	0.100557536	0.16156606	0.08877727	0.112295635	0.09678422	0.09234827	0.13977045	0.20790055
</S>	0.105910204	0.12849107	0.099420205	0.10746279	0.10233851	0.10410963	0.13697802	0.21528961
