 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.026307426	0.07520436	0.05613391	0.062042914	0.021649396	0.11301727	0.15810733	0.48753738
a21	0.0007079699	0.0015262021	0.015664808	0.0018379163	0.9527727	0.00884164	0.018180816	0.00046800828
a37	0.030363625	0.0027777492	0.035065703	0.00091028394	0.92640936	0.00030443014	0.004161668	7.126227e-06
a31	0.19028404	0.094588116	0.11831219	0.026327437	0.54173595	0.005280214	0.021073705	0.0023983032
a17	0.004423044	0.002385388	0.077916235	0.001869275	0.8996216	0.0023572466	0.011338484	8.8787296e-05
a20	0.0085236	0.009582039	0.026906973	0.0019627167	0.9486011	0.0018646003	0.0024511823	0.0001078401
a41	0.06685985	0.09739046	0.0914862	0.024589315	0.6722627	0.029220704	0.013504006	0.0046867584
a31	0.07672699	0.15233931	0.2411886	0.16219436	0.22497389	0.08380948	0.029273953	0.02949342
a46	0.017738312	0.00969829	0.88931787	0.008237091	0.03587289	0.009309728	0.028439563	0.0013862256
a31	0.019102354	0.012722884	0.65988904	0.020499052	0.037726834	0.04612841	0.20039946	0.0035319359
a13	0.03501073	0.07100164	0.5636619	0.018481053	0.024876282	0.1101288	0.15553772	0.021301853
a41	0.032705028	0.11234214	0.59226215	0.0102252355	0.007875901	0.08893388	0.14987105	0.005784574
a31	0.0869511	0.10874476	0.6451353	0.011171767	0.035916485	0.015806623	0.09562323	0.00065068045
a33	0.081401266	0.24596366	0.33696157	0.032896865	0.026579838	0.09576881	0.13894708	0.041480966
a31	0.0863755	0.2707821	0.28343967	0.013575112	0.0086980695	0.158347	0.1466578	0.03212477
a28	0.16779312	0.21899423	0.24480155	0.08114147	0.053355243	0.068715736	0.07940406	0.08579455
a20	0.08130142	0.39538088	0.19399169	0.016705938	0.013195108	0.07053345	0.13051166	0.0983798
a8	0.07400759	0.4457121	0.30529022	0.014875926	0.009313006	0.033526804	0.06503241	0.05224195
a31	0.058071997	0.43684328	0.46696907	0.010374111	0.003527285	0.006904824	0.011677906	0.005631524
a39	0.17956159	0.368525	0.1892429	0.049791645	0.041798778	0.05478607	0.064646915	0.051647097
a41	0.06482816	0.4091284	0.23124728	0.0155182425	0.011016452	0.061453152	0.11598141	0.09082689
a13	0.06521871	0.43428314	0.41215408	0.02677602	0.013693941	0.013117717	0.018606983	0.016149415
a31	0.06591214	0.44137713	0.460596	0.010493843	0.004554196	0.0050158016	0.009109821	0.002941055
a35	0.15575907	0.37671646	0.1928481	0.050243568	0.042987574	0.054707658	0.06702258	0.059714902
a31	0.08570421	0.31884244	0.15368535	0.028951626	0.024617037	0.07507561	0.14924361	0.16388014
a21	0.20078711	0.33012265	0.16342132	0.060967743	0.052530117	0.06266823	0.070946336	0.058556445
a31	0.048398383	0.16845399	0.067868404	0.019252209	0.019357517	0.1493587	0.25926563	0.26804516
a10	0.15331504	0.25858656	0.144809	0.09774131	0.08221574	0.07962182	0.078726776	0.1049838
</S>	0.04832342	0.09601062	0.050781693	0.030644022	0.031149639	0.12844504	0.26695243	0.34769312
