 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a23	0.025974281	0.0087123	0.004350062	0.003014062	0.004913009	0.0062605776	0.008853348	0.025905954	0.24635744	0.10440716	0.5612518
a31	0.17807226	0.12100307	0.1348973	0.06194459	0.11933563	0.24479532	0.07479836	0.005734943	0.017890044	0.03770086	0.0038275633
a20	0.012111047	0.0038471406	0.0021359506	0.0050630393	0.22219269	0.35160685	0.19585413	0.0032029343	0.009551903	0.1760749	0.018359335
a13	0.034230184	0.015930375	0.009188856	0.014452232	0.012161165	0.6679045	0.13496256	0.057456374	0.0025845924	0.04941574	0.0017133823
a37	0.039835386	0.1959232	0.14327979	0.1468437	0.14582928	0.22829282	0.008024603	0.0051281895	0.0131960595	0.05265337	0.020993557
a31	0.042951304	0.05625258	0.22060625	0.30403188	0.094139695	0.099495545	0.01393839	0.00081448583	0.02622865	0.08803988	0.05350134
a43	0.08067389	0.01869392	0.0062634167	0.0013306936	0.0009872842	0.007820164	0.012517978	0.03698244	0.046484835	0.64725983	0.14098553
a31	0.036111522	0.007669808	0.005846513	0.00086679374	0.0009073556	0.005389402	0.0067130458	0.061224595	0.13561916	0.6642086	0.07544318
a24	0.51988566	0.023569878	0.025998175	0.0044032545	0.016064985	0.024352996	0.008307931	0.008634763	0.16174108	0.110253036	0.09678821
a7	0.06604275	0.010261755	0.012278714	0.0051586847	0.017597977	0.0681932	0.026911877	0.038277585	0.39574406	0.31273642	0.046796992
a31	0.06811788	0.01660398	0.012094176	0.0064026564	0.011051715	0.11821685	0.061609663	0.1699147	0.25258514	0.23146486	0.051938407
a13	0.35706073	0.038953472	0.045427572	0.025861152	0.043155573	0.028531328	0.0178085	0.009448918	0.08660505	0.05926715	0.28788045
a28	0.088476725	0.059228957	0.05642769	0.04684556	0.14156674	0.12425352	0.03176108	0.010605726	0.24651399	0.0885142	0.10580577
a20	0.06555982	0.050206184	0.056562036	0.053919908	0.17936642	0.2873131	0.0703216	0.021114858	0.11684916	0.04882606	0.049960777
a31	0.11344897	0.081189126	0.063503794	0.045881264	0.109991655	0.29342356	0.08550488	0.04324392	0.08030771	0.037426632	0.0460785
a37	0.14118887	0.10971017	0.10701146	0.09665818	0.1734425	0.15690279	0.06587355	0.0111487545	0.032248795	0.04322186	0.06259306
a1	0.06845838	0.08278552	0.08451885	0.07406112	0.23362991	0.18765315	0.024446627	0.0069433292	0.07581714	0.07388856	0.0877974
a28	0.076649874	0.10118479	0.09729584	0.08167667	0.20699692	0.16293925	0.022399928	0.008089276	0.043319453	0.080191985	0.11925598
a1	0.02055255	0.053837128	0.05732704	0.06704716	0.23016019	0.4556255	0.053128578	0.016090058	0.011012282	0.011469148	0.02375033
a28	0.09274984	0.11164596	0.09916842	0.08475856	0.1632574	0.14851578	0.031780276	0.010184902	0.030081615	0.08764144	0.14021581
a31	0.017700475	0.06399952	0.06947029	0.07964504	0.29808855	0.3254388	0.0397354	0.017831171	0.012345638	0.019575942	0.056169115
a20	0.023002712	0.068482965	0.073854364	0.081672646	0.29188246	0.37484455	0.034661353	0.012491029	0.010065234	0.011280486	0.017762206
a31	0.051359385	0.12244666	0.12101919	0.11432588	0.14886267	0.124714136	0.024909498	0.013195465	0.031032793	0.08703195	0.16110237
a20	0.048417494	0.1690807	0.18621384	0.19145875	0.13280793	0.109524176	0.036535732	0.026069356	0.02766043	0.03146935	0.040762287
a31	0.030116867	0.09198981	0.10222898	0.10324303	0.06783136	0.056266356	0.020738794	0.018465072	0.06363773	0.1736077	0.2718743
a8	0.061017606	0.17083003	0.19190422	0.19650194	0.11915263	0.094373696	0.034379046	0.024723314	0.026330935	0.029768363	0.0510183
</S>	0.02998655	0.07517425	0.08494217	0.08736981	0.049957022	0.04370205	0.0248374	0.024498457	0.067456745	0.18834895	0.32372662
