 	ora	ho	finito	di	scrivere	</S>
a23	0.0067813015	0.008756445	0.00517245	0.019776208	0.5500576	0.40945596
a31	0.8699584	0.12204204	0.007271867	0.00030434164	0.00016071147	0.00026260145
a28	0.44902578	0.34165946	0.15111105	0.056340557	4.0487364e-05	0.0018226901
a31	0.11836719	0.52167267	0.011383397	0.20714541	5.061753e-05	0.14138073
a41	0.7903439	0.1822041	0.0009740581	0.013206913	0.0015038113	0.011767209
a21	0.06526685	0.70069504	0.07320506	0.10922325	0.00016935592	0.051440466
a24	0.10142258	0.76875776	0.011555685	0.02207559	8.5402084e-05	0.09610301
a31	0.4430789	0.3814872	0.004223999	0.023255121	0.0007961866	0.14715862
a39	0.41314673	0.49590564	0.005595048	0.029776536	0.037651047	0.017925048
a31	0.07708657	0.2235052	0.0045220563	0.15607315	0.3430335	0.19577958
a28	0.18164873	0.17095853	0.11633636	0.21171288	0.13415311	0.18519044
a31	0.08970224	0.091796026	0.08030251	0.10334398	0.17855829	0.45629692
a20	0.10577675	0.08421315	0.10160331	0.44798285	0.1556632	0.10476079
a37	0.1311905	0.13230243	0.12970015	0.14136726	0.206106	0.25933367
</S>	0.15474443	0.15514635	0.15606523	0.17678133	0.17077757	0.18648517
