 	non	ho	cosa	a	fare	</S>
a8	0.1364089	0.06701253	0.02015611	0.04240453	0.0850263	0.64899164
a31	0.02190526	0.3343213	0.31446785	0.02769037	0.27790594	0.02370928
a37	0.30274612	0.1162325	0.1543584	0.042219374	0.363957	0.020486593
a10	0.01890244	0.058622874	0.009246941	0.04798744	0.7584306	0.106809735
a37	0.007264286	0.09230731	0.02529488	0.022604123	0.5855422	0.26698723
a10	0.029167563	0.1743145	0.07862599	0.014619451	0.54858524	0.15468726
a0	0.073193	0.3554687	0.06263885	0.014704348	0.4363629	0.05763221
a20	0.0341254	0.28222528	0.06791864	0.033199444	0.56946844	0.013062832
a17	0.029719768	0.35262263	0.06346925	0.14286986	0.37592763	0.03539084
a20	0.044978045	0.32068256	0.029430613	0.16960005	0.29142284	0.14388582
a8	0.041274495	0.11471011	0.03554163	0.2451304	0.31316978	0.25017363
</S>	0.082486615	0.10530617	0.08568944	0.22901261	0.25727668	0.24022849
