 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.12851487	0.025566606	0.035140444	0.021104533	0.010342342	0.0058683474	0.021787424	0.047626793	0.7040486
a46	0.0063146884	0.0035995212	0.007822782	0.0065542813	0.009841928	0.08212263	0.75356054	0.12737162	0.0028119856
a31	0.05474661	0.08091017	0.12082611	0.3408863	0.23512688	0.1667242	0.0006643408	0.00010808071	7.312677e-06
a27	0.003959797	0.013105876	0.13544813	0.3260774	0.19821562	0.24264814	0.048107985	0.02790412	0.004532986
a41	0.004699512	0.018028392	0.13451102	0.63720435	0.18690053	0.01719006	0.00041729282	0.0010465942	2.234826e-06
a1	0.09033804	0.28696692	0.14649345	0.23164435	0.18475308	0.035737783	0.008790663	0.0134428805	0.0018327729
a21	0.032766927	0.091652244	0.16666067	0.49676457	0.16713746	0.041675735	0.002565158	0.00075609947	2.1186574e-05
a31	0.094991885	0.34568486	0.17344214	0.15793014	0.106014416	0.08301826	0.028554503	0.007085755	0.003278092
a13	0.049876813	0.03077901	0.43290648	0.3562182	0.10624477	0.006435016	0.00787665	0.007296099	0.0023670052
a31	0.00848643	0.021338057	0.21795234	0.54890996	0.17278975	0.028909734	0.00047176227	0.00086664874	0.0002753429
a41	0.4907994	0.056877475	0.3015414	0.04098286	0.030084008	0.016974187	0.038959753	0.003335722	0.02044512
a35	0.107289016	0.17515144	0.3641349	0.16195352	0.10202783	0.060785763	0.016127622	0.0012819265	0.01124799
a31	0.09735288	0.17762372	0.3106208	0.26407313	0.105931036	0.034005508	0.0035549873	0.002121938	0.004715921
a14	0.3978468	0.121274866	0.24013638	0.0945133	0.065697856	0.032767817	0.017621601	0.004383177	0.025758192
a28	0.16561152	0.2287997	0.35896653	0.14245515	0.06945862	0.016547788	0.0030054022	0.0011249769	0.014030243
a31	0.10238034	0.2467711	0.3875274	0.175827	0.07118919	0.007197955	0.0013295871	0.0010043277	0.006773083
a0	0.34032276	0.14650339	0.23740782	0.11170354	0.072982915	0.03461279	0.012691942	0.0042191017	0.039555818
a31	0.10879855	0.27383897	0.33247393	0.18201917	0.0755606	0.00698336	0.0014850858	0.0014921443	0.017348187
a46	0.22440147	0.10641016	0.24323267	0.13343515	0.1310611	0.047110908	0.025791714	0.012045615	0.07651116
a17	0.09433342	0.2993436	0.31173804	0.16492711	0.049213514	0.008856476	0.0043746177	0.005165523	0.0620477
</S>	0.07715196	0.19724493	0.14200354	0.13637164	0.08158654	0.057015818	0.05868707	0.059964884	0.18997353
